t,v,k,N,Source
6,21,4699,9519350404.0,"Power N-CT73^2Trin3,3,3"
6,21,4900,9525786724.0,Power N-CT73^2T3T3
6,21,5110,9532223044.0,Power N-CT73^2T3
6,21,5334,9538659364.0,"perfect hash family13,5334,78"
6,21,5359,9544815866.0,Power N-CT79^2Arc(12)
6,21,5427,9550972368.0,Power N-CT79^2Arc(11)
6,21,5496,9557128870.0,Power N-CT79^2Arc(10)
6,21,5566,9563285372.0,Power N-CT79^2Arc(9)
6,21,5637,9569441874.0,Power N-CT79^2Arc(8)
6,21,5709,9575598376.0,Power N-CT79^2Arc(7)
6,21,5782,9581754878.0,Power N-CT79^2Arc(6)
6,21,5856,9587911380.0,Power N-CT79^2Arc(5)
6,21,5931,9594067882.0,Power N-CT79^2Arc(4)
6,21,6007,9600224384.0,Power N-CT79^2Arc(3)
6,21,6084,9606380886.0,Power N-CT79^2T1T1
6,21,6474,9612537388.0,Power N-CT83^2T5
6,21,6891,9618693890.0,Power N-CT83^2+2
6,21,6893,9622173652.0,"perfect hash family13,6893,87"
6,21,6894,10766629552.0,Add 1 factors
6,21,6901,10908761130.0,"Power N-CT89^2Trin4,4,4"
6,21,7063,10909028804.0,"Power N-CT89^2Trin2,4,4"
6,21,7229,10909296478.0,"Power N-CT89^2Trin2,2,4"
6,21,7399,10909564152.0,"Power N-CT89^2Trin2,2,2"
6,21,7569,11038303202.0,Power N-CT89^2T2T2
6,21,8034,11160618076.0,"perfect hash family13,10609,103T25"
6,21,8755,11166774578.0,"perfect hash family13,10609,103T18"
6,21,8961,11167042252.0,"perfect hash family13,10609,103T16"
6,21,9605,11244010418.0,"perfect hash family13,12769,113T28"
6,21,9831,11244278092.0,"perfect hash family13,12769,113T26"
6,21,10000,11295781302.0,Power N-CT101^2
2,22,5,484.0,orthogonal array
2,22,6,487.0,Incomplete Transversal Design
2,22,7,506.0,Holey Transversal Design
2,22,8,518.0,Add Factor SO (AG-TJ-IM)
2,22,9,519.0,Add Factor SO (AG-TJ-IM)
2,22,10,520.0,Add Factor SO (AG-TJ-IM)
2,22,11,521.0,Add Factor SO (AG-TJ-IM)
2,22,13,522.0,Add Factor SO (AG-TJ-IM)
2,22,14,523.0,Add Factor SO (AG-TJ-IM)
2,22,19,524.0,Add Factor SO (AG-TJ-IM)
2,22,24,525.0,Add Factor SO (AG-TJ-IM)
2,22,25,528.0,projection (C)
2,22,26,609.0,projection (C) postop NCK
2,22,27,611.0,projection (C) postop NCK
2,22,28,613.0,projection (C) postop NCK
2,22,29,617.0,projection (C) postop TJ-SA
2,22,30,691.0,projection (C) postop NCK
2,22,31,696.0,projection (C) postop NCK
2,22,32,698.0,projection (C) postop NCK
2,22,33,699.0,projection (C) postop NCK
2,22,34,777.0,projection (C) postop NCK
2,22,35,779.0,projection (C) postop NCK
2,22,36,783.0,projection (C) postop NCK
2,22,37,785.0,projection (C) postop NCK
2,22,38,857.0,projection (C) postop NCK
2,22,39,860.0,projection (C) postop NCK
2,22,40,862.0,projection (C) postop NCK
2,22,41,868.0,projection (C) postop NCK
2,22,42,905.0,projection (C) postop NCK
2,22,43,912.0,projection (C) postop NCK
2,22,44,925.0,Fix 1 symbols (LCDST)
2,22,54,940.0,Fix 6 symbols (LCDST)
2,22,57,946.0,Fix 7 symbols (LCDST)
2,22,58,961.0,Fix 7 symbols (LCDST)
2,22,60,967.0,simulated annealing (Torres-Jimenez)
2,22,120,968.0,Direct product
2,22,121,969.0,Direct product generalized
2,22,144,972.0,Direct product
2,22,145,973.0,Direct product generalized
2,22,169,990.0,Direct product generalized
2,22,171,994.0,Direct product generalized
2,22,193,1004.0,Direct product generalized
2,22,217,1005.0,Direct product generalized
2,22,241,1006.0,Direct product generalized
2,22,336,1007.0,Direct product generalized
2,22,347,1008.0,simulated annealing (Torres-Jimenez)
2,22,504,1009.0,Direct product generalized
2,22,557,1010.0,simulated annealing (Torres-Jimenez)
2,22,577,1011.0,Direct product generalized
2,22,601,1012.0,Direct product generalized
2,22,624,1033.0,Direct product generalized
2,22,625,1034.0,Direct product
2,22,650,1054.0,Direct product
2,22,653,1077.0,Direct product generalized
2,22,675,1078.0,Direct product generalized
2,22,678,1097.0,Direct product generalized
2,22,693,1098.0,Direct product generalized
2,22,700,1099.0,Direct product generalized
2,22,709,1118.0,Direct product generalized
2,22,725,1119.0,Direct product generalized
2,22,734,1122.0,Direct product generalized
2,22,737,1123.0,Direct product generalized
2,22,741,1137.0,Direct product generalized
2,22,745,1139.0,Direct product generalized
2,22,750,1140.0,Direct product generalized
2,22,754,1143.0,Direct product
2,22,756,1159.0,Direct product generalized
2,22,767,1160.0,Direct product generalized
2,22,772,1161.0,Direct product generalized
2,22,775,1162.0,Direct product generalized
2,22,783,1167.0,Direct product generalized
2,22,792,1184.0,Direct product
2,22,798,1186.0,Direct product generalized
2,22,805,1187.0,Direct product generalized
2,22,812,1188.0,Direct product generalized
2,22,825,1205.0,Direct product
2,22,841,1208.0,Direct product generalized
2,22,853,1211.0,Direct product generalized
2,22,857,1220.0,Direct product generalized
2,22,861,1225.0,Direct product generalized
2,22,865,1226.0,Direct product generalized
2,22,869,1228.0,Direct product generalized
2,22,870,1229.0,Direct product generalized
2,22,872,1242.0,Direct product generalized
2,22,877,1246.0,Direct product generalized
2,22,879,1247.0,Direct product generalized
2,22,886,1248.0,Direct product generalized
2,22,894,1249.0,Direct product generalized
2,22,896,1250.0,Direct product generalized
2,22,899,1251.0,Direct product generalized
2,22,900,1265.0,Direct product generalized
2,22,909,1269.0,Direct product generalized
2,22,917,1270.0,Direct product generalized
2,22,924,1271.0,Direct product generalized
2,22,926,1275.0,Direct product generalized
2,22,928,1276.0,Direct product generalized
2,22,941,1289.0,Direct product generalized
2,22,957,1291.0,Direct product generalized
2,22,969,1294.0,Direct product generalized
2,22,973,1305.0,Direct product generalized
2,22,977,1307.0,Direct product generalized
2,22,985,1311.0,Direct product generalized
2,22,990,1312.0,Direct product generalized
2,22,991,1329.0,Direct product generalized
2,22,998,1330.0,Direct product generalized
2,22,1007,1331.0,Direct product generalized
2,22,1018,1332.0,Direct product generalized
2,22,1020,1333.0,Direct product generalized
2,22,1023,1334.0,Direct product generalized
2,22,1027,1351.0,Direct product generalized
2,22,1034,1352.0,Direct product generalized
2,22,1040,1353.0,Direct product generalized
2,22,1044,1354.0,Direct product generalized
2,22,1045,1356.0,Direct product generalized
2,22,1050,1357.0,Direct product generalized
2,22,1054,1358.0,Direct product generalized
2,22,1056,1359.0,Direct product generalized
2,22,1057,1374.0,Direct product generalized
2,22,1058,1375.0,Direct product generalized
2,22,1073,1376.0,Direct product generalized
2,22,1089,1377.0,PCAxPCA
2,22,1093,1388.0,Direct product generalized
2,22,1097,1390.0,Direct product generalized
2,22,1099,1395.0,Direct product generalized
2,22,1108,1396.0,Direct product generalized
2,22,1113,1397.0,Direct product generalized
2,22,1119,1398.0,Direct product generalized
2,22,1120,1399.0,Direct product generalized
2,22,1122,1400.0,Direct product generalized
2,22,1128,1414.0,Direct product generalized
2,22,1138,1415.0,Direct product generalized
2,22,1145,1416.0,Direct product generalized
2,22,1151,1417.0,Direct product generalized
2,22,1154,1418.0,Direct product generalized
2,22,1155,1419.0,Direct product generalized
2,22,1157,1432.0,Direct product generalized
2,22,1158,1433.0,Direct product generalized
2,22,1174,1434.0,Direct product generalized
2,22,1179,1435.0,Direct product generalized
2,22,1184,1436.0,Direct product generalized
2,22,1188,1437.0,Direct product generalized
2,22,1296,1440.0,Direct product
2,22,1350,1446.0,Direct product
2,22,1368,1450.0,Direct product
2,22,1428,1451.0,Direct product generalized
2,22,2875,1452.0,Direct product generalized
2,22,2904,1453.0,Direct product
2,22,2923,1455.0,Direct product generalized
2,22,3450,1456.0,Direct product generalized
2,22,3480,1457.0,Direct product
2,22,3504,1473.0,Direct product generalized
2,22,4056,1474.0,Direct product
2,22,4129,1479.0,Direct product generalized
2,22,4600,1488.0,Direct product generalized
2,22,5184,1489.0,Direct product generalized
2,22,5760,1490.0,Direct product generalized
2,22,8050,1491.0,Direct product generalized
2,22,8366,1492.0,Direct product generalized
2,22,12075,1493.0,Direct product generalized
2,22,13225,1494.0,Direct product generalized
2,22,13826,1495.0,Direct product generalized
2,22,14424,1496.0,Direct product
2,22,14447,1516.0,Direct product generalized
2,22,15045,1517.0,Direct product generalized
2,22,15122,1518.0,Direct product generalized
2,22,15629,1538.0,Direct product generalized
2,22,15679,1539.0,Direct product generalized
2,22,15725,1540.0,Direct product generalized
2,22,16225,1559.0,Direct product generalized
2,22,16275,1560.0,Direct product generalized
2,22,16300,1561.0,Direct product generalized
2,22,16350,1562.0,Direct product generalized
2,22,16900,1580.0,Direct product
2,22,16928,1583.0,Direct product generalized
2,22,16975,1584.0,Direct product generalized
2,22,16984,1596.0,Direct product generalized
2,22,16987,1599.0,Direct product generalized
2,22,17184,1602.0,Direct product generalized
2,22,17819,1603.0,Direct product generalized
2,22,17845,1604.0,Direct product generalized
2,22,18025,1606.0,Direct product generalized
2,22,18509,1624.0,Direct product generalized
2,22,18525,1625.0,Direct product generalized
2,22,18709,1627.0,Direct product generalized
2,22,18725,1628.0,Direct product generalized
2,22,18752,1640.0,Direct product generalized
2,22,18761,1643.0,Direct product generalized
2,22,19250,1645.0,Direct product generalized
2,22,19304,1646.0,Direct product generalized
2,22,19400,1647.0,Direct product generalized
2,22,19525,1648.0,Direct product generalized
2,22,19600,1649.0,Direct product generalized
2,22,19652,1668.0,Direct product generalized
2,22,20000,1669.0,Direct product generalized
3,22,4,10648.0,Derive from strength 4
3,22,5,10890.0,Li-Ji-Yin
3,22,6,11132.0,Ji-Yin
3,22,7,11857.0,orthogonal array fuse postop NCK
3,22,8,12020.0,orthogonal array fuse postop NCK
3,22,9,12072.0,orthogonal array fuse postop NCK
3,22,10,12076.0,orthogonal array fuse postop NCK
3,22,11,12080.0,orthogonal array fuse postop NCK
3,22,12,12099.0,orthogonal array fuse postop NCK
3,22,13,12129.0,orthogonal array fuse postop NCK
3,22,16,12132.0,orthogonal array fuse postop NCK
3,22,17,12140.0,orthogonal array fuse postop NCK
3,22,18,12142.0,orthogonal array fuse postop NCK
3,22,24,12165.0,orthogonal array fuse
3,22,25,15517.0,orthogonal array fuse fuse fuse postop NCK
3,22,26,15533.0,orthogonal array fuse fuse fuse postop NCK
3,22,27,19327.0,orthogonal array fuse fuse fuse fuse fuse postop NCK
3,22,28,19376.0,orthogonal array fuse fuse fuse fuse fuse postop NCK
3,22,32,23136.0,Chateauneuf-Kreher doubling
3,22,34,23144.0,Chateauneuf-Kreher doubling
3,22,36,23146.0,Chateauneuf-Kreher doubling
3,22,38,23169.0,Chateauneuf-Kreher doubling
3,22,48,23190.0,Chateauneuf-Kreher doubling
3,22,509,24309.0,SCPHF LFSR (TJ-IM) fuse
3,22,553,24331.0,Raaphorst-Moura-Stevens fuse
3,22,603,31219.0,SCPHF LFSR (TJ-IM) fuse fuse fuse
3,22,651,31243.0,Raaphorst-Moura-Stevens fuse fuse fuse
3,22,705,39329.0,SCPHF LFSR (TJ-IM) fuse fuse fuse fuse fuse
3,22,757,39355.0,Raaphorst-Moura-Stevens fuse fuse fuse fuse fuse
3,22,1008,45498.0,Chateauneuf-Kreher doubling
3,22,1018,45519.0,Chateauneuf-Kreher doubling
3,22,1106,45541.0,Chateauneuf-Kreher doubling
3,22,1402,47585.0,"Restricted CPHF Ext  4( 2, 4) WCS fuse"
3,22,1404,47607.0,"Restricted CPHF Ext  4( 2, 3) WCS fuse"
3,22,1772,48091.0,"Restricted CPHF Ext  4( 1, 4) WCS fuse"
3,22,1783,48113.0,"Restricted CPHF Ext  4( 1, 3) WCS fuse"
3,22,2492,48597.0,"Restricted CPHF Ext  4( 0, 4) WCS fuse"
3,22,2516,48619.0,"Restricted CPHF Ext  4( 0, 3) WCS fuse"
3,22,2534,48641.0,"Restricted CPHF Ext  4( 0, 2) WCS fuse"
3,22,2542,48663.0,"Restricted CPHF Ext  4( 0, 0) WCS fuse"
3,22,2545,56449.0,Cohen-Colbourn-Ling
3,22,2765,56471.0,Cohen-Colbourn-Ling
3,22,3054,56875.0,Cohen-Colbourn-Ling
3,22,3318,56897.0,Cohen-Colbourn-Ling
3,22,3360,58322.0,Cohen-Colbourn-Ling
3,22,3480,58345.0,Cohen-Colbourn-Ling
3,22,3563,58428.0,Cohen-Colbourn-Ling
3,22,3871,58450.0,Cohen-Colbourn-Ling
3,22,4072,58591.0,Cohen-Colbourn-Ling
3,22,4416,58613.0,Cohen-Colbourn-Ling
3,22,4581,58643.0,Cohen-Colbourn-Ling
3,22,5090,58647.0,Cohen-Colbourn-Ling
3,22,5599,58651.0,Cohen-Colbourn-Ling
3,22,6108,58670.0,Cohen-Colbourn-Ling
3,22,6624,58692.0,Cohen-Colbourn-Ling
3,22,8144,58703.0,Cohen-Colbourn-Ling
3,22,8653,58711.0,Cohen-Colbourn-Ling
3,22,9162,58713.0,Cohen-Colbourn-Ling
3,22,10000,58717.0,Colbourn-Martirosyan-TVT-Walker
4,22,5,234256.0,Derive from strength 5
4,22,6,260923.0,orthogonal array fuse postop NCK
4,22,7,269662.0,orthogonal array fuse postop NCK
4,22,8,278435.0,orthogonal array fuse postop NCK
4,22,9,279732.0,orthogonal array fuse postop NCK
4,22,10,279756.0,orthogonal array fuse postop NCK
4,22,11,279796.0,orthogonal array fuse postop NCK
4,22,12,279808.0,orthogonal array fuse postop NCK
4,22,24,279839.0,orthogonal array fuse
4,22,26,390619.0,orthogonal array fuse fuse fuse
4,22,28,531431.0,orthogonal array fuse fuse fuse fuse fuse
4,22,30,547513.0,3-Restricted SCPHF RE (CL) fuse
4,22,39,559151.0,2-Restricted SCPHF RE (CL) fuse
4,22,48,771983.0,Colbourn-Martirosyan-TVT-Walker
4,22,86,827331.0,3-Restricted SCPHF RE (CL) fuse
4,22,98,838969.0,2-Restricted SCPHF RE (CL) fuse
4,22,107,839519.0,CPHF IPO 3 (WCS) fuse
4,22,170,1095005.0,"3,3-Restricted SCPHF RE (CL) fuse"
4,22,203,1106643.0,"3,2-Restricted SCPHF RE (CL) fuse"
4,22,204,1107149.0,3-Restricted SCPHF RE (CL) fuse
4,22,238,1118281.0,"2,2-Restricted SCPHF RE (CL) fuse"
4,22,242,1118787.0,2-Restricted SCPHF RE (CL) fuse
4,22,247,1119293.0,SCPHF Random Extension (CLS) fuse
4,22,302,1119359.0,CPHF IPO 4 (WCS) fuse
4,22,529,1362173.0,Colbourn-Martirosyan-TVT-Walker fuse
4,22,552,1386410.0,Colbourn-Martirosyan-TVT-Walker
4,22,593,1398099.0,"2,2-Restricted SCPHF RE (CL) fuse"
4,22,610,1398605.0,2-Restricted SCPHF RE (CL) fuse
4,22,619,1399111.0,SCPHF Random Extension (CLS) fuse
4,22,658,1399199.0,CPHF IPO 5 (WCS) fuse
4,22,895,1642497.0,"3,3,3-Restricted SCPHF RE (CL) fuse"
4,22,1039,1654641.0,"3,3-Restricted SCPHF RE (CL) fuse"
4,22,1231,1666279.0,"3,2-Restricted SCPHF RE (CL) fuse"
4,22,1247,1666785.0,3-Restricted SCPHF RE (CL) fuse
4,22,1305,1677917.0,"2,2-Restricted SCPHF RE (CL) fuse"
4,22,1380,1678423.0,2-Restricted SCPHF RE (CL) fuse
4,22,1421,1678929.0,SCPHF Random Extension (CLS) fuse
4,22,1461,1679039.0,CPHF Random Extension (CLS) fuse
4,22,2723,1958747.0,SCPHF Random Extension (CLS) fuse
4,22,2806,1958879.0,CPHF Random Extension (CLS) fuse
4,22,2807,2629703.0,Add a factor
4,22,3910,2700543.0,Colbourn-Martirosyan-TVT-Walker fuse
4,22,4669,2712181.0,Colbourn-Martirosyan-TVT-Walker fuse
4,22,4692,2712687.0,Colbourn-Martirosyan-TVT-Walker fuse
4,22,5474,2723819.0,Colbourn-Martirosyan-TVT-Walker fuse
4,22,5566,2724325.0,Colbourn-Martirosyan-TVT-Walker fuse
4,22,5681,2724831.0,Colbourn-Martirosyan-TVT-Walker fuse
4,22,6946,2724897.0,Colbourn-Martirosyan-TVT-Walker fuse
4,22,7248,2772894.0,Colbourn-Martirosyan-TVT-Walker
4,22,10000,2967711.0,Colbourn-Martirosyan-TVT-Walker fuse
5,22,6,5153632.0,Derive from strength 6
5,22,7,6194819.0,Add a symbol
5,22,24,6436341.0,orthogonal array fuse
5,22,26,9765619.0,orthogonal array fuse fuse fuse
5,22,28,14348897.0,orthogonal array fuse fuse fuse fuse fuse
5,22,43,19029163.0,4-Restricted SCPHF RE (CL) fuse
5,22,46,19296837.0,3-Restricted SCPHF RE (CL) fuse
5,22,47,19308475.0,2-Restricted SCPHF RE (CL) fuse
5,22,48,19308981.0,SCPHF Random Extension (CLS) fuse
5,22,51,19309025.0,CPHF IPO 3 (WCS) fuse
5,22,72,25185665.0,"4,4-Restricted SCPHF RE (CL) fuse"
5,22,81,25465483.0,4-Restricted SCPHF RE (CL) fuse
5,22,87,25733157.0,3-Restricted SCPHF RE (CL) fuse
5,22,88,25744795.0,2-Restricted SCPHF RE (CL) fuse
5,22,90,25745301.0,SCPHF Random Extension (CLS) fuse
5,22,107,25745367.0,CPHF IPO 4 (WCS) fuse
5,22,136,31621985.0,"4,4-Restricted SCPHF RE (CL) fuse"
5,22,155,31901803.0,4-Restricted SCPHF RE (CL) fuse
5,22,171,32169477.0,3-Restricted SCPHF RE (CL) fuse
5,22,175,32181115.0,2-Restricted SCPHF RE (CL) fuse
5,22,178,32181621.0,SCPHF Random Extension (CLS) fuse
5,22,181,32181709.0,CPHF Random Extension (CLS) fuse
5,22,228,37778487.0,"4,4,4-Restricted SCPHF RE (CL) fuse"
5,22,259,38058305.0,"4,4-Restricted SCPHF RE (CL) fuse"
5,22,299,38338123.0,4-Restricted SCPHF RE (CL) fuse
5,22,332,38605797.0,3-Restricted SCPHF RE (CL) fuse
5,22,342,38617435.0,2-Restricted SCPHF RE (CL) fuse
5,22,344,38617941.0,SCPHF Random Extension (CLS) fuse
5,22,345,38618051.0,CPHF Random Extension (CLS) fuse
5,22,430,44214807.0,"4,4,4-Restricted SCPHF RE (CL) fuse"
5,22,493,44494625.0,"4,4-Restricted SCPHF RE (CL) fuse"
5,22,564,44774443.0,4-Restricted SCPHF RE (CL) fuse
5,22,648,45042117.0,3-Restricted SCPHF RE (CL) fuse
5,22,654,45053755.0,2-Restricted SCPHF RE (CL) fuse
5,22,656,45054261.0,SCPHF Random Extension (CLS) fuse
5,22,785,50651127.0,"4,4,4-Restricted SCPHF RE (CL) fuse"
5,22,786,71671203.0,Add 1 factors
5,22,787,83705379.0,Add 2 factors
5,22,788,92338487.0,Add 3 factors
5,22,789,94625415.0,Add 4 factors
5,22,790,95653696.0,Add 5 factors
5,22,791,99218525.0,Add 23 factors
5,22,796,99230163.0,Add 23 factors
5,22,799,99241801.0,Add 23 factors
5,22,807,99299991.0,Add 23 factors
5,22,808,99497837.0,Add 23 factors
5,22,809,113079927.0,Add 25 factors
5,22,810,113334927.0,Add 25 factors
5,22,860,121876002.0,Martirosyan-TVT
5,22,986,122155820.0,Martirosyan-TVT
5,22,1009,122435638.0,Martirosyan-TVT variant
5,22,1018,122484256.0,Martirosyan-TVT
5,22,1019,122506476.0,Martirosyan-TVT variant
5,22,1058,122528696.0,Martirosyan-TVT
5,22,1104,123037673.0,Martirosyan-TVT
5,22,1106,123283142.0,Martirosyan-TVT
5,22,2116,128726421.0,"perfect hash family20,2116,23,c fuse"
5,22,2117,128726800.0,"perfect hash family20,2117,24"
5,22,3174,133880431.0,Power CT23^3T17
5,22,3703,134921618.0,Power CT23^3T16
5,22,10000,135162741.0,"perfect hash family21,12167,23,c fuse"
6,22,7,113379904.0,composition
6,22,24,148035887.0,orthogonal array fuse
6,22,26,244140619.0,orthogonal array fuse fuse fuse
6,22,28,387420479.0,orthogonal array fuse fuse fuse fuse fuse
6,22,29,443827801.0,4-Restricted SCPHF RE (CL) fuse
6,22,30,444107113.0,2-Restricted SCPHF RE (CL) fuse
6,22,31,444107619.0,SCPHF Random Extension (CLS) fuse
6,22,34,444107663.0,CPHF IPO 3 (WCS) fuse
6,22,41,579270845.0,"5,5-Restricted SCPHF RE (CL) fuse"
6,22,45,585707165.0,5-Restricted SCPHF RE (CL) fuse
6,22,51,591863667.0,4-Restricted SCPHF RE (CL) fuse
6,22,52,592142979.0,2-Restricted SCPHF RE (CL) fuse
6,22,70,727306711.0,"5,5-Restricted SCPHF RE (CL) fuse"
6,22,78,733743031.0,5-Restricted SCPHF RE (CL) fuse
6,22,85,739899533.0,4-Restricted SCPHF RE (CL) fuse
6,22,87,740167207.0,3-Restricted SCPHF RE (CL) fuse
6,22,106,868906257.0,"5,5,5-Restricted SCPHF RE (CL) fuse"
6,22,119,875342577.0,"5,5-Restricted SCPHF RE (CL) fuse"
6,22,133,881778897.0,5-Restricted SCPHF RE (CL) fuse
6,22,145,887935399.0,4-Restricted SCPHF RE (CL) fuse
6,22,146,888214711.0,2-Restricted SCPHF RE (CL) fuse
6,22,148,888215217.0,SCPHF Random Extension (CLS) fuse
6,22,249,1036251083.0,SCPHF Random Extension (CLS) fuse
6,22,250,1553394941.0,Add 1 factors
6,22,265,1708984219.0,SCPHF Random Extension (CLS) fuse fuse fuse
6,22,266,2226128077.0,Add 1 factors
6,22,529,2368573877.0,"perfect hash family16,529,23,c fuse"
6,22,530,2368574176.0,Power CT23^2+1
6,22,531,2997898102.0,Add 1 factors
6,22,532,3245198386.0,Add 2 factors
6,22,533,3565308792.0,Add 3 factors
6,22,553,3617935692.0,Power CT25^2Arc(3)
6,22,576,3714040424.0,Power CT25^2T1T1
6,22,600,3810145156.0,Power CT25^2T1
6,22,625,3906249619.0,"perfect hash family16,625,25,c fuse fuse fuse"
6,22,626,3906249888.0,Power CT25^2+1
6,22,627,4552679826.0,Add 1 factors
6,22,628,4870233678.0,Add 2 factors
6,22,629,5207491676.0,Add 3 factors
6,22,630,5390068576.0,Add 4 factors
6,22,631,5397169439.0,Add 5 factors
6,22,632,5475897767.0,Add 6 factors
6,22,634,5531099615.0,Add 23 factors
6,22,643,5531355651.0,Add 23 factors
6,22,648,5531400179.0,Add 23 factors
6,22,649,5531668122.0,Add 23 factors
6,22,651,5768888068.0,Power CT27^2Arc(3)
6,22,676,5912167928.0,Power CT27^2T1T1
6,22,702,6055447788.0,Power CT27^2T1
6,22,730,6198727648.0,Power CT27^2+1
6,22,735,6217506492.0,"perfect hash family6,735,249"
6,22,744,6365542538.0,Power N-CT31^2T7
6,22,754,6457729818.0,Power N-CT29^2T3
