"t","v","k","N","Source","generalized","postop","k1","k2","N_gen","N_plain","d_gen","d_plain","arith_tier"
2,19,565,882,"Direct product generalized",TRUE,FALSE,20,29,914,932,-32,-50,"ARITH_OPEN"
2,19,570,883,"Direct product generalized",TRUE,FALSE,20,29,914,932,-31,-49,"ARITH_OPEN"
2,19,576,884,"Direct product generalized",TRUE,FALSE,20,29,914,932,-30,-48,"ARITH_OPEN"
2,19,577,885,"Direct product generalized",TRUE,FALSE,20,29,914,932,-29,-47,"ARITH_OPEN"
2,19,578,886,"Direct product generalized",TRUE,FALSE,20,29,914,932,-28,-46,"ARITH_OPEN"
2,19,580,887,"Direct product generalized",TRUE,FALSE,20,29,914,932,-27,-45,"ARITH_OPEN"
2,19,583,897,"Direct product generalized",TRUE,FALSE,20,30,916,934,-19,-37,"ARITH_OPEN"
2,19,585,898,"Direct product generalized",TRUE,FALSE,20,30,916,934,-18,-36,"ARITH_OPEN"
2,19,586,899,"Direct product generalized",TRUE,FALSE,20,30,916,934,-17,-35,"ARITH_OPEN"
2,19,589,901,"Direct product generalized",TRUE,FALSE,20,30,916,934,-15,-33,"ARITH_OPEN"
2,19,593,902,"Direct product generalized",TRUE,FALSE,20,30,916,934,-14,-32,"ARITH_OPEN"
2,19,596,903,"Direct product generalized",TRUE,FALSE,20,30,916,934,-13,-31,"ARITH_OPEN"
2,19,599,904,"Direct product generalized",TRUE,FALSE,20,30,916,934,-12,-30,"ARITH_OPEN"
2,19,600,907,"Direct product generalized",TRUE,FALSE,20,30,916,934,-9,-27,"ARITH_OPEN"
2,19,603,917,"Direct product generalized",TRUE,FALSE,20,31,918,936,-1,-19,"ARITH_OPEN"
2,19,620,918,"Direct product",FALSE,FALSE,20,31,918,936,0,-18,"ARITHMETIC"
2,19,640,919,"Direct product",FALSE,FALSE,20,32,919,937,0,-18,"ARITHMETIC"
2,19,648,922,"Direct product",FALSE,FALSE,20,33,979,997,-57,-75,"ARITH_OPEN"
2,19,672,924,"Direct product",FALSE,FALSE,20,34,980,998,-56,-74,"ARITH_OPEN"
2,19,678,944,"Direct product generalized",TRUE,FALSE,20,34,980,998,-36,-54,"ARITH_OPEN"
2,19,684,945,"Direct product generalized",TRUE,FALSE,20,35,982,1000,-37,-55,"ARITH_OPEN"
2,19,700,946,"Direct product generalized",TRUE,FALSE,20,35,982,1000,-36,-54,"ARITH_OPEN"
2,19,705,959,"Direct product generalized",TRUE,FALSE,20,36,987,1005,-28,-46,"ARITH_OPEN"
2,19,714,960,"Direct product generalized",TRUE,FALSE,20,36,987,1005,-27,-45,"ARITH_OPEN"
2,19,719,961,"Direct product generalized",TRUE,FALSE,20,36,987,1005,-26,-44,"ARITH_OPEN"
2,19,725,962,"Direct product generalized",TRUE,FALSE,26,28,994,1012,-32,-50,"ARITH_OPEN"
2,19,727,963,"Direct product generalized",TRUE,FALSE,26,28,994,1012,-31,-49,"ARITH_OPEN"
2,19,728,964,"Direct product generalized",TRUE,FALSE,26,28,994,1012,-30,-48,"ARITH_OPEN"
2,19,729,978,"Direct product generalized",TRUE,FALSE,27,27,995,1013,-17,-35,"ARITH_OPEN"
2,19,742,979,"Direct product generalized",TRUE,FALSE,27,28,997,1015,-18,-36,"ARITH_OPEN"
2,19,745,980,"Direct product generalized",TRUE,FALSE,27,28,997,1015,-17,-35,"ARITH_OPEN"
2,19,755,981,"Direct product generalized",TRUE,FALSE,27,28,997,1015,-16,-34,"ARITH_OPEN"
2,19,756,982,"Direct product generalized",TRUE,FALSE,27,28,997,1015,-15,-33,"ARITH_OPEN"
2,19,768,992,"Direct product",FALSE,FALSE,28,28,999,1017,-7,-25,"ARITH_OPEN"
2,19,770,998,"Direct product generalized",TRUE,FALSE,28,28,999,1017,-1,-19,"ARITH_OPEN"
2,19,784,999,"Direct product",FALSE,FALSE,28,28,999,1017,0,-18,"ARITHMETIC"
2,19,900,1014,"Direct product",FALSE,FALSE,20,45,1002,1020,12,-6,"ARITH_OPEN"
2,19,920,1027,"Direct product",FALSE,FALSE,20,46,1015,1033,12,-6,"ARITH_OPEN"
2,19,7980,1062,"Direct product",FALSE,FALSE,20,399,1045,1063,17,-1,"ARITH_OPEN"
2,19,8000,1079,"Direct product",FALSE,FALSE,20,400,1062,1080,17,-1,"ARITH_OPEN"
2,19,9120,1118,"Direct product",FALSE,FALSE,20,456,1118,1136,0,-18,"ARITHMETIC"
2,19,9139,1135,"Direct product generalized",TRUE,FALSE,20,457,1135,1153,0,-18,"ARITH_INFERRED"
2,19,9600,1153,"Direct product",FALSE,FALSE,20,480,1136,1154,17,-1,"ARITH_OPEN"
2,19,10014,1168,"Direct product generalized",TRUE,FALSE,20,501,1168,1186,0,-18,"ARITH_INFERRED"
2,19,10052,1169,"Direct product generalized",TRUE,FALSE,20,503,1169,1187,0,-18,"ARITH_INFERRED"
2,19,10091,1171,"Direct product generalized",TRUE,FALSE,20,505,1171,1189,0,-18,"ARITH_INFERRED"
2,19,10168,1172,"Direct product generalized",TRUE,FALSE,20,509,1172,1190,0,-18,"ARITH_INFERRED"
2,19,10225,1173,"Direct product generalized",TRUE,FALSE,20,512,1173,1191,0,-18,"ARITH_INFERRED"
2,19,10320,1174,"Direct product generalized",TRUE,FALSE,20,516,1174,1192,0,-18,"ARITH_INFERRED"
2,19,10359,1175,"Direct product generalized",TRUE,FALSE,20,518,1175,1193,0,-18,"ARITH_INFERRED"
2,19,10378,1176,"Direct product generalized",TRUE,FALSE,20,519,1175,1193,1,-17,"ARITH_OPEN"
2,19,10379,1177,"Direct product generalized",TRUE,FALSE,20,519,1175,1193,2,-16,"ARITH_OPEN"
2,19,10412,1187,"Direct product generalized",TRUE,FALSE,20,521,1187,1205,0,-18,"ARITH_INFERRED"
2,19,10431,1188,"Direct product generalized",TRUE,FALSE,20,522,1188,1206,0,-18,"ARITH_INFERRED"
2,19,10469,1190,"Direct product generalized",TRUE,FALSE,20,524,1190,1208,0,-18,"ARITH_INFERRED"
2,19,10944,1191,"Direct product",FALSE,FALSE,20,548,1193,1211,-2,-20,"ARITH_OPEN"
2,19,11172,1193,"Direct product",FALSE,FALSE,20,559,1193,1211,0,-18,"ARITHMETIC"
2,19,11418,1213,"Direct product generalized",TRUE,FALSE,20,571,1226,1244,-13,-31,"ARITH_OPEN"
2,19,11500,1214,"Direct product generalized",TRUE,FALSE,20,575,1226,1244,-12,-30,"ARITH_OPEN"
2,19,11520,1227,"Direct product",FALSE,FALSE,20,576,1226,1244,1,-17,"ARITH_OPEN"
2,19,11534,1228,"Direct product generalized",TRUE,FALSE,20,577,1227,1245,1,-17,"ARITH_OPEN"
2,19,11719,1229,"Direct product generalized",TRUE,FALSE,20,586,1241,1259,-12,-30,"ARITH_OPEN"
2,19,11831,1230,"Direct product generalized",TRUE,FALSE,20,592,1244,1262,-14,-32,"ARITH_OPEN"
2,19,12000,1231,"Direct product",FALSE,FALSE,20,600,1249,1267,-18,-36,"ARITH_OPEN"
2,19,12020,1233,"Direct product generalized",TRUE,FALSE,20,601,1259,1277,-26,-44,"ARITH_OPEN"
2,19,12038,1238,"Direct product generalized",TRUE,FALSE,20,602,1259,1277,-21,-39,"ARITH_OPEN"
2,19,12067,1245,"Direct product generalized",TRUE,FALSE,20,604,1260,1278,-15,-33,"ARITH_OPEN"
2,19,12128,1246,"Direct product generalized",TRUE,FALSE,20,607,1260,1278,-14,-32,"ARITH_OPEN"
2,19,12158,1247,"Direct product generalized",TRUE,FALSE,20,608,1260,1278,-13,-31,"ARITH_OPEN"
2,19,12256,1248,"Direct product generalized",TRUE,FALSE,20,613,1260,1278,-12,-30,"ARITH_OPEN"
2,19,12318,1249,"Direct product generalized",TRUE,FALSE,20,616,1260,1278,-11,-29,"ARITH_OPEN"
2,19,12346,1250,"Direct product generalized",TRUE,FALSE,20,618,1260,1278,-10,-28,"ARITH_OPEN"
2,19,12480,1251,"Direct product generalized",TRUE,FALSE,20,624,1261,1279,-10,-28,"ARITH_OPEN"
2,19,12500,1252,"Direct product generalized",TRUE,FALSE,20,625,1261,1279,-9,-27,"ARITH_OPEN"
2,19,12539,1253,"Direct product generalized",TRUE,FALSE,20,627,1261,1279,-8,-26,"ARITH_OPEN"
2,19,12542,1254,"Direct product generalized",TRUE,FALSE,20,628,1261,1279,-7,-25,"ARITH_OPEN"
2,19,12560,1255,"Direct product generalized",TRUE,FALSE,20,628,1261,1279,-6,-24,"ARITH_OPEN"
2,19,12564,1257,"Direct product generalized",TRUE,FALSE,20,629,1261,1279,-4,-22,"ARITH_OPEN"
2,19,12580,1258,"Direct product generalized",TRUE,FALSE,20,629,1261,1279,-3,-21,"ARITH_OPEN"
2,19,12581,1259,"Direct product generalized",TRUE,FALSE,20,630,1261,1279,-2,-20,"ARITH_OPEN"
2,19,12583,1260,"Direct product generalized",TRUE,FALSE,20,630,1261,1279,-1,-19,"ARITH_OPEN"
2,19,12768,1261,"Direct product",FALSE,FALSE,20,639,1261,1279,0,-18,"ARITHMETIC"
2,19,15552,1338,"Direct product",FALSE,FALSE,20,778,1341,1359,-3,-21,"ARITH_OPEN"
2,19,16128,1341,"Direct product",FALSE,FALSE,19,849,1344,1362,-3,-21,"ARITH_OPEN"
2,19,17955,1356,"Direct product",FALSE,FALSE,45,399,1344,1362,12,-6,"ARITH_OPEN"
2,19,18354,1369,"Direct product",FALSE,FALSE,46,399,1357,1375,12,-6,"ARITH_OPEN"
2,19,20000,1387,"Direct product",FALSE,FALSE,3,6667,1387,1405,0,-18,"ARITHMETIC"
2,20,130,836,"Direct product",FALSE,FALSE,10,13,836,855,0,-19,"ARITHMETIC"
2,20,169,838,"Direct product",FALSE,FALSE,13,13,838,857,0,-19,"ARITHMETIC"
2,20,182,843,"Direct product",FALSE,FALSE,13,14,843,862,0,-19,"ARITHMETIC"
2,20,208,844,"Direct product",FALSE,FALSE,13,16,844,863,0,-19,"ARITHMETIC"
2,20,224,849,"Direct product",FALSE,FALSE,14,16,849,868,0,-19,"ARITHMETIC"
2,20,256,850,"Direct product",FALSE,FALSE,16,16,850,869,0,-19,"ARITHMETIC"
2,20,272,855,"Direct product",FALSE,FALSE,16,17,855,874,0,-19,"ARITHMETIC"
2,20,288,858,"Direct product",FALSE,FALSE,16,18,858,877,0,-19,"ARITHMETIC"
2,20,289,860,"Direct product",FALSE,FALSE,17,17,860,879,0,-19,"ARITHMETIC"
2,20,304,862,"Direct product",FALSE,FALSE,16,19,862,881,0,-19,"ARITHMETIC"
2,20,306,863,"Direct product",FALSE,FALSE,17,18,863,882,0,-19,"ARITHMETIC"
2,20,324,866,"Direct product",FALSE,FALSE,18,18,866,885,0,-19,"ARITHMETIC"
2,20,342,870,"Direct product",FALSE,FALSE,18,19,870,889,0,-19,"ARITHMETIC"
2,20,384,874,"Direct product",FALSE,FALSE,20,20,882,901,-8,-27,"ARITH_OPEN"
2,20,385,878,"Direct product generalized",TRUE,FALSE,20,20,882,901,-4,-23,"ARITH_OPEN"
2,20,408,879,"Direct product",FALSE,FALSE,17,24,926,945,-47,-66,"ARITH_OPEN"
2,20,409,881,"Direct product generalized",TRUE,FALSE,18,23,929,948,-48,-67,"ARITH_OPEN"
2,20,432,882,"Direct product",FALSE,FALSE,18,24,929,948,-47,-66,"ARITH_OPEN"
2,20,433,885,"Direct product generalized",TRUE,FALSE,19,23,933,952,-48,-67,"ARITH_OPEN"
2,20,456,886,"Direct product",FALSE,FALSE,19,24,933,952,-47,-66,"ARITH_OPEN"
2,20,457,889,"Direct product generalized",TRUE,FALSE,20,23,937,956,-48,-67,"ARITH_OPEN"
2,20,480,890,"Direct product",FALSE,FALSE,20,24,937,956,-47,-66,"ARITH_OPEN"
2,20,500,911,"Direct product generalized",TRUE,FALSE,20,25,943,962,-32,-51,"ARITH_OPEN"
2,20,502,926,"Direct product generalized",TRUE,FALSE,19,27,947,966,-21,-40,"ARITH_OPEN"
2,20,506,927,"Direct product generalized",TRUE,FALSE,19,27,947,966,-20,-39,"ARITH_OPEN"
2,20,512,928,"Direct product generalized",TRUE,FALSE,19,27,947,966,-19,-38,"ARITH_OPEN"
2,20,516,929,"Direct product generalized",TRUE,FALSE,20,26,948,967,-19,-38,"ARITH_OPEN"
2,20,518,930,"Direct product generalized",TRUE,FALSE,20,26,948,967,-18,-37,"ARITH_OPEN"
2,20,519,931,"Direct product generalized",TRUE,FALSE,20,26,948,967,-17,-36,"ARITH_OPEN"
2,20,520,932,"Direct product generalized",TRUE,FALSE,20,26,948,967,-16,-35,"ARITH_OPEN"
2,20,528,943,"Direct product",FALSE,FALSE,20,27,951,970,-8,-27,"ARITH_OPEN"
2,20,533,944,"Direct product generalized",TRUE,FALSE,20,27,951,970,-7,-26,"ARITH_OPEN"
2,20,552,945,"Direct product",FALSE,FALSE,23,24,992,1011,-47,-66,"ARITH_OPEN"
2,20,553,948,"Direct product generalized",TRUE,FALSE,24,24,992,1011,-44,-63,"ARITH_OPEN"
2,20,576,949,"Direct product",FALSE,FALSE,24,24,992,1011,-43,-62,"ARITH_OPEN"
2,20,600,951,"Direct product",FALSE,FALSE,24,25,998,1017,-47,-66,"ARITH_OPEN"
2,20,601,954,"Direct product generalized",TRUE,FALSE,24,26,1003,1022,-49,-68,"ARITH_OPEN"
2,20,624,955,"Direct product",FALSE,FALSE,24,26,1003,1022,-48,-67,"ARITH_OPEN"
2,20,625,957,"Direct product generalized",TRUE,FALSE,25,25,1004,1023,-47,-66,"ARITH_OPEN"
2,20,648,958,"Direct product",FALSE,FALSE,24,27,1006,1025,-48,-67,"ARITH_OPEN"
2,20,653,977,"Direct product generalized",TRUE,FALSE,25,27,1012,1031,-35,-54,"ARITH_OPEN"
2,20,659,979,"Direct product generalized",TRUE,FALSE,25,27,1012,1031,-33,-52,"ARITH_OPEN"
2,20,675,980,"Direct product generalized",TRUE,FALSE,25,27,1012,1031,-32,-51,"ARITH_OPEN"
2,20,682,994,"Direct product generalized",TRUE,FALSE,26,27,1017,1036,-23,-42,"ARITH_OPEN"
2,20,687,995,"Direct product generalized",TRUE,FALSE,26,27,1017,1036,-22,-41,"ARITH_OPEN"
2,20,693,996,"Direct product generalized",TRUE,FALSE,26,27,1017,1036,-21,-40,"ARITH_OPEN"
2,20,698,997,"Direct product generalized",TRUE,FALSE,26,27,1017,1036,-20,-39,"ARITH_OPEN"
2,20,700,998,"Direct product generalized",TRUE,FALSE,26,27,1017,1036,-19,-38,"ARITH_OPEN"
2,20,701,999,"Direct product generalized",TRUE,FALSE,26,27,1017,1036,-18,-37,"ARITH_OPEN"
2,20,702,1000,"Direct product generalized",TRUE,FALSE,26,27,1017,1036,-17,-36,"ARITH_OPEN"
2,20,713,1013,"Direct product generalized",TRUE,FALSE,27,27,1020,1039,-7,-26,"ARITH_OPEN"
2,20,715,1014,"Direct product generalized",TRUE,FALSE,27,27,1020,1039,-6,-25,"ARITH_OPEN"
2,20,729,1017,"Direct product generalized",TRUE,FALSE,27,27,1020,1039,-3,-22,"ARITH_OPEN"
2,20,741,1020,"Direct product generalized",TRUE,FALSE,24,31,1078,1097,-58,-77,"ARITH_OPEN"
2,20,745,1026,"Direct product generalized",TRUE,FALSE,25,30,1082,1101,-56,-75,"ARITH_OPEN"
2,20,749,1029,"Direct product generalized",TRUE,FALSE,25,30,1082,1101,-53,-72,"ARITH_OPEN"
2,20,753,1030,"Direct product generalized",TRUE,FALSE,25,31,1084,1103,-54,-73,"ARITH_OPEN"
2,20,757,1032,"Direct product generalized",TRUE,FALSE,25,31,1084,1103,-52,-71,"ARITH_OPEN"
2,20,760,1046,"Direct product generalized",TRUE,FALSE,25,31,1084,1103,-38,-57,"ARITH_OPEN"
2,20,764,1049,"Direct product generalized",TRUE,FALSE,25,31,1084,1103,-35,-54,"ARITH_OPEN"
2,20,766,1050,"Direct product generalized",TRUE,FALSE,25,31,1084,1103,-34,-53,"ARITH_OPEN"
2,20,768,1051,"Direct product generalized",TRUE,FALSE,25,31,1084,1103,-33,-52,"ARITH_OPEN"
2,20,775,1052,"Direct product generalized",TRUE,FALSE,25,31,1084,1103,-32,-51,"ARITH_OPEN"
2,20,777,1054,"Direct product generalized",TRUE,FALSE,26,30,1087,1106,-33,-52,"ARITH_OPEN"
2,20,780,1055,"Direct product generalized",TRUE,FALSE,26,30,1087,1106,-32,-51,"ARITH_OPEN"
2,20,781,1056,"Direct product generalized",TRUE,FALSE,26,31,1089,1108,-33,-52,"ARITH_OPEN"
2,20,783,1057,"Direct product generalized",TRUE,FALSE,26,31,1089,1108,-32,-51,"ARITH_OPEN"
2,20,787,1067,"Direct product generalized",TRUE,FALSE,26,31,1089,1108,-22,-41,"ARITH_OPEN"
2,20,795,1068,"Direct product generalized",TRUE,FALSE,26,31,1089,1108,-21,-40,"ARITH_OPEN"
2,20,801,1069,"Direct product generalized",TRUE,FALSE,26,31,1089,1108,-20,-39,"ARITH_OPEN"
2,20,804,1070,"Direct product generalized",TRUE,FALSE,26,31,1089,1108,-19,-38,"ARITH_OPEN"
2,20,805,1071,"Direct product generalized",TRUE,FALSE,26,31,1089,1108,-18,-37,"ARITH_OPEN"
2,20,806,1072,"Direct product generalized",TRUE,FALSE,26,31,1089,1108,-17,-36,"ARITH_OPEN"
2,20,808,1075,"Direct product generalized",TRUE,FALSE,27,30,1090,1109,-15,-34,"ARITH_OPEN"
2,20,810,1076,"Direct product generalized",TRUE,FALSE,27,30,1090,1109,-14,-33,"ARITH_OPEN"
2,20,823,1087,"Direct product generalized",TRUE,FALSE,27,31,1092,1111,-5,-24,"ARITH_OPEN"
2,20,837,1089,"Direct product generalized",TRUE,FALSE,27,31,1092,1111,-3,-22,"ARITH_OPEN"
2,20,849,1092,"Direct product generalized",TRUE,FALSE,25,34,1155,1174,-63,-82,"ARITH_OPEN"
2,20,852,1099,"Direct product generalized",TRUE,FALSE,25,35,1158,1177,-59,-78,"ARITH_OPEN"
2,20,856,1100,"Direct product generalized",TRUE,FALSE,25,35,1158,1177,-58,-77,"ARITH_OPEN"
2,20,860,1102,"Direct product generalized",TRUE,FALSE,25,35,1158,1177,-56,-75,"ARITH_OPEN"
2,20,864,1104,"Direct product generalized",TRUE,FALSE,25,35,1158,1177,-54,-73,"ARITH_OPEN"
2,20,867,1105,"Direct product generalized",TRUE,FALSE,25,35,1158,1177,-53,-72,"ARITH_OPEN"
2,20,871,1108,"Direct product generalized",TRUE,FALSE,25,35,1158,1177,-50,-69,"ARITH_OPEN"
2,20,875,1119,"Direct product generalized",TRUE,FALSE,25,35,1158,1177,-39,-58,"ARITH_OPEN"
2,20,878,1120,"Direct product generalized",TRUE,FALSE,26,34,1160,1179,-40,-59,"ARITH_OPEN"
2,20,881,1122,"Direct product generalized",TRUE,FALSE,26,34,1160,1179,-38,-57,"ARITH_OPEN"
2,20,888,1123,"Direct product",FALSE,FALSE,30,30,1160,1179,-37,-56,"ARITH_OPEN"
2,20,891,1126,"Direct product generalized",TRUE,FALSE,30,30,1160,1179,-34,-53,"ARITH_OPEN"
2,20,896,1127,"Direct product generalized",TRUE,FALSE,30,30,1160,1179,-33,-52,"ARITH_OPEN"
2,20,897,1128,"Direct product generalized",TRUE,FALSE,30,30,1160,1179,-32,-51,"ARITH_OPEN"
2,20,899,1129,"Direct product generalized",TRUE,FALSE,30,30,1160,1179,-31,-50,"ARITH_OPEN"
2,20,903,1139,"Direct product generalized",TRUE,FALSE,30,31,1162,1181,-23,-42,"ARITH_OPEN"
2,20,909,1144,"Direct product generalized",TRUE,FALSE,30,31,1162,1181,-18,-37,"ARITH_OPEN"
2,20,925,1145,"Direct product generalized",TRUE,FALSE,30,31,1162,1181,-17,-36,"ARITH_OPEN"
2,20,928,1147,"Direct product generalized",TRUE,FALSE,30,31,1162,1181,-15,-34,"ARITH_OPEN"
2,20,930,1148,"Direct product generalized",TRUE,FALSE,30,31,1162,1181,-14,-33,"ARITH_OPEN"
2,20,934,1155,"Direct product generalized",TRUE,FALSE,31,31,1164,1183,-9,-28,"ARITH_OPEN"
2,20,938,1156,"Direct product generalized",TRUE,FALSE,31,31,1164,1183,-8,-27,"ARITH_OPEN"
2,20,941,1157,"Direct product generalized",TRUE,FALSE,31,31,1164,1183,-7,-26,"ARITH_OPEN"
2,20,942,1158,"Direct product generalized",TRUE,FALSE,31,31,1164,1183,-6,-25,"ARITH_OPEN"
2,20,946,1159,"Direct product generalized",TRUE,FALSE,31,31,1164,1183,-5,-24,"ARITH_OPEN"
2,20,949,1160,"Direct product generalized",TRUE,FALSE,31,31,1164,1183,-4,-23,"ARITH_OPEN"
2,20,954,1161,"Direct product generalized",TRUE,FALSE,31,31,1164,1183,-3,-22,"ARITH_OPEN"
2,20,958,1162,"Direct product generalized",TRUE,FALSE,31,31,1164,1183,-2,-21,"ARITH_OPEN"
2,20,960,1163,"Direct product generalized",TRUE,FALSE,31,31,1164,1183,-1,-20,"ARITH_OPEN"
2,20,963,1164,"Direct product generalized",TRUE,FALSE,27,36,1179,1198,-15,-34,"ARITH_OPEN"
2,20,974,1165,"Direct product generalized",TRUE,FALSE,27,37,1185,1204,-20,-39,"ARITH_OPEN"
2,20,975,1167,"Direct product generalized",TRUE,FALSE,27,37,1185,1204,-18,-37,"ARITH_OPEN"
2,20,978,1168,"Direct product generalized",TRUE,FALSE,27,37,1185,1204,-17,-36,"ARITH_OPEN"
2,20,989,1176,"Direct product generalized",TRUE,FALSE,27,37,1185,1204,-9,-28,"ARITH_OPEN"
2,20,992,1179,"Direct product generalized",TRUE,FALSE,27,37,1185,1204,-6,-25,"ARITH_OPEN"
2,20,993,1180,"Direct product generalized",TRUE,FALSE,27,37,1185,1204,-5,-24,"ARITH_OPEN"
2,20,1015,1182,"Direct product generalized",TRUE,FALSE,27,38,1207,1226,-25,-44,"ARITH_OPEN"
2,20,1016,1185,"Direct product generalized",TRUE,FALSE,27,38,1207,1226,-22,-41,"ARITH_OPEN"
2,20,1028,1190,"Direct product generalized",TRUE,FALSE,6,172,1223,1242,-33,-52,"ARITH_OPEN"
2,20,1040,1194,"Direct product generalized",TRUE,FALSE,6,174,1223,1242,-29,-48,"ARITH_OPEN"
2,20,1046,1199,"Direct product generalized",TRUE,FALSE,6,175,1223,1242,-24,-43,"ARITH_OPEN"
2,20,1066,1207,"Direct product generalized",TRUE,FALSE,6,178,1223,1242,-16,-35,"ARITH_OPEN"
2,20,1082,1210,"Direct product generalized",TRUE,FALSE,6,181,1223,1242,-13,-32,"ARITH_OPEN"
2,20,1128,1212,"Direct product",FALSE,FALSE,6,188,1224,1243,-12,-31,"ARITH_OPEN"
2,20,1130,1216,"Direct product generalized",TRUE,FALSE,6,189,1224,1243,-8,-27,"ARITH_OPEN"
2,20,1176,1217,"Direct product",FALSE,FALSE,6,196,1224,1243,-7,-26,"ARITH_OPEN"
2,20,2197,1247,"Direct product",FALSE,FALSE,13,169,1247,1266,0,-19,"ARITHMETIC"
2,20,2366,1252,"Direct product",FALSE,FALSE,13,182,1252,1271,0,-19,"ARITHMETIC"
2,20,2704,1253,"Direct product",FALSE,FALSE,13,208,1253,1272,0,-19,"ARITHMETIC"
2,20,2912,1258,"Direct product",FALSE,FALSE,13,224,1258,1277,0,-19,"ARITHMETIC"
2,20,3328,1259,"Direct product",FALSE,FALSE,13,256,1259,1278,0,-19,"ARITHMETIC"
2,20,3584,1264,"Direct product",FALSE,FALSE,14,256,1264,1283,0,-19,"ARITHMETIC"
2,20,4096,1265,"Direct product",FALSE,FALSE,16,256,1265,1284,0,-19,"ARITHMETIC"
2,20,4352,1270,"Direct product",FALSE,FALSE,16,272,1270,1289,0,-19,"ARITHMETIC"
2,20,4608,1273,"Direct product",FALSE,FALSE,16,288,1273,1292,0,-19,"ARITHMETIC"
2,20,4624,1275,"Direct product",FALSE,FALSE,16,289,1275,1294,0,-19,"ARITHMETIC"
2,20,4864,1277,"Direct product",FALSE,FALSE,16,304,1277,1296,0,-19,"ARITHMETIC"
2,20,4896,1278,"Direct product",FALSE,FALSE,16,306,1278,1297,0,-19,"ARITHMETIC"
2,20,4913,1280,"Direct product",FALSE,FALSE,17,289,1280,1299,0,-19,"ARITHMETIC"
2,20,5184,1281,"Direct product",FALSE,FALSE,16,324,1281,1300,0,-19,"ARITHMETIC"
2,20,5202,1283,"Direct product",FALSE,FALSE,17,306,1283,1302,0,-19,"ARITHMETIC"
2,20,5472,1285,"Direct product",FALSE,FALSE,16,342,1285,1304,0,-19,"ARITHMETIC"
2,20,5508,1286,"Direct product",FALSE,FALSE,17,324,1286,1305,0,-19,"ARITHMETIC"
2,20,6144,1289,"Direct product",FALSE,FALSE,16,384,1289,1308,0,-19,"ARITHMETIC"
2,20,6160,1293,"Direct product",FALSE,FALSE,16,385,1293,1312,0,-19,"ARITHMETIC"
2,20,6528,1294,"Direct product",FALSE,FALSE,16,408,1294,1313,0,-19,"ARITHMETIC"
2,20,6544,1296,"Direct product",FALSE,FALSE,16,409,1296,1315,0,-19,"ARITHMETIC"
2,20,6912,1297,"Direct product",FALSE,FALSE,16,432,1297,1316,0,-19,"ARITHMETIC"
2,20,6936,1299,"Direct product",FALSE,FALSE,17,408,1299,1318,0,-19,"ARITHMETIC"
2,20,7296,1301,"Direct product",FALSE,FALSE,16,456,1301,1320,0,-19,"ARITHMETIC"
2,20,7344,1302,"Direct product",FALSE,FALSE,17,432,1302,1321,0,-19,"ARITHMETIC"
2,20,7362,1304,"Direct product",FALSE,FALSE,18,409,1304,1323,0,-19,"ARITHMETIC"
2,20,7776,1305,"Direct product",FALSE,FALSE,18,432,1305,1324,0,-19,"ARITHMETIC"
2,20,7794,1308,"Direct product",FALSE,FALSE,18,433,1308,1327,0,-19,"ARITHMETIC"
2,20,8208,1309,"Direct product",FALSE,FALSE,18,456,1309,1328,0,-19,"ARITHMETIC"
2,20,8880,1312,"Direct product",FALSE,FALSE,19,468,1317,1336,-5,-24,"ARITH_OPEN"
2,20,9200,1315,"Direct product generalized",TRUE,FALSE,20,460,1321,1340,-6,-25,"ARITH_OPEN"
2,20,9432,1317,"Direct product",FALSE,FALSE,20,472,1321,1340,-4,-23,"ARITH_OPEN"
2,20,9455,1319,"Direct product generalized",TRUE,FALSE,20,473,1321,1340,-2,-21,"ARITH_OPEN"
2,20,9984,1320,"Direct product",FALSE,FALSE,20,500,1342,1361,-22,-41,"ARITH_OPEN"
2,20,10350,1323,"Direct product generalized",TRUE,FALSE,20,518,1361,1380,-38,-57,"ARITH_OPEN"
2,20,10536,1324,"Direct product",FALSE,FALSE,24,439,1372,1391,-48,-67,"ARITH_OPEN"
2,20,10925,1327,"Direct product generalized",TRUE,FALSE,24,456,1372,1391,-45,-64,"ARITH_OPEN"
2,20,11088,1328,"Direct product",FALSE,FALSE,24,462,1376,1395,-48,-67,"ARITH_OPEN"
2,20,11500,1331,"Direct product generalized",TRUE,FALSE,24,480,1376,1395,-45,-64,"ARITH_OPEN"
2,20,11520,1347,"Direct product",FALSE,FALSE,24,480,1376,1395,-29,-48,"ARITH_OPEN"
2,20,11616,1349,"Direct product",FALSE,FALSE,18,646,1381,1400,-32,-51,"ARITH_OPEN"
2,20,12000,1350,"Direct product",FALSE,FALSE,20,600,1382,1401,-32,-51,"ARITH_OPEN"
2,20,12020,1351,"Direct product generalized",TRUE,FALSE,19,633,1385,1404,-34,-53,"ARITH_OPEN"
2,20,12027,1367,"Direct product generalized",TRUE,FALSE,19,633,1385,1404,-18,-37,"ARITH_OPEN"
2,20,12115,1368,"Direct product generalized",TRUE,FALSE,19,638,1385,1404,-17,-36,"ARITH_OPEN"
2,20,12207,1369,"Direct product generalized",TRUE,FALSE,19,643,1385,1404,-16,-35,"ARITH_OPEN"
2,20,12480,1370,"Direct product generalized",TRUE,FALSE,20,624,1386,1405,-16,-35,"ARITH_OPEN"
