"family","t","v","k","N","Source","m","base_tag","N_pred","tier"
"fuse",5,12,156,2227535,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",2227535,"ARITHMETIC"
"fuse",5,12,157,2227691,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",2227691,"ARITHMETIC"
"fuse",5,12,188,2227751,"CPHF IPO 6 (WCS) fuse",1,"CPHF IPO 6 (WCS)",2227751,"ARITHMETIC"
"fuse",5,12,209,2541875,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",2541875,"ARITHMETIC"
"fuse",5,12,237,2570423,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",2570423,"ARITHMETIC"
"fuse",5,12,261,2596787,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",2596787,"ARITHMETIC"
"fuse",5,12,271,2598815,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",2598815,"ARITHMETIC"
"fuse",5,12,272,2598971,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",2598971,"ARITHMETIC"
"fuse",5,12,324,2884607,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",2884607,"ARITHMETIC"
"fuse",5,12,349,2913155,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",2913155,"ARITHMETIC"
"fuse",5,12,379,2941703,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",2941703,"ARITHMETIC"
"fuse",5,12,442,2968067,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",2968067,"ARITHMETIC"
"fuse",5,12,450,2970095,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",2970095,"ARITHMETIC"
"fuse",5,12,452,2970251,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",2970251,"ARITHMETIC"
"fuse",5,12,454,2970335,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",2970335,"ARITHMETIC"
"fuse",5,12,523,3255887,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",3255887,"ARITHMETIC"
"fuse",5,12,567,3284435,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",3284435,"ARITHMETIC"
"fuse",5,12,653,3312983,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",3312983,"ARITHMETIC"
"fuse",5,12,750,3339347,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",3339347,"ARITHMETIC"
"fuse",5,12,764,3341375,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",3341375,"ARITHMETIC"
"fuse",5,12,767,3341531,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",3341531,"ARITHMETIC"
"fuse",6,12,14,4826807,"orthogonal array fuse",1,"orthogonal array",4826807,"ARITHMETIC"
"fuse",6,12,15,8225568,"extended OA (Colbourn) special fuse",1,"extended OA (Colbourn) special",9253762,"ARITH_OPEN"
"fuse",6,12,16,9651419,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",9651419,"ARITHMETIC"
"fuse",6,12,20,14109119,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",14109119,"ARITHMETIC"
"fuse",6,12,22,14451851,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",14451851,"ARITHMETIC"
"fuse",6,12,23,14480399,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",14480399,"ARITHMETIC"
"fuse",6,12,25,14480423,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",14480423,"ARITHMETIC"
"fuse",6,12,29,18564635,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",18564635,"ARITHMETIC"
"fuse",6,12,30,18935915,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",18935915,"ARITHMETIC"
"fuse",6,12,33,19278647,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",19278647,"ARITHMETIC"
"fuse",6,12,34,19307039,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",19307039,"ARITHMETIC"
"fuse",6,12,39,19307231,"CPHF IPO 4 (WCS) fuse",1,"CPHF IPO 4 (WCS)",19307231,"ARITHMETIC"
"fuse",6,12,41,23391431,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",23391431,"ARITHMETIC"
"fuse",6,12,49,23762711,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",23762711,"ARITHMETIC"
"fuse",6,12,51,24105443,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",24105443,"ARITHMETIC"
"fuse",6,12,52,24131807,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",24131807,"ARITHMETIC"
"fuse",6,12,53,24133835,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",24133835,"ARITHMETIC"
"fuse",6,12,54,24133991,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",24133991,"ARITHMETIC"
"fuse",6,12,56,24134039,"CPHF IPO 5 (WCS) fuse",1,"CPHF IPO 5 (WCS)",24134039,"ARITHMETIC"
"fuse",6,12,59,27846947,"5,5,5-Restricted SCPHF RE (CL) fuse",1,"5,5,5-Restricted SCPHF RE (CL)",27846947,"ARITHMETIC"
"fuse",6,12,65,28218227,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",28218227,"ARITHMETIC"
"fuse",6,12,71,28589507,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",28589507,"ARITHMETIC"
"fuse",6,12,77,28932239,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",28932239,"ARITHMETIC"
"fuse",6,12,81,28958603,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",28958603,"ARITHMETIC"
"fuse",6,12,82,28960847,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",28960847,"ARITHMETIC"
"fuse",6,12,91,32673743,"5,5,5-Restricted SCPHF RE (CL) fuse",1,"5,5,5-Restricted SCPHF RE (CL)",32673743,"ARITHMETIC"
"fuse",6,12,102,33045023,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",33045023,"ARITHMETIC"
"fuse",6,12,111,33416303,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",33416303,"ARITHMETIC"
"fuse",6,12,121,33759035,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",33759035,"ARITHMETIC"
"fuse",6,12,124,33785399,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",33785399,"ARITHMETIC"
"fuse",6,12,200,38614379,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",38614379,"ARITHMETIC"
"fuse",6,12,202,38614463,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",38614463,"ARITHMETIC"
"fuse",6,12,250,43441175,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",43441175,"ARITHMETIC"
"fuse",3,13,243,8170,"SCPHF LFSR (TJ-IM) fuse fuse fuse",3,"SCPHF LFSR (TJ-IM)",8170,"ARITHMETIC"
"fuse",3,13,273,8185,"Raaphorst-Moura-Stevens fuse fuse fuse",3,"Raaphorst-Moura-Stevens",8185,"ARITHMETIC"
"fuse",3,14,243,8172,"SCPHF LFSR (TJ-IM) fuse fuse",2,"SCPHF LFSR (TJ-IM)",8172,"ARITHMETIC"
"fuse",3,14,273,8187,"Raaphorst-Moura-Stevens fuse fuse",2,"Raaphorst-Moura-Stevens",8187,"ARITHMETIC"
"fuse",3,14,275,9803,"SCPHF LFSR (TJ-IM) fuse fuse fuse",3,"SCPHF LFSR (TJ-IM)",9803,"ARITHMETIC"
"fuse",3,14,307,9819,"Raaphorst-Moura-Stevens fuse fuse fuse",3,"Raaphorst-Moura-Stevens",9819,"ARITHMETIC"
"fuse",3,14,340,12282,"CPHF Sim Annealing (TJ-IM) fuse fuse",2,"CPHF Sim Annealing (TJ-IM)",12282,"ARITHMETIC"
"fuse",3,14,1184,16332,"Restricted CPHF Ext  4( 0, 4) WCS fuse fuse",2,"Restricted CPHF Ext  4( 0, 4) WCS",16332,"ARITHMETIC"
"fuse",3,14,1190,16347,"Restricted CPHF Ext  4( 0, 3) WCS fuse fuse",2,"Restricted CPHF Ext  4( 0, 3) WCS",16347,"ARITHMETIC"
"fuse",3,14,1193,16362,"Restricted CPHF Ext  4( 0, 2) WCS fuse fuse",2,"Restricted CPHF Ext  4( 0, 2) WCS",16362,"ARITHMETIC"
"fuse",3,14,1205,16377,"Restricted CPHF Ext  4( 0, 0) WCS fuse fuse",2,"Restricted CPHF Ext  4( 0, 0) WCS",16377,"ARITHMETIC"
"fuse",3,14,4370,19481,"Cohen-Colbourn-Ling fuse fuse",2,"Cohen-Colbourn-Ling",19481,"ARITHMETIC"
"fuse",3,14,4591,19664,"Cohen-Colbourn-Ling fuse",1,"Cohen-Colbourn-Ling",19664,"ARITHMETIC"
"fuse",3,14,4642,19680,"Cohen-Colbourn-Ling fuse",1,"Cohen-Colbourn-Ling",19680,"ARITHMETIC"
"fuse",3,14,4914,19952,"Cohen-Colbourn-Ling fuse",1,"Cohen-Colbourn-Ling",19952,"ARITHMETIC"
"fuse",3,14,4918,20472,"Restricted CPHF Ext  5( 0, 0) WCS fuse fuse",2,"Restricted CPHF Ext  5( 0, 0) WCS",20472,"ARITHMETIC"
"fuse",3,14,5220,21344,"Cohen-Colbourn-Ling fuse",1,"Cohen-Colbourn-Ling",21344,"ARITHMETIC"
"fuse",3,14,6677,23532,"Restricted CPHF Ext  6( 4, 6) WCS fuse fuse",2,"Restricted CPHF Ext  6( 4, 6) WCS",23532,"ARITHMETIC"
"fuse",3,14,7254,23547,"Restricted CPHF Ext  6( 4, 5) WCS fuse fuse",2,"Restricted CPHF Ext  6( 4, 5) WCS",23547,"ARITHMETIC"
"fuse",3,14,9132,23772,"Restricted CPHF Ext  6( 3, 6) WCS fuse fuse",2,"Restricted CPHF Ext  6( 3, 6) WCS",23772,"ARITHMETIC"
"fuse",3,14,9204,23787,"Restricted CPHF Ext  6( 3, 5) WCS fuse fuse",2,"Restricted CPHF Ext  6( 3, 5) WCS",23787,"ARITHMETIC"
"fuse",3,14,9437,23802,"Restricted CPHF Ext  6( 3, 4) WCS fuse fuse",2,"Restricted CPHF Ext  6( 3, 4) WCS",23802,"ARITHMETIC"
"fuse",3,14,10000,24012,"Restricted CPHF Ext  6( 2, 6) WCS fuse fuse",2,"Restricted CPHF Ext  6( 2, 6) WCS",24012,"ARITHMETIC"
"fuse",4,14,24,126972,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",126972,"ARITHMETIC"
"fuse",4,14,31,130812,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",130812,"ARITHMETIC"
"fuse",4,14,61,192492,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",192492,"ARITHMETIC"
"fuse",4,14,69,196332,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",196332,"ARITHMETIC"
"fuse",4,14,71,196572,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",196572,"ARITHMETIC"
"fuse",4,14,75,196602,"CPHF IPO 3 (WCS) fuse fuse",2,"CPHF IPO 3 (WCS)",196602,"ARITHMETIC"
"fuse",4,14,120,253932,"3,3-Restricted SCPHF RE (CL) fuse fuse",2,"3,3-Restricted SCPHF RE (CL)",253932,"ARITHMETIC"
"fuse",4,14,132,257772,"3,2-Restricted SCPHF RE (CL) fuse fuse",2,"3,2-Restricted SCPHF RE (CL)",257772,"ARITHMETIC"
"fuse",4,14,141,258012,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",258012,"ARITHMETIC"
"fuse",4,14,156,261612,"2,2-Restricted SCPHF RE (CL) fuse fuse",2,"2,2-Restricted SCPHF RE (CL)",261612,"ARITHMETIC"
"fuse",4,14,158,261852,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",261852,"ARITHMETIC"
"fuse",4,14,186,262137,"CPHF IPO 4 (WCS) fuse fuse",2,"CPHF IPO 4 (WCS)",262137,"ARITHMETIC"
"fuse",4,14,290,323292,"3,2-Restricted SCPHF RE (CL) fuse fuse",2,"3,2-Restricted SCPHF RE (CL)",323292,"ARITHMETIC"
"fuse",4,14,297,323532,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",323532,"ARITHMETIC"
"fuse",4,14,341,327132,"2,2-Restricted SCPHF RE (CL) fuse fuse",2,"2,2-Restricted SCPHF RE (CL)",327132,"ARITHMETIC"
"fuse",4,14,346,327372,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",327372,"ARITHMETIC"
"fuse",4,14,360,327612,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",327612,"ARITHMETIC"
"fuse",4,14,451,327672,"CPHF IPO 5 (WCS) fuse fuse",2,"CPHF IPO 5 (WCS)",327672,"ARITHMETIC"
"fuse",4,14,470,380892,"3,3,3-Restricted SCPHF RE (CL) fuse fuse",2,"3,3,3-Restricted SCPHF RE (CL)",380892,"ARITHMETIC"
"fuse",4,14,519,384972,"3,3-Restricted SCPHF RE (CL) fuse fuse",2,"3,3-Restricted SCPHF RE (CL)",384972,"ARITHMETIC"
"fuse",4,14,634,388812,"3,2-Restricted SCPHF RE (CL) fuse fuse",2,"3,2-Restricted SCPHF RE (CL)",388812,"ARITHMETIC"
"fuse",4,14,636,389052,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",389052,"ARITHMETIC"
"fuse",4,14,745,392652,"2,2-Restricted SCPHF RE (CL) fuse fuse",2,"2,2-Restricted SCPHF RE (CL)",392652,"ARITHMETIC"
"fuse",4,14,764,392892,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",392892,"ARITHMETIC"
"fuse",4,14,791,393132,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",393132,"ARITHMETIC"
"fuse",4,14,871,393207,"CPHF IPO 6 (WCS) fuse fuse",2,"CPHF IPO 6 (WCS)",393207,"ARITHMETIC"
"fuse",4,14,1049,446412,"3,3,3-Restricted SCPHF RE (CL) fuse fuse",2,"3,3,3-Restricted SCPHF RE (CL)",446412,"ARITHMETIC"
"fuse",4,14,1164,450492,"3,3-Restricted SCPHF RE (CL) fuse fuse",2,"3,3-Restricted SCPHF RE (CL)",450492,"ARITHMETIC"
"fuse",4,14,1341,454332,"3,2-Restricted SCPHF RE (CL) fuse fuse",2,"3,2-Restricted SCPHF RE (CL)",454332,"ARITHMETIC"
"fuse",4,14,1376,454572,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",454572,"ARITHMETIC"
"fuse",4,14,1428,458172,"2,2-Restricted SCPHF RE (CL) fuse fuse",2,"2,2-Restricted SCPHF RE (CL)",458172,"ARITHMETIC"
"fuse",4,14,1581,458412,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",458412,"ARITHMETIC"
"fuse",4,14,1625,458652,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",458652,"ARITHMETIC"
"fuse",4,14,1666,458742,"CPHF Random Extension (CLS) fuse fuse",2,"CPHF Random Extension (CLS)",458742,"ARITHMETIC"
"fuse",4,14,2748,524172,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",524172,"ARITHMETIC"
"fuse",4,14,2833,524277,"CPHF Random Extension (CLS) fuse fuse",2,"CPHF Random Extension (CLS)",524277,"ARITHMETIC"
"fuse",4,14,2976,630537,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",630537,"ARITHMETIC"
"fuse",4,14,3162,646565,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",646565,"ARITHMETIC"
"fuse",4,14,4096,683757,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",683757,"ARITHMETIC"
"fuse",4,14,4352,699800,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",699800,"ARITHMETIC"
"fuse",4,14,4368,706664,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",706664,"ARITHMETIC"
"fuse",4,14,4369,715632,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",715632,"ARITHMETIC"
"fuse",4,14,4437,715637,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",715637,"ARITHMETIC"
"fuse",4,14,4471,716149,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",716149,"ARITHMETIC"
"fuse",4,14,4488,719251,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",719251,"ARITHMETIC"
"fuse",4,14,4624,719263,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",719263,"ARITHMETIC"
"fuse",4,14,4641,719743,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",719743,"ARITHMETIC"
"fuse",4,14,4930,758597,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",758597,"ARITHMETIC"
"fuse",4,14,4947,758837,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",758837,"ARITHMETIC"
"fuse",4,14,5049,762119,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",762119,"ARITHMETIC"
"fuse",4,14,5151,765719,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",765719,"ARITHMETIC"
"fuse",4,14,5219,767947,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",767947,"ARITHMETIC"
"fuse",4,14,5559,827945,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",827945,"ARITHMETIC"
"fuse",4,14,5695,830269,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",830269,"ARITHMETIC"
"fuse",4,14,5780,838655,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",838655,"ARITHMETIC"
"fuse",4,14,5872,848882,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",848882,"ARITHMETIC"
"fuse",5,14,17,1048572,"orthogonal array fuse fuse",2,"orthogonal array",1048572,"ARITHMETIC"
"fuse",5,14,18,1419851,"orthogonal array fuse fuse fuse",3,"orthogonal array",1419851,"ARITHMETIC"
"fuse",5,14,20,2093052,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",2093052,"ARITHMETIC"
"fuse",5,14,21,2097147,"CPHF IPO 2 (WCS) fuse fuse",2,"CPHF IPO 2 (WCS)",2097147,"ARITHMETIC"
"fuse",5,14,33,3080172,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",3080172,"ARITHMETIC"
"fuse",5,14,36,3141612,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",3141612,"ARITHMETIC"
"fuse",5,14,38,3145452,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",3145452,"ARITHMETIC"
"fuse",5,14,39,3145722,"CPHF IPO 3 (WCS) fuse fuse",2,"CPHF IPO 3 (WCS)",3145722,"ARITHMETIC"
"fuse",5,14,53,4063212,"4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4-Restricted SCPHF RE (CL)",4063212,"ARITHMETIC"
"fuse",5,14,56,4128732,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",4128732,"ARITHMETIC"
"fuse",5,14,62,4186092,"3,3-Restricted SCPHF RE (CL) fuse fuse",2,"3,3-Restricted SCPHF RE (CL)",4186092,"ARITHMETIC"
"fuse",5,14,64,4190172,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",4190172,"ARITHMETIC"
"fuse",5,14,66,4194252,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",4194252,"ARITHMETIC"
"fuse",5,14,73,4194297,"CPHF IPO 4 (WCS) fuse fuse",2,"CPHF IPO 4 (WCS)",4194297,"ARITHMETIC"
"fuse",5,14,92,5111772,"4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4-Restricted SCPHF RE (CL)",5111772,"ARITHMETIC"
"fuse",5,14,103,5177292,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",5177292,"ARITHMETIC"
"fuse",5,14,111,5238732,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",5238732,"ARITHMETIC"
"fuse",5,14,119,5242572,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",5242572,"ARITHMETIC"
"fuse",5,14,145,5242872,"CPHF IPO 5 (WCS) fuse fuse",2,"CPHF IPO 5 (WCS)",5242872,"ARITHMETIC"
"fuse",5,14,146,6094812,"4,4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4,4-Restricted SCPHF RE (CL)",6094812,"ARITHMETIC"
"fuse",5,14,165,6160332,"4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4-Restricted SCPHF RE (CL)",6160332,"ARITHMETIC"
"fuse",5,14,185,6225852,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",6225852,"ARITHMETIC"
"fuse",5,14,197,6287292,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",6287292,"ARITHMETIC"
"fuse",5,14,206,6291132,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",6291132,"ARITHMETIC"
"fuse",5,14,207,6291372,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",6291372,"ARITHMETIC"
"fuse",5,14,210,6291447,"CPHF Random Extension (CLS) fuse fuse",2,"CPHF Random Extension (CLS)",6291447,"ARITHMETIC"
"fuse",5,14,248,7143372,"4,4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4,4-Restricted SCPHF RE (CL)",7143372,"ARITHMETIC"
"fuse",5,14,284,7208892,"4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4-Restricted SCPHF RE (CL)",7208892,"ARITHMETIC"
"fuse",5,14,336,7274412,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",7274412,"ARITHMETIC"
"fuse",5,14,360,7335852,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",7335852,"ARITHMETIC"
"fuse",5,14,376,7339692,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",7339692,"ARITHMETIC"
"fuse",5,14,379,7339932,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",7339932,"ARITHMETIC"
"fuse",5,14,454,8191932,"4,4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4,4-Restricted SCPHF RE (CL)",8191932,"ARITHMETIC"
"fuse",5,14,515,8257452,"4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4-Restricted SCPHF RE (CL)",8257452,"ARITHMETIC"
"fuse",5,14,582,8322972,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",8322972,"ARITHMETIC"
"fuse",5,14,641,8384412,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",8384412,"ARITHMETIC"
"fuse",5,14,650,8388252,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",8388252,"ARITHMETIC"
"fuse",5,14,656,8388492,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",8388492,"ARITHMETIC"
"fuse",5,14,766,9240492,"4,4,4-Restricted SCPHF RE (CL) fuse fuse",2,"4,4,4-Restricted SCPHF RE (CL)",9240492,"ARITHMETIC"
"fuse",5,14,838,19801809,"3-Restricted SCPHF RE (CL) fuse fuse fuse fuse fuse",5,"3-Restricted SCPHF RE (CL)",19801809,"ARITHMETIC"
"fuse",5,14,851,19808307,"2-Restricted SCPHF RE (CL) fuse fuse fuse fuse fuse",5,"2-Restricted SCPHF RE (CL)",19808307,"ARITHMETIC"
"fuse",6,14,17,16777212,"orthogonal array fuse fuse",2,"orthogonal array",16777212,"ARITHMETIC"
"fuse",6,14,18,24137563,"orthogonal array fuse fuse fuse",3,"orthogonal array",24137563,"ARITHMETIC"
"fuse",6,14,22,49283052,"5-Restricted SCPHF RE (CL) fuse fuse",2,"5-Restricted SCPHF RE (CL)",49283052,"ARITHMETIC"
"fuse",6,14,25,50266092,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",50266092,"ARITHMETIC"
"fuse",6,14,26,50331612,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",50331612,"ARITHMETIC"
"fuse",6,14,28,50331642,"CPHF IPO 3 (WCS) fuse fuse",2,"CPHF IPO 3 (WCS)",50331642,"ARITHMETIC"
"fuse",6,14,33,65011692,"5,5-Restricted SCPHF RE (CL) fuse fuse",2,"5,5-Restricted SCPHF RE (CL)",65011692,"ARITHMETIC"
"fuse",6,14,35,66060252,"5-Restricted SCPHF RE (CL) fuse fuse",2,"5-Restricted SCPHF RE (CL)",66060252,"ARITHMETIC"
"fuse",6,14,39,67043292,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",67043292,"ARITHMETIC"
"fuse",6,14,40,67108812,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",67108812,"ARITHMETIC"
"fuse",6,14,46,67108857,"CPHF IPO 4 (WCS) fuse fuse",2,"CPHF IPO 4 (WCS)",67108857,"ARITHMETIC"
"fuse",6,14,51,81788892,"5,5-Restricted SCPHF RE (CL) fuse fuse",2,"5,5-Restricted SCPHF RE (CL)",81788892,"ARITHMETIC"
