"family","t","v","k","N","Source","m","base_tag","N_pred","tier"
"fuse",4,22,107,839519,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",839519,"ARITHMETIC"
"fuse",4,22,170,1095005,"3,3-Restricted SCPHF RE (CL) fuse",1,"3,3-Restricted SCPHF RE (CL)",1095005,"ARITHMETIC"
"fuse",4,22,203,1106643,"3,2-Restricted SCPHF RE (CL) fuse",1,"3,2-Restricted SCPHF RE (CL)",1106643,"ARITHMETIC"
"fuse",4,22,204,1107149,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",1107149,"ARITHMETIC"
"fuse",4,22,238,1118281,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",1118281,"ARITHMETIC"
"fuse",4,22,242,1118787,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",1118787,"ARITHMETIC"
"fuse",4,22,247,1119293,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",1119293,"ARITHMETIC"
"fuse",4,22,302,1119359,"CPHF IPO 4 (WCS) fuse",1,"CPHF IPO 4 (WCS)",1119359,"ARITHMETIC"
"fuse",4,22,529,1362173,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1362173,"ARITHMETIC"
"fuse",4,22,593,1398099,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",1398099,"ARITHMETIC"
"fuse",4,22,610,1398605,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",1398605,"ARITHMETIC"
"fuse",4,22,619,1399111,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",1399111,"ARITHMETIC"
"fuse",4,22,658,1399199,"CPHF IPO 5 (WCS) fuse",1,"CPHF IPO 5 (WCS)",1399199,"ARITHMETIC"
"fuse",4,22,895,1642497,"3,3,3-Restricted SCPHF RE (CL) fuse",1,"3,3,3-Restricted SCPHF RE (CL)",1642497,"ARITHMETIC"
"fuse",4,22,1039,1654641,"3,3-Restricted SCPHF RE (CL) fuse",1,"3,3-Restricted SCPHF RE (CL)",1654641,"ARITHMETIC"
"fuse",4,22,1231,1666279,"3,2-Restricted SCPHF RE (CL) fuse",1,"3,2-Restricted SCPHF RE (CL)",1666279,"ARITHMETIC"
"fuse",4,22,1247,1666785,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",1666785,"ARITHMETIC"
"fuse",4,22,1305,1677917,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",1677917,"ARITHMETIC"
"fuse",4,22,1380,1678423,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",1678423,"ARITHMETIC"
"fuse",4,22,1421,1678929,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",1678929,"ARITHMETIC"
"fuse",4,22,1461,1679039,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",1679039,"ARITHMETIC"
"fuse",4,22,2723,1958747,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",1958747,"ARITHMETIC"
"fuse",4,22,2806,1958879,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",1958879,"ARITHMETIC"
"fuse",4,22,3910,2700543,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",2700543,"ARITHMETIC"
"fuse",4,22,4669,2712181,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",2712181,"ARITHMETIC"
"fuse",4,22,4692,2712687,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",2712687,"ARITHMETIC"
"fuse",4,22,5474,2723819,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",2723819,"ARITHMETIC"
"fuse",4,22,5566,2724325,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",2724325,"ARITHMETIC"
"fuse",4,22,5681,2724831,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",2724831,"ARITHMETIC"
"fuse",4,22,6946,2724897,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",2724897,"ARITHMETIC"
"fuse",4,22,10000,2967711,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",2967711,"ARITHMETIC"
"fuse",5,22,24,6436341,"orthogonal array fuse",1,"orthogonal array",6436341,"ARITHMETIC"
"fuse",5,22,26,9765619,"orthogonal array fuse fuse fuse",3,"orthogonal array",9765619,"ARITHMETIC"
"fuse",5,22,28,14348897,"orthogonal array fuse fuse fuse fuse fuse",5,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",5,22,43,19029163,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",19029163,"ARITHMETIC"
"fuse",5,22,46,19296837,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",19296837,"ARITHMETIC"
"fuse",5,22,47,19308475,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",19308475,"ARITHMETIC"
"fuse",5,22,48,19308981,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",19308981,"ARITHMETIC"
"fuse",5,22,51,19309025,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",19309025,"ARITHMETIC"
"fuse",5,22,72,25185665,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",25185665,"ARITHMETIC"
"fuse",5,22,81,25465483,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",25465483,"ARITHMETIC"
"fuse",5,22,87,25733157,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",25733157,"ARITHMETIC"
"fuse",5,22,88,25744795,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",25744795,"ARITHMETIC"
"fuse",5,22,90,25745301,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",25745301,"ARITHMETIC"
"fuse",5,22,107,25745367,"CPHF IPO 4 (WCS) fuse",1,"CPHF IPO 4 (WCS)",25745367,"ARITHMETIC"
"fuse",5,22,136,31621985,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",31621985,"ARITHMETIC"
"fuse",5,22,155,31901803,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",31901803,"ARITHMETIC"
"fuse",5,22,171,32169477,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",32169477,"ARITHMETIC"
"fuse",5,22,175,32181115,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",32181115,"ARITHMETIC"
"fuse",5,22,178,32181621,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",32181621,"ARITHMETIC"
"fuse",5,22,181,32181709,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",32181709,"ARITHMETIC"
"fuse",5,22,228,37778487,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",37778487,"ARITHMETIC"
"fuse",5,22,259,38058305,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",38058305,"ARITHMETIC"
"fuse",5,22,299,38338123,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",38338123,"ARITHMETIC"
"fuse",5,22,332,38605797,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",38605797,"ARITHMETIC"
"fuse",5,22,342,38617435,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",38617435,"ARITHMETIC"
"fuse",5,22,344,38617941,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",38617941,"ARITHMETIC"
"fuse",5,22,345,38618051,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",38618051,"ARITHMETIC"
"fuse",5,22,430,44214807,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",44214807,"ARITHMETIC"
"fuse",5,22,493,44494625,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",44494625,"ARITHMETIC"
"fuse",5,22,564,44774443,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",44774443,"ARITHMETIC"
"fuse",5,22,648,45042117,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",45042117,"ARITHMETIC"
"fuse",5,22,654,45053755,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",45053755,"ARITHMETIC"
"fuse",5,22,656,45054261,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",45054261,"ARITHMETIC"
"fuse",5,22,785,50651127,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",50651127,"ARITHMETIC"
"fuse",5,22,2116,128726421,"perfect hash family20,2116,23,c fuse",1,"perfect hash family20,2116,23,c",128726421,"ARITHMETIC"
"fuse",5,22,10000,135162741,"perfect hash family21,12167,23,c fuse",1,"perfect hash family21,12167,23,c",135162741,"ARITHMETIC"
"fuse",6,22,24,148035887,"orthogonal array fuse",1,"orthogonal array",148035887,"ARITHMETIC"
"fuse",6,22,26,244140619,"orthogonal array fuse fuse fuse",3,"orthogonal array",244140619,"ARITHMETIC"
"fuse",6,22,28,387420479,"orthogonal array fuse fuse fuse fuse fuse",5,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",6,22,29,443827801,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",443827801,"ARITHMETIC"
"fuse",6,22,30,444107113,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",444107113,"ARITHMETIC"
"fuse",6,22,31,444107619,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",444107619,"ARITHMETIC"
"fuse",6,22,34,444107663,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",444107663,"ARITHMETIC"
"fuse",6,22,41,579270845,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",579270845,"ARITHMETIC"
"fuse",6,22,45,585707165,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",585707165,"ARITHMETIC"
"fuse",6,22,51,591863667,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",591863667,"ARITHMETIC"
"fuse",6,22,52,592142979,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",592142979,"ARITHMETIC"
"fuse",6,22,70,727306711,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",727306711,"ARITHMETIC"
"fuse",6,22,78,733743031,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",733743031,"ARITHMETIC"
"fuse",6,22,85,739899533,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",739899533,"ARITHMETIC"
"fuse",6,22,87,740167207,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",740167207,"ARITHMETIC"
"fuse",6,22,106,868906257,"5,5,5-Restricted SCPHF RE (CL) fuse",1,"5,5,5-Restricted SCPHF RE (CL)",868906257,"ARITHMETIC"
"fuse",6,22,119,875342577,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",875342577,"ARITHMETIC"
"fuse",6,22,133,881778897,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",881778897,"ARITHMETIC"
"fuse",6,22,145,887935399,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",887935399,"ARITHMETIC"
"fuse",6,22,146,888214711,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",888214711,"ARITHMETIC"
"fuse",6,22,148,888215217,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",888215217,"ARITHMETIC"
"fuse",6,22,249,1036251083,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",1036251083,"ARITHMETIC"
"fuse",6,22,265,1708984219,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",1708984219,"ARITHMETIC"
"fuse",6,22,529,2368573877,"perfect hash family16,529,23,c fuse",1,"perfect hash family16,529,23,c",2368573877,"ARITHMETIC"
"fuse",6,22,625,3906249619,"perfect hash family16,625,25,c fuse fuse fuse",3,"perfect hash family16,625,25,c",3906249619,"ARITHMETIC"
"fuse",3,23,603,31221,"SCPHF LFSR (TJ-IM) fuse fuse",2,"SCPHF LFSR (TJ-IM)",31221,"ARITHMETIC"
"fuse",3,23,651,31245,"Raaphorst-Moura-Stevens fuse fuse",2,"Raaphorst-Moura-Stevens",31245,"ARITHMETIC"
"fuse",3,23,705,39331,"SCPHF LFSR (TJ-IM) fuse fuse fuse fuse",4,"SCPHF LFSR (TJ-IM)",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,23,757,39357,"Raaphorst-Moura-Stevens fuse fuse fuse fuse",4,"Raaphorst-Moura-Stevens",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",4,23,26,390621,"orthogonal array fuse fuse",2,"orthogonal array",390621,"ARITHMETIC"
"fuse",4,23,28,531433,"orthogonal array fuse fuse fuse fuse",4,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",4,23,41,780621,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",780621,"ARITHMETIC"
"fuse",4,23,42,781221,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",781221,"ARITHMETIC"
"fuse",5,23,26,9765621,"orthogonal array fuse fuse",2,"orthogonal array",9765621,"ARITHMETIC"
"fuse",5,23,28,14348899,"orthogonal array fuse fuse fuse fuse",4,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",6,23,26,244140621,"orthogonal array fuse fuse",2,"orthogonal array",244140621,"ARITHMETIC"
"fuse",6,23,28,387420481,"orthogonal array fuse fuse fuse fuse",4,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",6,23,265,1708984221,"SCPHF Random Extension (CLS) fuse fuse",2,"SCPHF Random Extension (CLS)",1708984221,"ARITHMETIC"
"fuse",6,23,625,3906249621,"perfect hash family16,625,25,c fuse fuse",2,"perfect hash family16,625,25,c",3906249621,"ARITHMETIC"
"fuse",2,24,26,622,"orthogonal array fuse",1,"orthogonal array",623,"ARITH_OPEN"
"fuse",3,24,26,15623,"orthogonal array fuse",1,"orthogonal array",15623,"ARITHMETIC"
"fuse",3,24,603,31223,"SCPHF LFSR (TJ-IM) fuse",1,"SCPHF LFSR (TJ-IM)",31223,"ARITHMETIC"
"fuse",3,24,651,31247,"Raaphorst-Moura-Stevens fuse",1,"Raaphorst-Moura-Stevens",31247,"ARITHMETIC"
"fuse",3,24,705,39333,"SCPHF LFSR (TJ-IM) fuse fuse fuse",3,"SCPHF LFSR (TJ-IM)",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,24,757,39359,"Raaphorst-Moura-Stevens fuse fuse fuse",3,"Raaphorst-Moura-Stevens",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,24,815,48739,"SCPHF LFSR (TJ-IM) fuse fuse fuse fuse fuse",5,"SCPHF LFSR (TJ-IM)",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,24,871,48767,"Raaphorst-Moura-Stevens fuse fuse fuse fuse fuse",5,"Raaphorst-Moura-Stevens",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,24,1631,61223,"Restricted CPHF Ext  4( 2, 4) WCS fuse",1,"Restricted CPHF Ext  4( 2, 4) WCS",61223,"ARITHMETIC"
"fuse",3,24,1642,61247,"Restricted CPHF Ext  4( 2, 3) WCS fuse",1,"Restricted CPHF Ext  4( 2, 3) WCS",61247,"ARITHMETIC"
"fuse",3,24,2103,61823,"Restricted CPHF Ext  4( 1, 4) WCS fuse",1,"Restricted CPHF Ext  4( 1, 4) WCS",61823,"ARITHMETIC"
"fuse",3,24,2105,61847,"Restricted CPHF Ext  4( 1, 3) WCS fuse",1,"Restricted CPHF Ext  4( 1, 3) WCS",61847,"ARITHMETIC"
"fuse",3,24,2107,61871,"Restricted CPHF Ext  4( 1, 2) WCS fuse",1,"Restricted CPHF Ext  4( 1, 2) WCS",61871,"ARITHMETIC"
"fuse",3,24,2976,62423,"Restricted CPHF Ext  4( 0, 4) WCS fuse",1,"Restricted CPHF Ext  4( 0, 4) WCS",62423,"ARITHMETIC"
"fuse",3,24,3000,62447,"Restricted CPHF Ext  4( 0, 3) WCS fuse",1,"Restricted CPHF Ext  4( 0, 3) WCS",62447,"ARITHMETIC"
"fuse",3,24,3002,62471,"Restricted CPHF Ext  4( 0, 2) WCS fuse",1,"Restricted CPHF Ext  4( 0, 2) WCS",62471,"ARITHMETIC"
"fuse",3,24,3024,62495,"Restricted CPHF Ext  4( 0, 0) WCS fuse",1,"Restricted CPHF Ext  4( 0, 0) WCS",62495,"ARITHMETIC"
"fuse",4,24,26,390623,"orthogonal array fuse",1,"orthogonal array",390623,"ARITHMETIC"
"fuse",4,24,28,531435,"orthogonal array fuse fuse fuse",3,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",4,24,30,707271,"orthogonal array fuse fuse fuse fuse fuse",5,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",4,24,33,765623,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",765623,"ARITHMETIC"
"fuse",4,24,41,780623,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",780623,"ARITHMETIC"
"fuse",4,24,42,781223,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",781223,"ARITHMETIC"
"fuse",4,24,91,1156223,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",1156223,"ARITHMETIC"
"fuse",4,24,104,1171223,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",1171223,"ARITHMETIC"
"fuse",4,24,107,1171823,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",1171823,"ARITHMETIC"
"fuse",4,24,121,1171871,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",1171871,"ARITHMETIC"
"fuse",4,24,188,1531223,"3,3-Restricted SCPHF RE (CL) fuse",1,"3,3-Restricted SCPHF RE (CL)",1531223,"ARITHMETIC"
"fuse",4,24,221,1546223,"3,2-Restricted SCPHF RE (CL) fuse",1,"3,2-Restricted SCPHF RE (CL)",1546223,"ARITHMETIC"
"fuse",4,24,222,1546823,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",1546823,"ARITHMETIC"
"fuse",4,24,267,1561223,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",1561223,"ARITHMETIC"
"fuse",4,24,279,1562423,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",1562423,"ARITHMETIC"
"fuse",4,24,344,1562495,"CPHF IPO 4 (WCS) fuse",1,"CPHF IPO 4 (WCS)",1562495,"ARITHMETIC"
"fuse",4,24,625,1905623,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1905623,"ARITHMETIC"
"fuse",4,24,677,1951823,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",1951823,"ARITHMETIC"
"fuse",4,24,697,1952423,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",1952423,"ARITHMETIC"
"fuse",4,24,708,1953023,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",1953023,"ARITHMETIC"
"fuse",4,24,712,1953119,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",1953119,"ARITHMETIC"
"fuse",4,24,1052,2296823,"3,3,3-Restricted SCPHF RE (CL) fuse",1,"3,3,3-Restricted SCPHF RE (CL)",2296823,"ARITHMETIC"
"fuse",4,24,1184,2312423,"3,3-Restricted SCPHF RE (CL) fuse",1,"3,3-Restricted SCPHF RE (CL)",2312423,"ARITHMETIC"
"fuse",4,24,1396,2327423,"3,2-Restricted SCPHF RE (CL) fuse",1,"3,2-Restricted SCPHF RE (CL)",2327423,"ARITHMETIC"
"fuse",4,24,1433,2328023,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",2328023,"ARITHMETIC"
"fuse",4,24,1471,2342423,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",2342423,"ARITHMETIC"
"fuse",4,24,1630,2343023,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",2343023,"ARITHMETIC"
"fuse",4,24,1675,2343623,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",2343623,"ARITHMETIC"
"fuse",4,24,1706,2343743,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",2343743,"ARITHMETIC"
"fuse",4,24,3003,2734223,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",2734223,"ARITHMETIC"
"fuse",4,24,3063,2734367,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",2734367,"ARITHMETIC"
"fuse",4,24,4700,3780623,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",3780623,"ARITHMETIC"
"fuse",4,24,5525,3795623,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",3795623,"ARITHMETIC"
"fuse",4,24,5550,3796223,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",3796223,"ARITHMETIC"
"fuse",4,24,6675,3810623,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",3810623,"ARITHMETIC"
"fuse",4,24,6975,3811823,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",3811823,"ARITHMETIC"
"fuse",4,24,8600,3811895,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",3811895,"ARITHMETIC"
"fuse",4,24,10000,4155023,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",4155023,"ARITHMETIC"
"fuse",5,24,26,9765623,"orthogonal array fuse",1,"orthogonal array",9765623,"ARITHMETIC"
"fuse",5,24,28,14348901,"orthogonal array fuse fuse fuse",3,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",5,24,30,20511139,"orthogonal array fuse fuse fuse fuse fuse",5,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",5,24,32,28629137,"orthogonal array fuse fuse fuse fuse fuse fuse fuse",7,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",5,24,42,28906223,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",28906223,"ARITHMETIC"
"fuse",5,24,49,29281223,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",29281223,"ARITHMETIC"
"fuse",5,24,54,29296871,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",29296871,"ARITHMETIC"
"fuse",5,24,76,38281223,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",38281223,"ARITHMETIC"
"fuse",5,24,88,38671823,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",38671823,"ARITHMETIC"
"fuse",5,24,94,39046823,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",39046823,"ARITHMETIC"
"fuse",5,24,96,39061823,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",39061823,"ARITHMETIC"
"fuse",5,24,97,39062423,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",39062423,"ARITHMETIC"
"fuse",5,24,113,39062495,"CPHF IPO 4 (WCS) fuse",1,"CPHF IPO 4 (WCS)",39062495,"ARITHMETIC"
"fuse",5,24,147,48046823,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",48046823,"ARITHMETIC"
"fuse",5,24,166,48437423,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",48437423,"ARITHMETIC"
"fuse",5,24,184,48812423,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",48812423,"ARITHMETIC"
"fuse",5,24,194,48827423,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",48827423,"ARITHMETIC"
"fuse",5,24,197,48828023,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",48828023,"ARITHMETIC"
"fuse",5,24,249,57421823,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",57421823,"ARITHMETIC"
"fuse",5,24,288,57812423,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",57812423,"ARITHMETIC"
"fuse",5,24,332,58203023,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",58203023,"ARITHMETIC"
"fuse",5,24,386,58578023,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",58578023,"ARITHMETIC"
"fuse",5,24,391,58593023,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",58593023,"ARITHMETIC"
"fuse",5,24,406,58593623,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",58593623,"ARITHMETIC"
"fuse",5,24,483,67187423,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",67187423,"ARITHMETIC"
"fuse",5,24,568,67578023,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",67578023,"ARITHMETIC"
"fuse",5,24,636,67968623,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",67968623,"ARITHMETIC"
"fuse",5,24,701,68343623,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",68343623,"ARITHMETIC"
"fuse",5,24,709,68358623,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",68358623,"ARITHMETIC"
