"catalogue","row","construction","n_ingredients","ingredients","code"
"DPcat",40,"productCA",4,"miscCA(2, 7, 4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(miscCA(2, 7, 4), productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=2)"
"DPcat",41,"productCA",4,"SCA_Bose(4) ||| productCA(miscCA(2, 8, 4), miscCA(2, 11, 4), 2) ||| miscCA(2, 8, 4) ||| miscCA(2, 11, 4)","productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 8, 4), miscCA(2, 11, 4), c1=2), c1=4)"
"DPcat",42,"productCA",6,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_LCDST(6, 4)[, 1:5], SCA_LCDST(6, 4)[, 1:5], c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_LCDST(6, 4)[, 1:5], SCA_LCDST(6, 4)[, 1:5], 4) ||| SCA_LCDST(6, 4) ||| SCA_LCDST(6, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_LCDST(6, 4)[,1:5], SCA_LCDST(6, 4)[,1:5], c1=4), c1=4), c1=4)"
"DPcat",43,"productCA",6,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_LCDST(6, 4)[, 1:5], miscCA(2, 7, 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_LCDST(6, 4)[, 1:5], miscCA(2, 7, 4), 4) ||| SCA_LCDST(6, 4) ||| miscCA(2, 7, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_LCDST(6, 4)[,1:5], miscCA(2, 7, 4), c1=4), c1=4), c1=4)"
"DPcat",44,"productCA",6,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=4), c1=4)"
"DPcat",45,"productCA",6,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 8, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 8, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 8, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 8, 4), c1=2), c1=4), c1=4)"
"DPcat",46,"productCA",6,"SCA_LCDST(6, 4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(SCA_LCDST(6, 4)[,1:5], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=4), c1=4)"
"DPcat",47,"productCA",6,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 8, 4), miscCA(2, 8, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 8, 4), miscCA(2, 8, 4), 2) ||| miscCA(2, 8, 4) ||| miscCA(2, 8, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 8, 4), miscCA(2, 8, 4), c1=2), c1=4), c1=4)"
"DPcat",48,"productCA",6,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 11, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 11, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 11, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 11, 4), c1=2), c1=4), c1=4)"
"DPcat",49,"productCA",6,"miscCA(2, 7, 4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(miscCA(2, 7, 4), productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=4), c1=2)"
"DPcat",50,"productCA",6,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 8, 4), miscCA(2, 11, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 8, 4), miscCA(2, 11, 4), 2) ||| miscCA(2, 8, 4) ||| miscCA(2, 11, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 8, 4), miscCA(2, 11, 4), c1=2), c1=4), c1=4)"
"DPcat",51,"productCA",8,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_LCDST(6, 4)[, 1:5],     SCA_LCDST(6, 4)[, 1:5], c1 = 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_LCDST(6, 4)[, 1:5], SCA_LCDST(6, 4)[, 1:5], c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_LCDST(6, 4)[, 1:5], SCA_LCDST(6, 4)[, 1:5], 4) ||| SCA_LCDST(6, 4) ||| SCA_LCDST(6, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_LCDST(6, 4)[,1:5], SCA_LCDST(6, 4)[,1:5], c1=4), c1=4), c1=4), c1=4)"
"DPcat",52,"productCA",6,"SCA_LCDST(6, 4) ||| productCA(miscCA(2, 7, 4), productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1 = 2), 2) ||| miscCA(2, 7, 4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(SCA_LCDST(6, 4)[,1:5], productCA(miscCA(2, 7, 4), productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=2), c1=4)"
"DPcat",53,"productCA",8,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_LCDST(6, 4)[, 1:5],     miscCA(2, 7, 4), c1 = 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_LCDST(6, 4)[, 1:5], miscCA(2, 7, 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_LCDST(6, 4)[, 1:5], miscCA(2, 7, 4), 4) ||| SCA_LCDST(6, 4) ||| miscCA(2, 7, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_LCDST(6, 4)[,1:5], miscCA(2, 7, 4), c1=4), c1=4), c1=4), c1=4)"
"DPcat",54,"productCA",8,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2,     7, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=4), c1=4), c1=4)"
"DPcat",55,"productCA",8,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2,     8, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 8, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 8, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 8, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 8, 4), c1=2), c1=4), c1=4), c1=4)"
"DPcat",56,"productCA",8,"SCA_LCDST(6, 4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2,     7, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(SCA_LCDST(6, 4)[,1:5], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=4), c1=4), c1=4)"
"DPcat",57,"productCA",8,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 8, 4), miscCA(2,     8, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 8, 4), miscCA(2, 8, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 8, 4), miscCA(2, 8, 4), 2) ||| miscCA(2, 8, 4) ||| miscCA(2, 8, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 8, 4), miscCA(2, 8, 4), c1=2), c1=4), c1=4), c1=4)"
"DPcat",58,"productCA",8,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2,     11, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 11, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 11, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 11, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 11, 4), c1=2), c1=4), c1=4), c1=4)"
"DPcat",59,"productCA",8,"miscCA(2, 7, 4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2,     7, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(miscCA(2, 7, 4), productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=4), c1=4), c1=2)"
"DPcat",60,"productCA",8,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 8, 4), miscCA(2,     11, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 8, 4), miscCA(2, 11, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 8, 4), miscCA(2, 11, 4), 2) ||| miscCA(2, 8, 4) ||| miscCA(2, 11, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 8, 4), miscCA(2, 11, 4), c1=2), c1=4), c1=4), c1=4)"
"DPcat",61,"productCA",10,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_LCDST(6,     4)[, 1:5], SCA_LCDST(6, 4)[, 1:5], c1 = 4), c1 = 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_LCDST(6, 4)[, 1:5],     SCA_LCDST(6, 4)[, 1:5], c1 = 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_LCDST(6, 4)[, 1:5], SCA_LCDST(6, 4)[, 1:5], c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_LCDST(6, 4)[, 1:5], SCA_LCDST(6, 4)[, 1:5], 4) ||| SCA_LCDST(6, 4) ||| SCA_LCDST(6, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_LCDST(6, 4)[,1:5], SCA_LCDST(6, 4)[,1:5], c1=4), c1=4), c1=4), c1=4), c1=4)"
"DPcat",62,"productCA",8,"SCA_LCDST(6, 4) ||| productCA(miscCA(2, 7, 4), productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2,     7, 4), c1 = 2), c1 = 4), 2) ||| miscCA(2, 7, 4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(SCA_LCDST(6, 4)[,1:5], productCA(miscCA(2, 7, 4), productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=4), c1=2), c1=4)"
"DPcat",63,"productCA",10,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_LCDST(6,     4)[, 1:5], miscCA(2, 7, 4), c1 = 4), c1 = 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_LCDST(6, 4)[, 1:5],     miscCA(2, 7, 4), c1 = 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_LCDST(6, 4)[, 1:5], miscCA(2, 7, 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_LCDST(6, 4)[, 1:5], miscCA(2, 7, 4), 4) ||| SCA_LCDST(6, 4) ||| miscCA(2, 7, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_LCDST(6, 4)[,1:5], miscCA(2, 7, 4), c1=4), c1=4), c1=4), c1=4), c1=4)"
"DPcat",64,"productCA",10,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2,     7, 4), miscCA(2, 7, 4), c1 = 2), c1 = 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2,     7, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=4), c1=4), c1=4), c1=4)"
"DPcat",65,"productCA",10,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2,     7, 4), miscCA(2, 8, 4), c1 = 2), c1 = 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2,     8, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 8, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 8, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 8, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 8, 4), c1=2), c1=4), c1=4), c1=4), c1=4)"
"DPcat",66,"productCA",10,"SCA_LCDST(6, 4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2,     7, 4), miscCA(2, 7, 4), c1 = 2), c1 = 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2,     7, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(SCA_LCDST(6, 4)[,1:5], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=4), c1=4), c1=4), c1=4)"
"DPcat",67,"productCA",10,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2,     8, 4), miscCA(2, 8, 4), c1 = 2), c1 = 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 8, 4), miscCA(2,     8, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 8, 4), miscCA(2, 8, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 8, 4), miscCA(2, 8, 4), 2) ||| miscCA(2, 8, 4) ||| miscCA(2, 8, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 8, 4), miscCA(2, 8, 4), c1=2), c1=4), c1=4), c1=4), c1=4)"
"DPcat",68,"productCA",10,"SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2,     7, 4), miscCA(2, 11, 4), c1 = 2), c1 = 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2,     11, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 11, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 11, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 11, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 11, 4), c1=2), c1=4), c1=4), c1=4), c1=4)"
"DPcat",69,"productCA",10,"miscCA(2, 7, 4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2,     7, 4), miscCA(2, 7, 4), c1 = 2), c1 = 4), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2,     7, 4), c1 = 2), c1 = 4), 4) ||| SCA_Bose(4) ||| productCA(SCA_Bose(4)[, 1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1 = 2), 4) ||| SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(miscCA(2, 7, 4), productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=4), c1=4), c1=4), c1=2)"
"DPcat",70,"productCA",2,"CS_CMMSSY(6, 5) ||| CS_CMMSSY(6, 5)","productCA(CS_CMMSSY(6, 5)[,1:5], CS_CMMSSY(6, 5)[,1:5], c1=5)"
"DPcat",71,"productCA",2,"CS_CMMSSY(6, 5) ||| CS_CMMSSY(7, 5)","productCA(CS_CMMSSY(6, 5)[,1:5], CS_CMMSSY(7, 5)[,1:6], c1=5)"
"DPcat",72,"productCA",2,"CS_CMMSSY(6, 5) ||| miscCA(2, 7, 5)","productCA(CS_CMMSSY(6, 5)[,1:5], miscCA(2, 7, 5), c1=5)"
"DPcat",73,"productCA",2,"CS_CMMSSY(7, 5) ||| CS_CMMSSY(7, 5)","productCA(CS_CMMSSY(7, 5)[,1:6], CS_CMMSSY(7, 5)[,1:6], c1=5)"
"DPcat",74,"productCA",2,"CS_CMMSSY(7, 5) ||| miscCA(2, 7, 5)","productCA(CS_CMMSSY(7, 5)[,1:6], miscCA(2, 7, 5), c1=5)"
"DPcat",75,"productCA",2,"miscCA(2, 7, 5) ||| miscCA(2, 7, 5)","productCA(miscCA(2, 7, 5), miscCA(2, 7, 5), c1=3)"
"DPcat",76,"productCA",2,"CS_CMMSSY(7, 5) ||| miscCA(2, 9, 5)","productCA(CS_CMMSSY(7, 5)[,1:6], miscCA(2, 9, 5), c1=5)"
"DPcat",77,"productCA",2,"miscCA(2, 7, 5) ||| miscCA(2, 9, 5)","productCA(miscCA(2, 7, 5), miscCA(2, 9, 5), c1=3)"
"DPcat",78,"productCA",4,"CS_CMMSSY(6, 5) ||| productCA(CS_CMMSSY(6, 5)[, 1:5], CS_CMMSSY(6, 5)[, 1:5], 5) ||| CS_CMMSSY(6, 5) ||| CS_CMMSSY(6, 5)","productCA(CS_CMMSSY(6, 5)[,1:5], productCA(CS_CMMSSY(6, 5)[,1:5], CS_CMMSSY(6, 5)[,1:5], c1=5), c1=5)"
"DPcat",79,"productCA",4,"CS_CMMSSY(6, 5) ||| productCA(CS_CMMSSY(6, 5)[, 1:5], CS_CMMSSY(7, 5)[, 1:6], 5) ||| CS_CMMSSY(6, 5) ||| CS_CMMSSY(7, 5)","productCA(CS_CMMSSY(6, 5)[,1:5], productCA(CS_CMMSSY(6, 5)[,1:5], CS_CMMSSY(7, 5)[,1:6], c1=5), c1=5)"
"DPcat",80,"productCA",4,"CS_CMMSSY(6, 5) ||| productCA(CS_CMMSSY(6, 5)[, 1:5], miscCA(2, 7, 5), 5) ||| CS_CMMSSY(6, 5) ||| miscCA(2, 7, 5)","productCA(CS_CMMSSY(6, 5)[,1:5], productCA(CS_CMMSSY(6, 5)[,1:5], miscCA(2, 7, 5), c1=5), c1=5)"
"DPcat",81,"productCA",4,"CS_CMMSSY(6, 5) ||| productCA(CS_CMMSSY(7, 5)[, 1:6], CS_CMMSSY(7, 5)[, 1:6], 5) ||| CS_CMMSSY(7, 5) ||| CS_CMMSSY(7, 5)","productCA(CS_CMMSSY(6, 5)[,1:5], productCA(CS_CMMSSY(7, 5)[,1:6], CS_CMMSSY(7, 5)[,1:6], c1=5), c1=5)"
"DPcat",82,"productCA",4,"CS_CMMSSY(6, 5) ||| productCA(CS_CMMSSY(7, 5)[, 1:6], miscCA(2, 7, 5), 5) ||| CS_CMMSSY(7, 5) ||| miscCA(2, 7, 5)","productCA(CS_CMMSSY(6, 5)[,1:5], productCA(CS_CMMSSY(7, 5)[,1:6], miscCA(2, 7, 5), c1=5), c1=5)"
"DPcat",83,"productCA",4,"CS_CMMSSY(6, 5) ||| productCA(miscCA(2, 7, 5), miscCA(2, 7, 5), 3) ||| miscCA(2, 7, 5) ||| miscCA(2, 7, 5)","productCA(CS_CMMSSY(6, 5)[,1:5], productCA(miscCA(2, 7, 5), miscCA(2, 7, 5), c1=3), c1=5)"
"DPcat",84,"productCA",4,"CS_CMMSSY(7, 5) ||| productCA(CS_CMMSSY(7, 5)[, 1:6], miscCA(2, 7, 5), 5) ||| CS_CMMSSY(7, 5) ||| miscCA(2, 7, 5)","productCA(CS_CMMSSY(7, 5)[,1:6], productCA(CS_CMMSSY(7, 5)[,1:6], miscCA(2, 7, 5), c1=5), c1=5)"
"DPcat",85,"productCA",4,"CS_CMMSSY(7, 5) ||| productCA(miscCA(2, 7, 5), miscCA(2, 7, 5), 3) ||| miscCA(2, 7, 5) ||| miscCA(2, 7, 5)","productCA(CS_CMMSSY(7, 5)[,1:6], productCA(miscCA(2, 7, 5), miscCA(2, 7, 5), c1=3), c1=5)"
"DPcat",86,"productCA",4,"CS_CMMSSY(6, 5) ||| productCA(miscCA(2, 7, 5), miscCA(2, 9, 5), 3) ||| miscCA(2, 7, 5) ||| miscCA(2, 9, 5)","productCA(CS_CMMSSY(6, 5)[,1:5], productCA(miscCA(2, 7, 5), miscCA(2, 9, 5), c1=3), c1=5)"
