"catalogue","row","construction","n_ingredients","ingredients","code"
"DPcat",204,"productCA",6,"SCA_LCDST(11, 8) ||| productCA(SCA_LCDST(11, 8)[, 1:10], productCA(SCA_LCDST(11, 8)[, 1:10], SCA_LCDST(11, 8)[, 1:10],     c1 = 8), 8) ||| SCA_LCDST(11, 8) ||| productCA(SCA_LCDST(11, 8)[, 1:10], SCA_LCDST(11, 8)[, 1:10], 8) ||| SCA_LCDST(11, 8) ||| SCA_LCDST(11, 8)","productCA(SCA_LCDST(11, 8)[,1:10], productCA(SCA_LCDST(11, 8)[,1:10], productCA(SCA_LCDST(11, 8)[,1:10], SCA_LCDST(11, 8)[,1:10], c1=8), c1=8), c1=8)"
"DPcat",205,"productCA",6,"SCA_LCDST(11, 8) ||| productCA(SCA_LCDST(11, 8)[, 1:10], productCA(SCA_LCDST(11, 8)[, 1:10], CS_CMMSSY(12, 8)[, 1:11],     c1 = 8), 8) ||| SCA_LCDST(11, 8) ||| productCA(SCA_LCDST(11, 8)[, 1:10], CS_CMMSSY(12, 8)[, 1:11], 8) ||| SCA_LCDST(11, 8) ||| CS_CMMSSY(12, 8)","productCA(SCA_LCDST(11, 8)[,1:10], productCA(SCA_LCDST(11, 8)[,1:10], productCA(SCA_LCDST(11, 8)[,1:10], CS_CMMSSY(12, 8)[,1:11], c1=8), c1=8), c1=8)"
"DPcat",206,"productCA",6,"SCA_LCDST(11, 8) ||| productCA(SCA_LCDST(11, 8)[, 1:10], productCA(CS_CMMSSY(12, 8)[, 1:11], CS_CMMSSY(12, 8)[, 1:11],     c1 = 8), 8) ||| SCA_LCDST(11, 8) ||| productCA(CS_CMMSSY(12, 8)[, 1:11], CS_CMMSSY(12, 8)[, 1:11], 8) ||| CS_CMMSSY(12, 8) ||| CS_CMMSSY(12, 8)","productCA(SCA_LCDST(11, 8)[,1:10], productCA(SCA_LCDST(11, 8)[,1:10], productCA(CS_CMMSSY(12, 8)[,1:11], CS_CMMSSY(12, 8)[,1:11], c1=8), c1=8), c1=8)"
"DPcat",207,"productCA",6,"SCA_LCDST(11, 8) ||| productCA(CS_CMMSSY(12, 8)[, 1:11], productCA(CS_CMMSSY(12, 8)[, 1:11], CS_CMMSSY(12, 8)[, 1:11],     c1 = 8), 8) ||| CS_CMMSSY(12, 8) ||| productCA(CS_CMMSSY(12, 8)[, 1:11], CS_CMMSSY(12, 8)[, 1:11], 8) ||| CS_CMMSSY(12, 8) ||| CS_CMMSSY(12, 8)","productCA(SCA_LCDST(11, 8)[,1:10], productCA(CS_CMMSSY(12, 8)[,1:11], productCA(CS_CMMSSY(12, 8)[,1:11], CS_CMMSSY(12, 8)[,1:11], c1=8), c1=8), c1=8)"
"DPcat",208,"productCA",8,"SCA_Bose(8) ||| productCA(SCA_Bose(8)[, 1:8], productCA(SCA_Bose(8)[, 1:8], productCA(SCA_LCDST(11, 8)[, 1:10],     SCA_LCDST(11, 8)[, 1:10], c1 = 8), c1 = 8), 8) ||| SCA_Bose(8) ||| productCA(SCA_Bose(8)[, 1:8], productCA(SCA_LCDST(11, 8)[, 1:10], SCA_LCDST(11, 8)[, 1:10],     c1 = 8), 8) ||| SCA_Bose(8) ||| productCA(SCA_LCDST(11, 8)[, 1:10], SCA_LCDST(11, 8)[, 1:10], 8) ||| SCA_LCDST(11, 8) ||| SCA_LCDST(11, 8)","productCA(SCA_Bose(8)[,1:8], productCA(SCA_Bose(8)[,1:8], productCA(SCA_Bose(8)[,1:8], productCA(SCA_LCDST(11, 8)[,1:10], SCA_LCDST(11, 8)[,1:10], c1=8), c1=8), c1=8), c1=8)"
"DPcat",209,"productCA",2,"CS_CMMSSY(13, 9) ||| CS_CMMSSY(13, 9)","productCA(CS_CMMSSY(13, 9)[,1:12], CS_CMMSSY(13, 9)[,1:12], c1=9)"
"DPcat",210,"productCA",2,"CS_CMMSSY(13, 9) ||| CS_CMMSSY(14, 9)","productCA(CS_CMMSSY(13, 9)[,1:12], CS_CMMSSY(14, 9)[,1:13], c1=9)"
"DPcat",211,"productCA",2,"CS_CMMSSY(14, 9) ||| CS_CMMSSY(14, 9)","productCA(CS_CMMSSY(14, 9)[,1:13], CS_CMMSSY(14, 9)[,1:13], c1=9)"
"DPcat",212,"productCA",2,"CS_CMMSSY(14, 9) ||| CS_CMMSSY(15, 9)","productCA(CS_CMMSSY(14, 9)[,1:13], CS_CMMSSY(15, 9)[,1:14], c1=9)"
"DPcat",213,"productCA",2,"CS_CMMSSY(15, 9) ||| CS_CMMSSY(15, 9)","productCA(CS_CMMSSY(15, 9)[,1:14], CS_CMMSSY(15, 9)[,1:14], c1=9)"
"DPcat",214,"productCA",2,"CS_CMMSSY(15, 9) ||| CS_CMMSSY(16, 9)","productCA(CS_CMMSSY(15, 9)[,1:14], CS_CMMSSY(16, 9)[,1:15], c1=9)"
"DPcat",215,"productCA",2,"CS_CMMSSY(16, 9) ||| CS_CMMSSY(16, 9)","productCA(CS_CMMSSY(16, 9)[,1:15], CS_CMMSSY(16, 9)[,1:15], c1=9)"
"DPcat",216,"productCA",2,"CS_CMMSSY(16, 9) ||| SCA_MS(17, 9)","productCA(CS_CMMSSY(16, 9)[,1:15], SCA_MS(17, 9)[,1:16], c1=9)"
"DPcat",217,"productCA",2,"SCA_MS(17, 9) ||| SCA_MS(17, 9)","productCA(SCA_MS(17, 9)[,1:16], SCA_MS(17, 9)[,1:16], c1=9)"
"DPcat",218,"productCA",4,"SCA_Bose(9) ||| productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12], 9) ||| CS_CMMSSY(13, 9) ||| CS_CMMSSY(13, 9)","productCA(SCA_Bose(9)[,1:9], productCA(CS_CMMSSY(13, 9)[,1:12], CS_CMMSSY(13, 9)[,1:12], c1=9), c1=9)"
"DPcat",219,"productCA",4,"SCA_Bose(9) ||| productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13], 9) ||| CS_CMMSSY(13, 9) ||| CS_CMMSSY(14, 9)","productCA(SCA_Bose(9)[,1:9], productCA(CS_CMMSSY(13, 9)[,1:12], CS_CMMSSY(14, 9)[,1:13], c1=9), c1=9)"
"DPcat",220,"productCA",4,"SCA_Bose(9) ||| productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13], 9) ||| CS_CMMSSY(14, 9) ||| CS_CMMSSY(14, 9)","productCA(SCA_Bose(9)[,1:9], productCA(CS_CMMSSY(14, 9)[,1:13], CS_CMMSSY(14, 9)[,1:13], c1=9), c1=9)"
"DPcat",221,"productCA",4,"CS_CMMSSY(13, 9) ||| productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12], 9) ||| CS_CMMSSY(13, 9) ||| CS_CMMSSY(13, 9)","productCA(CS_CMMSSY(13, 9)[,1:12], productCA(CS_CMMSSY(13, 9)[,1:12], CS_CMMSSY(13, 9)[,1:12], c1=9), c1=9)"
"DPcat",222,"productCA",4,"CS_CMMSSY(13, 9) ||| productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13], 9) ||| CS_CMMSSY(13, 9) ||| CS_CMMSSY(14, 9)","productCA(CS_CMMSSY(13, 9)[,1:12], productCA(CS_CMMSSY(13, 9)[,1:12], CS_CMMSSY(14, 9)[,1:13], c1=9), c1=9)"
"DPcat",223,"productCA",4,"CS_CMMSSY(13, 9) ||| productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13], 9) ||| CS_CMMSSY(14, 9) ||| CS_CMMSSY(14, 9)","productCA(CS_CMMSSY(13, 9)[,1:12], productCA(CS_CMMSSY(14, 9)[,1:13], CS_CMMSSY(14, 9)[,1:13], c1=9), c1=9)"
"DPcat",224,"productCA",4,"CS_CMMSSY(14, 9) ||| productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13], 9) ||| CS_CMMSSY(14, 9) ||| CS_CMMSSY(14, 9)","productCA(CS_CMMSSY(14, 9)[,1:13], productCA(CS_CMMSSY(14, 9)[,1:13], CS_CMMSSY(14, 9)[,1:13], c1=9), c1=9)"
"DPcat",225,"productCA",4,"CS_CMMSSY(14, 9) ||| productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(15, 9)[, 1:14], 9) ||| CS_CMMSSY(14, 9) ||| CS_CMMSSY(15, 9)","productCA(CS_CMMSSY(14, 9)[,1:13], productCA(CS_CMMSSY(14, 9)[,1:13], CS_CMMSSY(15, 9)[,1:14], c1=9), c1=9)"
"DPcat",226,"productCA",4,"CS_CMMSSY(14, 9) ||| productCA(CS_CMMSSY(15, 9)[, 1:14], CS_CMMSSY(15, 9)[, 1:14], 9) ||| CS_CMMSSY(15, 9) ||| CS_CMMSSY(15, 9)","productCA(CS_CMMSSY(14, 9)[,1:13], productCA(CS_CMMSSY(15, 9)[,1:14], CS_CMMSSY(15, 9)[,1:14], c1=9), c1=9)"
"DPcat",227,"productCA",6,"SCA_Bose(9) ||| productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12],     c1 = 9), 9) ||| SCA_Bose(9) ||| productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12], 9) ||| CS_CMMSSY(13, 9) ||| CS_CMMSSY(13, 9)","productCA(SCA_Bose(9)[,1:9], productCA(SCA_Bose(9)[,1:9], productCA(CS_CMMSSY(13, 9)[,1:12], CS_CMMSSY(13, 9)[,1:12], c1=9), c1=9), c1=9)"
"DPcat",228,"productCA",6,"SCA_Bose(9) ||| productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13],     c1 = 9), 9) ||| SCA_Bose(9) ||| productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13], 9) ||| CS_CMMSSY(13, 9) ||| CS_CMMSSY(14, 9)","productCA(SCA_Bose(9)[,1:9], productCA(SCA_Bose(9)[,1:9], productCA(CS_CMMSSY(13, 9)[,1:12], CS_CMMSSY(14, 9)[,1:13], c1=9), c1=9), c1=9)"
"DPcat",229,"productCA",6,"SCA_Bose(9) ||| productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13],     c1 = 9), 9) ||| SCA_Bose(9) ||| productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13], 9) ||| CS_CMMSSY(14, 9) ||| CS_CMMSSY(14, 9)","productCA(SCA_Bose(9)[,1:9], productCA(SCA_Bose(9)[,1:9], productCA(CS_CMMSSY(14, 9)[,1:13], CS_CMMSSY(14, 9)[,1:13], c1=9), c1=9), c1=9)"
"DPcat",230,"productCA",6,"CS_CMMSSY(13, 9) ||| productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12],     c1 = 9), 9) ||| SCA_Bose(9) ||| productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12], 9) ||| CS_CMMSSY(13, 9) ||| CS_CMMSSY(13, 9)","productCA(CS_CMMSSY(13, 9)[,1:12], productCA(SCA_Bose(9)[,1:9], productCA(CS_CMMSSY(13, 9)[,1:12], CS_CMMSSY(13, 9)[,1:12], c1=9), c1=9), c1=9)"
"DPcat",231,"productCA",6,"CS_CMMSSY(13, 9) ||| productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13],     c1 = 9), 9) ||| SCA_Bose(9) ||| productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13], 9) ||| CS_CMMSSY(13, 9) ||| CS_CMMSSY(14, 9)","productCA(CS_CMMSSY(13, 9)[,1:12], productCA(SCA_Bose(9)[,1:9], productCA(CS_CMMSSY(13, 9)[,1:12], CS_CMMSSY(14, 9)[,1:13], c1=9), c1=9), c1=9)"
"DPcat",232,"productCA",6,"CS_CMMSSY(13, 9) ||| productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13],     c1 = 9), 9) ||| SCA_Bose(9) ||| productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13], 9) ||| CS_CMMSSY(14, 9) ||| CS_CMMSSY(14, 9)","productCA(CS_CMMSSY(13, 9)[,1:12], productCA(SCA_Bose(9)[,1:9], productCA(CS_CMMSSY(14, 9)[,1:13], CS_CMMSSY(14, 9)[,1:13], c1=9), c1=9), c1=9)"
"DPcat",233,"productCA",6,"CS_CMMSSY(13, 9) ||| productCA(CS_CMMSSY(13, 9)[, 1:12], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12],     c1 = 9), 9) ||| CS_CMMSSY(13, 9) ||| productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12], 9) ||| CS_CMMSSY(13, 9) ||| CS_CMMSSY(13, 9)","productCA(CS_CMMSSY(13, 9)[,1:12], productCA(CS_CMMSSY(13, 9)[,1:12], productCA(CS_CMMSSY(13, 9)[,1:12], CS_CMMSSY(13, 9)[,1:12], c1=9), c1=9), c1=9)"
"DPcat",234,"productCA",2,"miscCA(2, 4, 10) ||| miscCA(2, 4, 10)","productCA(miscCA(2, 4, 10), miscCA(2, 4, 10), c1=9)"
"DPcat",235,"productCA",2,"miscCA(2, 4, 10) ||| SCA_LCDST(15, 10)","productCA(miscCA(2, 4, 10), SCA_LCDST(15, 10)[,1:14], c1=9)"
"DPcat",236,"productCA",2,"miscCA(2, 4, 10) ||| CS_CMMSSY(16, 10)","productCA(miscCA(2, 4, 10), CS_CMMSSY(16, 10)[,1:15], c1=9)"
"DPcat",237,"productCA",2,"miscCA(2, 4, 10) ||| SCA_MS(17, 10)","productCA(miscCA(2, 4, 10), SCA_MS(17, 10)[,1:16], c1=9)"
"DPcat",238,"productCA",2,"miscCA(2, 4, 10) ||| SCA_MS(18, 10)","productCA(miscCA(2, 4, 10), SCA_MS(18, 10)[,1:17], c1=9)"
"DPcat",239,"productCA",2,"SCA_LCDST(15, 10) ||| SCA_LCDST(15, 10)","productCA(SCA_LCDST(15, 10)[,1:14], SCA_LCDST(15, 10)[,1:14], c1=10)"
"DPcat",240,"productCA",2,"SCA_LCDST(15, 10) ||| CS_CMMSSY(16, 10)","productCA(SCA_LCDST(15, 10)[,1:14], CS_CMMSSY(16, 10)[,1:15], c1=10)"
"DPcat",241,"productCA",2,"CS_CMMSSY(16, 10) ||| CS_CMMSSY(16, 10)","productCA(CS_CMMSSY(16, 10)[,1:15], CS_CMMSSY(16, 10)[,1:15], c1=10)"
"DPcat",242,"productCA",2,"CS_CMMSSY(16, 10) ||| SCA_MS(17, 10)","productCA(CS_CMMSSY(16, 10)[,1:15], SCA_MS(17, 10)[,1:16], c1=10)"
"DPcat",243,"productCA",2,"SCA_MS(17, 10) ||| SCA_MS(17, 10)","productCA(SCA_MS(17, 10)[,1:16], SCA_MS(17, 10)[,1:16], c1=10)"
"DPcat",244,"productCA",2,"SCA_MS(17, 10) ||| SCA_MS(18, 10)","productCA(SCA_MS(17, 10)[,1:16], SCA_MS(18, 10)[,1:17], c1=10)"
"DPcat",245,"productCA",2,"SCA_MS(18, 10) ||| SCA_MS(18, 10)","productCA(SCA_MS(18, 10)[,1:17], SCA_MS(18, 10)[,1:17], c1=10)"
"DPcat",246,"productCA",2,"SCA_MS(18, 10) ||| SCA_MS(19, 10)","productCA(SCA_MS(18, 10)[,1:17], SCA_MS(19, 10)[,1:18], c1=10)"
"DPcat",247,"productCA",2,"SCA_MS(19, 10) ||| SCA_MS(19, 10)","productCA(SCA_MS(19, 10)[,1:18], SCA_MS(19, 10)[,1:18], c1=10)"
"DPcat",248,"productCA",2,"SCA_MS(18, 10) ||| SCA_MS(21, 10)","productCA(SCA_MS(18, 10)[,1:17], SCA_MS(21, 10)[,1:20], c1=10)"
"DPcat",249,"productCA",4,"miscCA(2, 4, 10) ||| productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14], 10) ||| SCA_LCDST(15, 10) ||| SCA_LCDST(15, 10)","productCA(miscCA(2, 4, 10), productCA(SCA_LCDST(15, 10)[,1:14], SCA_LCDST(15, 10)[,1:14], c1=10), c1=9)"
"DPcat",250,"productCA",4,"miscCA(2, 4, 10) ||| productCA(SCA_LCDST(15, 10)[, 1:14], CS_CMMSSY(16, 10)[, 1:15], 10) ||| SCA_LCDST(15, 10) ||| CS_CMMSSY(16, 10)","productCA(miscCA(2, 4, 10), productCA(SCA_LCDST(15, 10)[,1:14], CS_CMMSSY(16, 10)[,1:15], c1=10), c1=9)"
"DPcat",251,"productCA",4,"miscCA(2, 4, 10) ||| productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15], 10) ||| CS_CMMSSY(16, 10) ||| CS_CMMSSY(16, 10)","productCA(miscCA(2, 4, 10), productCA(CS_CMMSSY(16, 10)[,1:15], CS_CMMSSY(16, 10)[,1:15], c1=10), c1=9)"
"DPcat",252,"productCA",4,"miscCA(2, 4, 10) ||| productCA(CS_CMMSSY(16, 10)[, 1:15], SCA_MS(17, 10)[, 1:16], 10) ||| CS_CMMSSY(16, 10) ||| SCA_MS(17, 10)","productCA(miscCA(2, 4, 10), productCA(CS_CMMSSY(16, 10)[,1:15], SCA_MS(17, 10)[,1:16], c1=10), c1=9)"
"DPcat",253,"productCA",4,"SCA_LCDST(15, 10) ||| productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14], 10) ||| SCA_LCDST(15, 10) ||| SCA_LCDST(15, 10)","productCA(SCA_LCDST(15, 10)[,1:14], productCA(SCA_LCDST(15, 10)[,1:14], SCA_LCDST(15, 10)[,1:14], c1=10), c1=10)"
"DPcat",254,"productCA",4,"SCA_LCDST(15, 10) ||| productCA(SCA_LCDST(15, 10)[, 1:14], CS_CMMSSY(16, 10)[, 1:15], 10) ||| SCA_LCDST(15, 10) ||| CS_CMMSSY(16, 10)","productCA(SCA_LCDST(15, 10)[,1:14], productCA(SCA_LCDST(15, 10)[,1:14], CS_CMMSSY(16, 10)[,1:15], c1=10), c1=10)"
"DPcat",255,"productCA",4,"SCA_LCDST(15, 10) ||| productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15], 10) ||| CS_CMMSSY(16, 10) ||| CS_CMMSSY(16, 10)","productCA(SCA_LCDST(15, 10)[,1:14], productCA(CS_CMMSSY(16, 10)[,1:15], CS_CMMSSY(16, 10)[,1:15], c1=10), c1=10)"
"DPcat",256,"productCA",4,"CS_CMMSSY(16, 10) ||| productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15], 10) ||| CS_CMMSSY(16, 10) ||| CS_CMMSSY(16, 10)","productCA(CS_CMMSSY(16, 10)[,1:15], productCA(CS_CMMSSY(16, 10)[,1:15], CS_CMMSSY(16, 10)[,1:15], c1=10), c1=10)"
"DPcat",257,"productCA",4,"CS_CMMSSY(16, 10) ||| productCA(CS_CMMSSY(16, 10)[, 1:15], SCA_MS(17, 10)[, 1:16], 10) ||| CS_CMMSSY(16, 10) ||| SCA_MS(17, 10)","productCA(CS_CMMSSY(16, 10)[,1:15], productCA(CS_CMMSSY(16, 10)[,1:15], SCA_MS(17, 10)[,1:16], c1=10), c1=10)"
"DPcat",258,"productCA",4,"CS_CMMSSY(16, 10) ||| productCA(SCA_MS(17, 10)[, 1:16], SCA_MS(17, 10)[, 1:16], 10) ||| SCA_MS(17, 10) ||| SCA_MS(17, 10)","productCA(CS_CMMSSY(16, 10)[,1:15], productCA(SCA_MS(17, 10)[,1:16], SCA_MS(17, 10)[,1:16], c1=10), c1=10)"
"DPcat",259,"productCA",4,"SCA_MS(17, 10) ||| productCA(SCA_MS(17, 10)[, 1:16], SCA_MS(17, 10)[, 1:16], 10) ||| SCA_MS(17, 10) ||| SCA_MS(17, 10)","productCA(SCA_MS(17, 10)[,1:16], productCA(SCA_MS(17, 10)[,1:16], SCA_MS(17, 10)[,1:16], c1=10), c1=10)"
"DPcat",260,"productCA",4,"SCA_MS(17, 10) ||| productCA(SCA_MS(17, 10)[, 1:16], SCA_MS(18, 10)[, 1:17], 10) ||| SCA_MS(17, 10) ||| SCA_MS(18, 10)","productCA(SCA_MS(17, 10)[,1:16], productCA(SCA_MS(17, 10)[,1:16], SCA_MS(18, 10)[,1:17], c1=10), c1=10)"
"DPcat",261,"productCA",4,"SCA_MS(17, 10) ||| productCA(SCA_MS(18, 10)[, 1:17], SCA_MS(18, 10)[, 1:17], 10) ||| SCA_MS(18, 10) ||| SCA_MS(18, 10)","productCA(SCA_MS(17, 10)[,1:16], productCA(SCA_MS(18, 10)[,1:17], SCA_MS(18, 10)[,1:17], c1=10), c1=10)"
"DPcat",262,"productCA",4,"SCA_MS(18, 10) ||| productCA(SCA_MS(18, 10)[, 1:17], SCA_MS(18, 10)[, 1:17], 10) ||| SCA_MS(18, 10) ||| SCA_MS(18, 10)","productCA(SCA_MS(18, 10)[,1:17], productCA(SCA_MS(18, 10)[,1:17], SCA_MS(18, 10)[,1:17], c1=10), c1=10)"
"DPcat",263,"productCA",6,"miscCA(2, 4, 10) ||| productCA(SCA_LCDST(15, 10)[, 1:14], productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14],     c1 = 10), 10) ||| SCA_LCDST(15, 10) ||| productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14], 10) ||| SCA_LCDST(15, 10) ||| SCA_LCDST(15, 10)","productCA(miscCA(2, 4, 10), productCA(SCA_LCDST(15, 10)[,1:14], productCA(SCA_LCDST(15, 10)[,1:14], SCA_LCDST(15, 10)[,1:14], c1=10), c1=10), c1=9)"
"DPcat",264,"productCA",6,"miscCA(2, 4, 10) ||| productCA(SCA_LCDST(15, 10)[, 1:14], productCA(SCA_LCDST(15, 10)[, 1:14], CS_CMMSSY(16, 10)[, 1:15],     c1 = 10), 10) ||| SCA_LCDST(15, 10) ||| productCA(SCA_LCDST(15, 10)[, 1:14], CS_CMMSSY(16, 10)[, 1:15], 10) ||| SCA_LCDST(15, 10) ||| CS_CMMSSY(16, 10)","productCA(miscCA(2, 4, 10), productCA(SCA_LCDST(15, 10)[,1:14], productCA(SCA_LCDST(15, 10)[,1:14], CS_CMMSSY(16, 10)[,1:15], c1=10), c1=10), c1=9)"
"DPcat",265,"productCA",6,"miscCA(2, 4, 10) ||| productCA(SCA_LCDST(15, 10)[, 1:14], productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15],     c1 = 10), 10) ||| SCA_LCDST(15, 10) ||| productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15], 10) ||| CS_CMMSSY(16, 10) ||| CS_CMMSSY(16, 10)","productCA(miscCA(2, 4, 10), productCA(SCA_LCDST(15, 10)[,1:14], productCA(CS_CMMSSY(16, 10)[,1:15], CS_CMMSSY(16, 10)[,1:15], c1=10), c1=10), c1=9)"
"DPcat",266,"productCA",6,"miscCA(2, 4, 10) ||| productCA(CS_CMMSSY(16, 10)[, 1:15], productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15],     c1 = 10), 10) ||| CS_CMMSSY(16, 10) ||| productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15], 10) ||| CS_CMMSSY(16, 10) ||| CS_CMMSSY(16, 10)","productCA(miscCA(2, 4, 10), productCA(CS_CMMSSY(16, 10)[,1:15], productCA(CS_CMMSSY(16, 10)[,1:15], CS_CMMSSY(16, 10)[,1:15], c1=10), c1=10), c1=9)"
"DPcat",267,"productCA",6,"SCA_LCDST(15, 10) ||| productCA(SCA_LCDST(15, 10)[, 1:14], productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14],     c1 = 10), 10) ||| SCA_LCDST(15, 10) ||| productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14], 10) ||| SCA_LCDST(15, 10) ||| SCA_LCDST(15, 10)","productCA(SCA_LCDST(15, 10)[,1:14], productCA(SCA_LCDST(15, 10)[,1:14], productCA(SCA_LCDST(15, 10)[,1:14], SCA_LCDST(15, 10)[,1:14], c1=10), c1=10), c1=10)"
"DPcat",268,"productCA",2,"SCA_LCDST(16, 11) ||| SCA_LCDST(16, 11)","productCA(SCA_LCDST(16, 11)[,1:15], SCA_LCDST(16, 11)[,1:15], c1=11)"
"DPcat",269,"productCA",2,"SCA_LCDST(16, 11) ||| SCA_LCDST(17, 11)","productCA(SCA_LCDST(16, 11)[,1:15], SCA_LCDST(17, 11)[,1:16], c1=11)"
"DPcat",270,"productCA",2,"SCA_LCDST(17, 11) ||| SCA_LCDST(17, 11)","productCA(SCA_LCDST(17, 11)[,1:16], SCA_LCDST(17, 11)[,1:16], c1=11)"
"DPcat",271,"productCA",2,"SCA_LCDST(17, 11) ||| SCA_MS(18, 11)","productCA(SCA_LCDST(17, 11)[,1:16], SCA_MS(18, 11)[,1:17], c1=11)"
"DPcat",272,"productCA",2,"SCA_MS(18, 11) ||| SCA_MS(18, 11)","productCA(SCA_MS(18, 11)[,1:17], SCA_MS(18, 11)[,1:17], c1=11)"
"DPcat",273,"productCA",2,"SCA_MS(18, 11) ||| SCA_MS(19, 11)","productCA(SCA_MS(18, 11)[,1:17], SCA_MS(19, 11)[,1:18], c1=11)"
"DPcat",274,"productCA",2,"SCA_MS(19, 11) ||| SCA_MS(19, 11)","productCA(SCA_MS(19, 11)[,1:18], SCA_MS(19, 11)[,1:18], c1=11)"
"DPcat",275,"productCA",2,"SCA_MS(19, 11) ||| SCA_MS(20, 11)","productCA(SCA_MS(19, 11)[,1:18], SCA_MS(20, 11)[,1:19], c1=11)"
"DPcat",276,"productCA",2,"SCA_MS(20, 11) ||| SCA_MS(20, 11)","productCA(SCA_MS(20, 11)[,1:19], SCA_MS(20, 11)[,1:19], c1=11)"
"DPcat",277,"productCA",2,"SCA_MS(20, 11) ||| SCA_MS(21, 11)","productCA(SCA_MS(20, 11)[,1:19], SCA_MS(21, 11)[,1:20], c1=11)"
"DPcat",278,"productCA",2,"SCA_MS(21, 11) ||| SCA_MS(21, 11)","productCA(SCA_MS(21, 11)[,1:20], SCA_MS(21, 11)[,1:20], c1=11)"
"DPcat",279,"productCA",4,"SCA_Bose(11) ||| productCA(SCA_LCDST(16, 11)[, 1:15], SCA_LCDST(16, 11)[, 1:15], 11) ||| SCA_LCDST(16, 11) ||| SCA_LCDST(16, 11)","productCA(SCA_Bose(11)[,1:11], productCA(SCA_LCDST(16, 11)[,1:15], SCA_LCDST(16, 11)[,1:15], c1=11), c1=11)"
"DPcat",280,"productCA",4,"SCA_Bose(11) ||| productCA(SCA_LCDST(16, 11)[, 1:15], SCA_LCDST(17, 11)[, 1:16], 11) ||| SCA_LCDST(16, 11) ||| SCA_LCDST(17, 11)","productCA(SCA_Bose(11)[,1:11], productCA(SCA_LCDST(16, 11)[,1:15], SCA_LCDST(17, 11)[,1:16], c1=11), c1=11)"
