"key","tier","family"
"2 22 31 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 32 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 33 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 34 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 35 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 36 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 37 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 38 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 39 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 40 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 41 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 42 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 43 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 54 Fix 6 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 7 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 8 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 9 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 10 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 11 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 12 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 13 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 16 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 17 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 18 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 25 orthogonal array fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 26 orthogonal array fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 27 orthogonal array fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 28 orthogonal array fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 553 Raaphorst-Moura-Stevens fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 651 Raaphorst-Moura-Stevens fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 22 757 Raaphorst-Moura-Stevens fuse fuse fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"4 22 6 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 22 7 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 22 8 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 22 9 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 22 10 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 22 11 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 22 12 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"5 22 7 Add a symbol","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 26 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 27 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 28 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 29 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 30 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 31 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 32 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 34 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 35 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 36 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 37 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 38 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 39 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 40 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 41 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 23 42 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 23 25 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 23 26 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 23 27 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 23 28 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 23 553 Raaphorst-Moura-Stevens","TERMINAL_CLAIMED","terminal (search or published array)"
"3 23 651 Raaphorst-Moura-Stevens fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 23 757 Raaphorst-Moura-Stevens fuse fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 9 orthogonal array","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 10 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 11 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 12 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 13 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 16 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 20 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 22 orthogonal array fuse postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 28 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 29 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 30 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 31 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 32 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 33 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 34 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 35 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 37 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 38 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 39 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 40 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 41 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 24 42 Add a symbol (binary)","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 6 orthogonal array (Ji-Yin)","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 13 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 14 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 15 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 27 orthogonal array fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 28 orthogonal array fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 29 orthogonal array fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 30 orthogonal array fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 31 orthogonal array fuse fuse fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 32 orthogonal array fuse fuse fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 651 Raaphorst-Moura-Stevens fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 757 Raaphorst-Moura-Stevens fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 24 871 Raaphorst-Moura-Stevens fuse fuse fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"4 24 6 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 24 7 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 24 8 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 24 9 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 24 10 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 24 11 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 24 12 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"5 24 7 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 24 8 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 24 9 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 24 8 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 24 9 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 24 10 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 24 11 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 28 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 29 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 30 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 31 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 32 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 33 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 34 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 35 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 36 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 37 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 38 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 39 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 40 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 41 Add a symbol (binary)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 25 50 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"3 25 30 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 25 32 orthogonal array fuse fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 25 651 Raaphorst-Moura-Stevens","TERMINAL_CLAIMED","terminal (search or published array)"
"3 25 757 Raaphorst-Moura-Stevens fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 25 871 Raaphorst-Moura-Stevens fuse fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 25 993 Raaphorst-Moura-Stevens fuse fuse fuse fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
