"family","entries","share"
"Power N-CT43^2T26",1,0.01
"Power N-CT43^2T8T1",1,0.01
"Power N-CT43^2T9T1",1,0.01
"Power N-CT47^2+3",1,0.01
"Power N-CT47^2Arc(2)T17",1,0.01
"Power N-CT47^2Arc(2)T8",1,0.01
"Power N-CT47^2T12",1,0.01
"Power N-CT47^2T14T3",1,0.01
"Power N-CT47^2T17",1,0.01
"Power N-CT47^2T17T1",1,0.01
"Power N-CT47^2T21",1,0.01
"Power N-CT47^2T27",1,0.01
"Power N-CT47^2T28",1,0.01
"Power N-CT47^2T29",1,0.01
"Power N-CT47^2T3T3",1,0.01
"Power N-CT47^2T8T1",1,0.01
"Power N-CT47^2T8T2",1,0.01
"Power N-CT47^2Trin1,2,8",1,0.01
"Power N-CT53^2Arc(9)T10",1,0.01
"Power N-CT53^2Arc(9)T11",1,0.01
"Power N-CT53^2Arc(9)T2",1,0.01
"Power N-CT53^2Arc(9)T6",1,0.01
"Power N-CT53^2Arc(9)T8",1,0.01
"Power N-CT53^2T11",1,0.01
"Power N-CT53^2T14",1,0.01
"Power N-CT53^2T6",1,0.01
"Power N-CT53^2T9T2",1,0.01
"Power N-CT59^2",1,0.01
"Power N-CT59^2T15T4",1,0.01
"Power N-CT59^2T15T5",1,0.01
"Power N-CT59^2T2T2",1,0.01
"Power N-CT59^2T4",1,0.01
"Power N-CT59^2T6",1,0.01
"Power N-CT59^2T6T2",1,0.01
"Power N-CT59^2Trin2,2,2",1,0.01
"Power N-CT61^2Arc(9)T11",1,0.01
"Power N-CT61^2Arc(9)T13",1,0.01
"Power N-CT61^2Arc(9)T16",1,0.01
"Power N-CT61^2Arc(9)T2",1,0.01
"Power N-CT61^2Arc(9)T24",1,0.01
"Power N-CT61^2Arc(9)T25",1,0.01
"Power N-CT61^2Arc(9)T6",1,0.01
"Power N-CT61^2Arc(9)T7",1,0.01
"Power N-CT61^2Arc(9)T8",1,0.01
"Power N-CT61^2T12",1,0.01
"Power N-CT61^2T13",1,0.01
"Power N-CT61^2T17",1,0.01
"Power N-CT61^2T4",1,0.01
"Power N-CT61^2T7",1,0.01
"Power N-CT67^2Arc(6)T7",1,0.01
"Power N-CT67^2T11",1,0.01
"Power N-CT67^2T2",1,0.01
"Power N-CT67^2T2T2",1,0.01
"Power N-CT67^2T7T2",1,0.01
"Power N-CT67^2T7T7",1,0.01
"Power N-CT67^2Trin2,2,2",1,0.01
"Power N-CT67^2Trin2,2,7",1,0.01
"Power N-CT67^2Trin2,7,7",1,0.01
"Power N-CT67^2Trin6,7,7",1,0.01
"Power N-CT67^2Trin7,7,12",1,0.01
"Power N-CT67^2Trin7,7,7",1,0.01
"Power N-CT71^2Arc(2)T15",1,0.01
"Power N-CT71^2Arc(3)T15",1,0.01
"Power N-CT71^2Arc(9)T10",1,0.01
"Power N-CT71^2Arc(9)T11",1,0.01
"Power N-CT71^2Arc(9)T16",1,0.01
"Power N-CT71^2Arc(9)T2",1,0.01
"Power N-CT71^2Arc(9)T20",1,0.01
"Power N-CT71^2Arc(9)T9",1,0.01
"Power N-CT71^2T15T1",1,0.01
"Power N-CT71^2T15T3",1,0.01
"Power N-CT71^2Trin1,3,15",1,0.01
"Power N-CT73^2Arc(2)T12",1,0.01
"Power N-CT73^2Arc(2)T4",1,0.01
"Power N-CT73^2Arc(2)T9",1,0.01
"Power N-CT73^2Arc(3)T12",1,0.01
"Power N-CT73^2Arc(3)T4",1,0.01
"Power N-CT73^2Arc(4)T12",1,0.01
"Power N-CT73^2Arc(4)T4",1,0.01
"Power N-CT73^2T11T7",1,0.01
"Power N-CT73^2T11T8",1,0.01
"Power N-CT73^2T12",1,0.01
"Power N-CT73^2T12S12",1,0.01
"Power N-CT73^2T12T1",1,0.01
"Power N-CT73^2T12T4",1,0.01
"Power N-CT73^2T12T9",1,0.01
"Power N-CT73^2T15S12",1,0.01
"Power N-CT73^2T19S11",1,0.01
"Power N-CT73^2T19S12",1,0.01
"Power N-CT73^2T26S12",1,0.01
"Power N-CT73^2T27S12",1,0.01
"Power N-CT73^2T4",1,0.01
"Power N-CT73^2T4T1",1,0.01
"Power N-CT73^2T4T4",1,0.01
"Power N-CT73^2T8S12",1,0.01
"Power N-CT73^2T8T7",1,0.01
"Power N-CT73^2T8T8",1,0.01
"Power N-CT73^2T9T1",1,0.01
"Power N-CT73^2Trin1,4,12",1,0.01
"Power N-CT73^2Trin1,4,4",1,0.01
"Power N-CT73^2Trin1,9,12",1,0.01
"Power N-CT73^2Trin4,4,12",1,0.01
"Power N-CT73^2Trin4,4,4",1,0.01
"Power N-CT73^2Trin7,7,8",1,0.01
"Power N-CT73^2Trin7,8,8",1,0.01
"Power N-CT79^2",1,0.01
"Power N-CT79^2Arc(9)T10",1,0.01
"Power N-CT79^2Arc(9)T11",1,0.01
"Power N-CT79^2Arc(9)T12",1,0.01
"Power N-CT79^2Arc(9)T18",1,0.01
"Power N-CT79^2Arc(9)T2",1,0.01
"Power N-CT79^2Arc(9)T20",1,0.01
"Power N-CT79^2Arc(9)T25",1,0.01
"Power N-CT79^2Arc(9)T27",1,0.01
"Power N-CT79^2T11",1,0.01
"Power N-CT79^2T13T2",1,0.01
"Power N-CT79^2T14T2",1,0.01
"Power N-CT79^2T38",1,0.01
"Power N-CT79^2T4",1,0.01
"Power N-CT79^2T4T2",1,0.01
"Power N-CT79^2T4T4",1,0.01
"Power N-CT79^2T5T5",1,0.01
"Power N-CT79^2T7T2",1,0.01
"Power N-CT79^2T9",1,0.01
"Power N-CT79^2T9T2",1,0.01
"Power N-CT79^2Trin2,2,13",1,0.01
"Power N-CT79^2Trin2,2,14",1,0.01
"Power N-CT79^2Trin2,2,4",1,0.01
"Power N-CT79^2Trin2,2,7",1,0.01
"Power N-CT79^2Trin2,4,4",1,0.01
"Power N-CT79^2Trin4,4,4",1,0.01
"Power N-CT83^2+3",1,0.01
"Power N-CT83^2Arc(2)T5",1,0.01
"Power N-CT83^2Arc(2)T9",1,0.01
"Power N-CT83^2Arc(3)T5",1,0.01
"Power N-CT83^2Arc(4)T5",1,0.01
"Power N-CT83^2Arc(9)T2",1,0.01
"Power N-CT83^2Arc(9)T9",1,0.01
"Power N-CT83^2T1",1,0.01
"Power N-CT83^2T11",1,0.01
"Power N-CT83^2T16T1",1,0.01
"Power N-CT83^2T18",1,0.01
"Power N-CT83^2T3",1,0.01
"Power N-CT83^2T4",1,0.01
"Power N-CT83^2T5T1",1,0.01
"Power N-CT83^2T9T1",1,0.01
"Power N-CT89^2+1",1,0.01
"Power N-CT89^2Arc(2)T19",1,0.01
"Power N-CT89^2Arc(2)T6",1,0.01
"Power N-CT89^2Arc(3)T19",1,0.01
"Power N-CT89^2Arc(3)T6",1,0.01
"Power N-CT89^2Arc(4)T19",1,0.01
"Power N-CT89^2Arc(4)T6",1,0.01
"Power N-CT89^2Arc(5)T19",1,0.01
"Power N-CT89^2Arc(5)T6",1,0.01
"Power N-CT89^2Arc(6)T19",1,0.01
"Power N-CT89^2Arc(6)T6",1,0.01
"Power N-CT89^2Arc(9)T12",1,0.01
"Power N-CT89^2Arc(9)T19",1,0.01
"Power N-CT89^2Arc(9)T2",1,0.01
"Power N-CT89^2T1",1,0.01
"Power N-CT89^2T15",1,0.01
"Power N-CT89^2T1T1",1,0.01
"Power N-CT89^2T23T3",1,0.01
"Power N-CT89^2T24",1,0.01
"Power N-CT89^2T24T3",1,0.01
"Power N-CT89^2T3",1,0.01
"Power N-CT89^2T3T3",1,0.01
"Power N-CT89^2T4",1,0.01
"Power N-CT89^2T4T4",1,0.01
"Power N-CT89^2T6T1",1,0.01
"Power N-CT89^2T9",1,0.01
"Power N-CT89^2Trin3,3,23",1,0.01
"Power N-CT89^2Trin3,3,3",1,0.01
"Power N-CT97^2T17",1,0.01
"Power N-CT97^2T1T1",1,0.01
"Power N-CT97^2T29",1,0.01
"Power N-CT97^2T3T3",1,0.01
"Power N-CT97^2T5",1,0.01
"Power N-CT97^2T5T5",1,0.01
"Power N-CT97^2T7T7",1,0.01
"Power N-CT97^2Trin3,3,3",1,0.01
"Power N-CT97^2Trin3,3,6",1,0.01
"Power N-CT97^2Trin3,3,9",1,0.01
"Power N-CT97^2Trin3,6,6",1,0.01
"Power N-CT97^2Trin5,5,5",1,0.01
"SAT Local Search",1,0.01
"Sloane",1,0.01
"Special",1,0.01
"double proj",1,0.01
"perfect hash family13,10609,103T4",1,0.01
"perfect hash family13,10609,103T7",1,0.01
"perfect hash family13,11449,107T11",1,0.01
"perfect hash family13,11449,107T15",1,0.01
"perfect hash family13,11449,107T41",1,0.01
"perfect hash family13,11449,107T42",1,0.01
"perfect hash family13,5329,73T14",1,0.01
"perfect hash family13,5329,73T21",1,0.01
"perfect hash family13,5329,73T23",1,0.01
"perfect hash family13,5329,73T9",1,0.01
"perfect hash family13,5331,75",1,0.01
"perfect hash family13,5333,77",1,0.01
"perfect hash family13,6241,79T4",1,0.01
"perfect hash family13,6244,82",1,0.01
"perfect hash family13,6889,83S2",1,0.01
"perfect hash family13,6889,83S3",1,0.01
"perfect hash family13,6889,83S4",1,0.01
"perfect hash family13,6889,83S5",1,0.01
"perfect hash family13,6889,83S6",1,0.01
"perfect hash family13,6889,83S7",1,0.01
"perfect hash family13,6889,83S8",1,0.01
"perfect hash family13,6889,83T1",1,0.01
"perfect hash family13,6890,84",1,0.01
"perfect hash family13,7921,89",1,0.01
"perfect hash family13,7921,89T5",1,0.01
"perfect hash family13,7921,89T7",1,0.01
"perfect hash family13,7926,94",1,0.01
"perfect hash family13,9409,97T13",1,0.01
"perfect hash family13,9409,97T15",1,0.01
"perfect hash family13,9409,97T8",1,0.01
"perfect hash family13,9410,98",1,0.01
"perfect hash family14,2209,47S2",1,0.01
"perfect hash family14,2209,47T1",1,0.01
"perfect hash family14,2212,50",1,0.01
"perfect hash family14,3481,59",1,0.01
"perfect hash family14,3481,59T13",1,0.01
"perfect hash family14,3481,59T7",1,0.01
"perfect hash family14,3481,59T9",1,0.01
"perfect hash family14,3725,65",1,0.01
"perfect hash family16,289,17,c",1,0.01
"perfect hash family2,34,18T12",1,0.01
"perfect hash family2,364,183T177",1,0.01
"perfect hash family2,760,381T361",1,0.01
"perfect hash family2,760,381T363",1,0.01
"perfect hash family2,760,381T375",1,0.01
"perfect hash family2,760,381T376",1,0.01
"perfect hash family2,760,381T377",1,0.01
"perfect hash family20,2116,23T10",1,0.01
"perfect hash family20,2116,23T3",1,0.01
"perfect hash family20,2116,23T4",1,0.01
"perfect hash family20,2116,23T5",1,0.01
"perfect hash family20,2116,23T6",1,0.01
"perfect hash family20,2116,23T7",1,0.01
"perfect hash family20,2116,23T8",1,0.01
"perfect hash family20,2116,23T9",1,0.01
"perfect hash family3,1017,679T146",1,0.01
"perfect hash family3,1017,679T150",1,0.01
"perfect hash family3,1017,679T155",1,0.01
"perfect hash family3,1017,679T65",1,0.01
"perfect hash family3,1018,680",1,0.01
"perfect hash family3,1032,689T121",1,0.01
"perfect hash family3,1032,689T143",1,0.01
"perfect hash family3,1032,689T147",1,0.01
"perfect hash family3,1033,690",1,0.01
"perfect hash family3,1074,717T54",1,0.01
"perfect hash family3,1074,717T97",1,0.01
"perfect hash family3,1075,718",1,0.01
"perfect hash family3,1080,721",1,0.01
"perfect hash family3,1080,721T101",1,0.01
"perfect hash family3,1080,721T3",1,0.01
"perfect hash family3,1080,721T58",1,0.01
"perfect hash family3,1092,729T196",1,0.01
"perfect hash family3,1092,729T200",1,0.01
"perfect hash family3,1092,729T205",1,0.01
"perfect hash family3,1092,729T49",1,0.01
"perfect hash family3,1093,730",1,0.01
"perfect hash family3,1131,755",1,0.01
"perfect hash family3,1131,755T187",1,0.01
"perfect hash family3,1131,755T209",1,0.01
"perfect hash family3,1131,755T213",1,0.01
"perfect hash family3,1131,755T65",1,0.01
"perfect hash family3,1224,817T249",1,0.01
"perfect hash family3,1224,817T271",1,0.01
"perfect hash family3,1224,817T275",1,0.01
"perfect hash family3,1224,817T62",1,0.01
"perfect hash family3,1225,818",1,0.01
"perfect hash family3,1239,827",1,0.01
"perfect hash family3,1239,827T294",1,0.01
"perfect hash family3,1239,827T298",1,0.01
"perfect hash family3,1239,827T303",1,0.01
"perfect hash family3,1239,827T322",1,0.01
"perfect hash family3,1239,827T97",1,0.01
"perfect hash family3,1855,104",1,0.01
"perfect hash family3,2906,122T18",1,0.01
"perfect hash family3,2978,123S3",1,0.01
"perfect hash family3,3125,125T21",1,0.01
"perfect hash family3,850,568",1,0.01
"perfect hash family3,928,620",1,0.01
"perfect hash family3,942,629T61",1,0.01
"perfect hash family3,942,629T83",1,0.01
"perfect hash family3,942,629T87",1,0.01
"perfect hash family3,993,663",1,0.01
"perfect hash family3,993,663T43",1,0.01
"perfect hash family32,512,16T2",1,0.01
"perfect hash family32,512,16T3",1,0.01
"perfect hash family32,512,16T4",1,0.01
"perfect hash family32,513,17,c",1,0.01
"perfect hash family32,514,18",1,0.01
"perfect hash family4,1034,640",1,0.01
"perfect hash family4,1034,640T90",1,0.01
"perfect hash family4,1168,720",1,0.01
"perfect hash family4,1168,720T80",1,0.01
"perfect hash family4,243,156",1,0.01
"perfect hash family4,283,180",1,0.01
"perfect hash family4,285,181",1,0.01
"perfect hash family4,285,181T1",1,0.01
"perfect hash family4,3125,625T142",1,0.01
"perfect hash family4,3125,625T145",1,0.01
"perfect hash family4,3125,625T180",1,0.01
"perfect hash family4,3125,625T217",1,0.01
"perfect hash family4,3125,625T218",1,0.01
"perfect hash family4,3125,625T220",1,0.01
"perfect hash family4,3125,625T225",1,0.01
"perfect hash family4,3125,625T251",1,0.01
"perfect hash family4,3125,625T267",1,0.01
"perfect hash family4,3125,625T353",1,0.01
"perfect hash family4,3125,625T354",1,0.01
"perfect hash family4,3125,625T364",1,0.01
"perfect hash family4,3125,625T388",1,0.01
"perfect hash family4,3125,625T5",1,0.01
"perfect hash family4,3125,625T57",1,0.01
"perfect hash family4,3125,625T70",1,0.01
"perfect hash family4,3125,625T83",1,0.01
"perfect hash family4,328,208T63",1,0.01
"perfect hash family4,328,208T67",1,0.01
"perfect hash family4,332,210T54",1,0.01
"perfect hash family4,353,224",1,0.01
"perfect hash family4,353,224T14",1,0.01
"perfect hash family4,375,237",1,0.01
"perfect hash family4,375,237T56",1,0.01
"perfect hash family4,375,237T57",1,0.01
"perfect hash family4,396,250T48",1,0.01
"perfect hash family4,396,250T50",1,0.01
"perfect hash family4,560,350",1,0.01
"perfect hash family4,7776,1296T296",1,0.01
"perfect hash family4,7776,1296T382",1,0.01
"perfect hash family4,884,547T137",1,0.01
"perfect hash family4,887,550",1,0.01
"perfect hash family5,1358,550",1,0.01
"perfect hash family5,1775,639T89",1,0.01
"perfect hash family5,1776,640",1,0.01
"perfect hash family5,2000,720",1,0.01
"perfect hash family5,2000,720T80",1,0.01
"perfect hash family5,335,156",1,0.01
"perfect hash family5,345,157S3",1,0.01
"perfect hash family5,345,157S4",1,0.01
"perfect hash family5,395,180",1,0.01
"perfect hash family5,405,181",1,0.01
"perfect hash family5,405,181S2",1,0.01
"perfect hash family5,405,181S3",1,0.01
"perfect hash family5,405,181S4",1,0.01
"perfect hash family5,405,181T1",1,0.01
"perfect hash family5,429,193",1,0.01
"perfect hash family5,431,195",1,0.01
"perfect hash family5,440,196S2",1,0.01
"perfect hash family5,440,196S3",1,0.01
"perfect hash family5,440,196S4",1,0.01
"perfect hash family5,475,207T51",1,0.01
"perfect hash family5,475,207T57",1,0.01
"perfect hash family5,475,207T60",1,0.01
"perfect hash family5,475,207T62",1,0.01
"perfect hash family5,475,207T66",1,0.01
"perfect hash family5,478,210",1,0.01
"perfect hash family5,515,223T42",1,0.01
"perfect hash family5,515,223T43",1,0.01
"perfect hash family5,530,236",1,0.01
"perfect hash family5,540,237",1,0.01
"perfect hash family5,550,238S4",1,0.01
"perfect hash family5,550,238T43",1,0.01
"perfect hash family5,550,238T45",1,0.01
"perfect hash family5,620,268",1,0.01
"perfect hash family5,866,350",1,0.01
"perfect hash family6,2086,550",1,0.01
"perfect hash family6,2536,639T89",1,0.01
"perfect hash family6,2560,640",1,0.01
"perfect hash family6,541,181",1,0.01
"perfect hash family9,11449,107T10",1,0.01
"perfect hash family9,11449,107T12",1,0.01
"perfect hash family9,11881,109T16",1,0.01
"perfect hash family9,11881,109T29",1,0.01
"perfect hash family9,12769,113T22",1,0.01
"perfect hash family9,12769,113T25",1,0.01
"perfect hash family9,12769,113T31",1,0.01
"perfect hash family9,12769,113T35",1,0.01
"perfect hash family9,12769,113T36",1,0.01
"perfect hash family9,12769,113T43",1,0.01
"perfect hash family9,14986,126T46",1,0.01
"perfect hash family9,5333,77",1,0.01
"perfect hash family9,7925,93",1,0.01
"perfect hash family9,7927,95",1,0.01
"perfect hash family9,8536,96S4",1,0.01
"perfect hash family9,8536,96S5",1,0.01
"perfect hash family9,8536,96S6",1,0.01
"perfect hash family9,8536,96S7",1,0.01
"tower",1,0.01
