"catalogue","cat_row","t","v","k","N","canon_code"
"DPcat",232,2,9,18252,385,"productCA(CS_CMMSSY(13, 9)[, 1:12], productCA(SCA_Bose(9)[, 1:9],      productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13],          c1 = 9), c1 = 9), c1 = 9)"
"DPcat",233,2,9,20736,393,"productCA(CS_CMMSSY(13, 9)[, 1:12], productCA(CS_CMMSSY(13, 9)[,      1:12], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13,      9)[, 1:12], c1 = 9), c1 = 9), c1 = 9)"
"DPcat",234,2,10,16,190,"productCA(miscCA(2, 4, 10), miscCA(2, 4, 10), c1 = 9)"
"DPcat",235,2,10,56,226,"productCA(miscCA(2, 4, 10), SCA_LCDST(15, 10)[, 1:14], c1 = 9)"
"DPcat",236,2,10,60,235,"productCA(miscCA(2, 4, 10), CS_CMMSSY(16, 10)[, 1:15], c1 = 9)"
"DPcat",237,2,10,64,244,"productCA(miscCA(2, 4, 10), SCA_MS(17, 10)[, 1:16], c1 = 9)"
"DPcat",238,2,10,68,253,"productCA(miscCA(2, 4, 10), SCA_MS(18, 10)[, 1:17], c1 = 9)"
"DPcat",239,2,10,196,262,"productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14],      c1 = 10)"
"DPcat",240,2,10,210,271,"productCA(SCA_LCDST(15, 10)[, 1:14], CS_CMMSSY(16, 10)[, 1:15],      c1 = 10)"
"DPcat",241,2,10,225,280,"productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15],      c1 = 10)"
"DPcat",242,2,10,240,289,"productCA(CS_CMMSSY(16, 10)[, 1:15], SCA_MS(17, 10)[, 1:16],      c1 = 10)"
"DPcat",243,2,10,256,298,"productCA(SCA_MS(17, 10)[, 1:16], SCA_MS(17, 10)[, 1:16], c1 = 10)"
"DPcat",244,2,10,272,307,"productCA(SCA_MS(17, 10)[, 1:16], SCA_MS(18, 10)[, 1:17], c1 = 10)"
"DPcat",245,2,10,289,316,"productCA(SCA_MS(18, 10)[, 1:17], SCA_MS(18, 10)[, 1:17], c1 = 10)"
"DPcat",246,2,10,306,325,"productCA(SCA_MS(18, 10)[, 1:17], SCA_MS(19, 10)[, 1:18], c1 = 10)"
"DPcat",247,2,10,324,334,"productCA(SCA_MS(19, 10)[, 1:18], SCA_MS(19, 10)[, 1:18], c1 = 10)"
"DPcat",248,2,10,340,343,"productCA(SCA_MS(18, 10)[, 1:17], SCA_MS(21, 10)[, 1:20], c1 = 10)"
"DPcat",249,2,10,784,352,"productCA(miscCA(2, 4, 10), productCA(SCA_LCDST(15, 10)[, 1:14],      SCA_LCDST(15, 10)[, 1:14], c1 = 10), c1 = 9)"
"DPcat",250,2,10,840,361,"productCA(miscCA(2, 4, 10), productCA(SCA_LCDST(15, 10)[, 1:14],      CS_CMMSSY(16, 10)[, 1:15], c1 = 10), c1 = 9)"
"DPcat",251,2,10,900,370,"productCA(miscCA(2, 4, 10), productCA(CS_CMMSSY(16, 10)[, 1:15],      CS_CMMSSY(16, 10)[, 1:15], c1 = 10), c1 = 9)"
"DPcat",252,2,10,960,379,"productCA(miscCA(2, 4, 10), productCA(CS_CMMSSY(16, 10)[, 1:15],      SCA_MS(17, 10)[, 1:16], c1 = 10), c1 = 9)"
"DPcat",253,2,10,2744,388,"productCA(SCA_LCDST(15, 10)[, 1:14], productCA(SCA_LCDST(15,      10)[, 1:14], SCA_LCDST(15, 10)[, 1:14], c1 = 10), c1 = 10)"
"DPcat",254,2,10,2940,397,"productCA(SCA_LCDST(15, 10)[, 1:14], productCA(SCA_LCDST(15,      10)[, 1:14], CS_CMMSSY(16, 10)[, 1:15], c1 = 10), c1 = 10)"
"DPcat",255,2,10,3150,406,"productCA(SCA_LCDST(15, 10)[, 1:14], productCA(CS_CMMSSY(16,      10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15], c1 = 10), c1 = 10)"
"DPcat",256,2,10,3375,415,"productCA(CS_CMMSSY(16, 10)[, 1:15], productCA(CS_CMMSSY(16,      10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15], c1 = 10), c1 = 10)"
"DPcat",257,2,10,3600,424,"productCA(CS_CMMSSY(16, 10)[, 1:15], productCA(CS_CMMSSY(16,      10)[, 1:15], SCA_MS(17, 10)[, 1:16], c1 = 10), c1 = 10)"
"DPcat",258,2,10,3840,433,"productCA(CS_CMMSSY(16, 10)[, 1:15], productCA(SCA_MS(17, 10)[,      1:16], SCA_MS(17, 10)[, 1:16], c1 = 10), c1 = 10)"
"DPcat",259,2,10,4096,442,"productCA(SCA_MS(17, 10)[, 1:16], productCA(SCA_MS(17, 10)[,      1:16], SCA_MS(17, 10)[, 1:16], c1 = 10), c1 = 10)"
"DPcat",260,2,10,4352,451,"productCA(SCA_MS(17, 10)[, 1:16], productCA(SCA_MS(17, 10)[,      1:16], SCA_MS(18, 10)[, 1:17], c1 = 10), c1 = 10)"
"DPcat",261,2,10,4624,460,"productCA(SCA_MS(17, 10)[, 1:16], productCA(SCA_MS(18, 10)[,      1:17], SCA_MS(18, 10)[, 1:17], c1 = 10), c1 = 10)"
"DPcat",262,2,10,4913,469,"productCA(SCA_MS(18, 10)[, 1:17], productCA(SCA_MS(18, 10)[,      1:17], SCA_MS(18, 10)[, 1:17], c1 = 10), c1 = 10)"
"DPcat",263,2,10,10976,478,"productCA(miscCA(2, 4, 10), productCA(SCA_LCDST(15, 10)[, 1:14],      productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[,          1:14], c1 = 10), c1 = 10), c1 = 9)"
"DPcat",264,2,10,11760,487,"productCA(miscCA(2, 4, 10), productCA(SCA_LCDST(15, 10)[, 1:14],      productCA(SCA_LCDST(15, 10)[, 1:14], CS_CMMSSY(16, 10)[,          1:15], c1 = 10), c1 = 10), c1 = 9)"
"DPcat",265,2,10,12600,496,"productCA(miscCA(2, 4, 10), productCA(SCA_LCDST(15, 10)[, 1:14],      productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[,          1:15], c1 = 10), c1 = 10), c1 = 9)"
"DPcat",266,2,10,13500,505,"productCA(miscCA(2, 4, 10), productCA(CS_CMMSSY(16, 10)[, 1:15],      productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[,          1:15], c1 = 10), c1 = 10), c1 = 9)"
"DPcat",267,2,10,38416,514,"productCA(SCA_LCDST(15, 10)[, 1:14], productCA(SCA_LCDST(15,      10)[, 1:14], productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15,      10)[, 1:14], c1 = 10), c1 = 10), c1 = 10)"
"DPcat",268,2,11,225,311,"productCA(SCA_LCDST(16, 11)[, 1:15], SCA_LCDST(16, 11)[, 1:15],      c1 = 11)"
"DPcat",269,2,11,240,321,"productCA(SCA_LCDST(16, 11)[, 1:15], SCA_LCDST(17, 11)[, 1:16],      c1 = 11)"
"DPcat",270,2,11,256,331,"productCA(SCA_LCDST(17, 11)[, 1:16], SCA_LCDST(17, 11)[, 1:16],      c1 = 11)"
"DPcat",271,2,11,272,341,"productCA(SCA_LCDST(17, 11)[, 1:16], SCA_MS(18, 11)[, 1:17],      c1 = 11)"
"DPcat",272,2,11,289,351,"productCA(SCA_MS(18, 11)[, 1:17], SCA_MS(18, 11)[, 1:17], c1 = 11)"
"DPcat",273,2,11,306,361,"productCA(SCA_MS(18, 11)[, 1:17], SCA_MS(19, 11)[, 1:18], c1 = 11)"
"DPcat",274,2,11,324,371,"productCA(SCA_MS(19, 11)[, 1:18], SCA_MS(19, 11)[, 1:18], c1 = 11)"
"DPcat",275,2,11,342,381,"productCA(SCA_MS(19, 11)[, 1:18], SCA_MS(20, 11)[, 1:19], c1 = 11)"
"DPcat",276,2,11,361,391,"productCA(SCA_MS(20, 11)[, 1:19], SCA_MS(20, 11)[, 1:19], c1 = 11)"
"DPcat",277,2,11,380,401,"productCA(SCA_MS(20, 11)[, 1:19], SCA_MS(21, 11)[, 1:20], c1 = 11)"
"DPcat",278,2,11,400,411,"productCA(SCA_MS(21, 11)[, 1:20], SCA_MS(21, 11)[, 1:20], c1 = 11)"
"DPcat",279,2,11,2475,421,"productCA(SCA_Bose(11)[, 1:11], productCA(SCA_LCDST(16, 11)[,      1:15], SCA_LCDST(16, 11)[, 1:15], c1 = 11), c1 = 11)"
"DPcat",280,2,11,2640,431,"productCA(SCA_Bose(11)[, 1:11], productCA(SCA_LCDST(16, 11)[,      1:15], SCA_LCDST(17, 11)[, 1:16], c1 = 11), c1 = 11)"
"DPcat",281,2,11,2816,441,"productCA(SCA_Bose(11)[, 1:11], productCA(SCA_LCDST(17, 11)[,      1:16], SCA_LCDST(17, 11)[, 1:16], c1 = 11), c1 = 11)"
"DPcat",282,2,11,2992,451,"productCA(SCA_Bose(11)[, 1:11], productCA(SCA_LCDST(17, 11)[,      1:16], SCA_MS(18, 11)[, 1:17], c1 = 11), c1 = 11)"
"DPcat",283,2,11,3375,461,"productCA(SCA_LCDST(16, 11)[, 1:15], productCA(SCA_LCDST(16,      11)[, 1:15], SCA_LCDST(16, 11)[, 1:15], c1 = 11), c1 = 11)"
"DPcat",284,2,11,3600,471,"productCA(SCA_LCDST(16, 11)[, 1:15], productCA(SCA_LCDST(16,      11)[, 1:15], SCA_LCDST(17, 11)[, 1:16], c1 = 11), c1 = 11)"
"DPcat",285,2,11,3840,481,"productCA(SCA_LCDST(16, 11)[, 1:15], productCA(SCA_LCDST(17,      11)[, 1:16], SCA_LCDST(17, 11)[, 1:16], c1 = 11), c1 = 11)"
"DPcat",286,2,11,4096,491,"productCA(SCA_LCDST(17, 11)[, 1:16], productCA(SCA_LCDST(17,      11)[, 1:16], SCA_LCDST(17, 11)[, 1:16], c1 = 11), c1 = 11)"
"DPcat",287,2,11,4352,501,"productCA(SCA_LCDST(17, 11)[, 1:16], productCA(SCA_LCDST(17,      11)[, 1:16], SCA_MS(18, 11)[, 1:17], c1 = 11), c1 = 11)"
"DPcat",288,2,11,4624,511,"productCA(SCA_LCDST(17, 11)[, 1:16], productCA(SCA_MS(18, 11)[,      1:17], SCA_MS(18, 11)[, 1:17], c1 = 11), c1 = 11)"
"DPcat",289,2,11,4913,521,"productCA(SCA_MS(18, 11)[, 1:17], productCA(SCA_MS(18, 11)[,      1:17], SCA_MS(18, 11)[, 1:17], c1 = 11), c1 = 11)"
"DPcat",290,2,11,27225,531,"productCA(SCA_Bose(11)[, 1:11], productCA(SCA_Bose(11)[, 1:11],      productCA(SCA_LCDST(16, 11)[, 1:15], SCA_LCDST(16, 11)[,          1:15], c1 = 11), c1 = 11), c1 = 11)"
"DPcat",291,2,12,49,276,"productCA(miscCA(2, 7, 12), miscCA(2, 7, 12), c1 = 9)"
"DPcat",292,2,12,119,331,"productCA(miscCA(2, 7, 12), SCA_LCDST(18, 12)[, 1:17], c1 = 9)"
"DPcat",293,2,12,126,342,"productCA(miscCA(2, 7, 12), SCA_LCDST(19, 12)[, 1:18], c1 = 9)"
"DPcat",294,2,12,133,353,"productCA(miscCA(2, 7, 12), CS_CMMSSY(20, 12)[, 1:19], c1 = 9)"
"DPcat",295,2,12,140,364,"productCA(miscCA(2, 7, 12), SCA_MS(21, 12)[, 1:20], c1 = 9)"
"DPcat",296,2,12,147,375,"productCA(miscCA(2, 7, 12), SCA_MS(22, 12)[, 1:21], c1 = 9)"
"DPcat",297,2,12,289,386,"productCA(SCA_LCDST(18, 12)[, 1:17], SCA_LCDST(18, 12)[, 1:17],      c1 = 12)"
"DPcat",298,2,12,306,397,"productCA(SCA_LCDST(18, 12)[, 1:17], SCA_LCDST(19, 12)[, 1:18],      c1 = 12)"
"DPcat",299,2,12,343,408,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), miscCA(2,      7, 12), c1 = 9), c1 = 9)"
"DPcat",300,2,12,361,430,"productCA(CS_CMMSSY(20, 12)[, 1:19], CS_CMMSSY(20, 12)[, 1:19],      c1 = 12)"
"DPcat",301,2,12,380,441,"productCA(CS_CMMSSY(20, 12)[, 1:19], SCA_MS(21, 12)[, 1:20],      c1 = 12)"
"DPcat",302,2,12,400,452,"productCA(SCA_MS(21, 12)[, 1:20], SCA_MS(21, 12)[, 1:20], c1 = 12)"
"DPcat",303,2,12,833,463,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), SCA_LCDST(18,      12)[, 1:17], c1 = 9), c1 = 9)"
"DPcat",304,2,12,882,474,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), SCA_LCDST(19,      12)[, 1:18], c1 = 9), c1 = 9)"
"DPcat",305,2,12,931,485,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), CS_CMMSSY(20,      12)[, 1:19], c1 = 9), c1 = 9)"
"DPcat",306,2,12,980,496,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), SCA_MS(21,      12)[, 1:20], c1 = 9), c1 = 9)"
"DPcat",307,2,12,1029,507,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), SCA_MS(22,      12)[, 1:21], c1 = 9), c1 = 9)"
"DPcat",308,2,12,2023,518,"productCA(miscCA(2, 7, 12), productCA(SCA_LCDST(18, 12)[, 1:17],      SCA_LCDST(18, 12)[, 1:17], c1 = 12), c1 = 9)"
"DPcat",309,2,12,2142,529,"productCA(miscCA(2, 7, 12), productCA(SCA_LCDST(18, 12)[, 1:17],      SCA_LCDST(19, 12)[, 1:18], c1 = 12), c1 = 9)"
"DPcat",310,2,12,2401,540,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), productCA(miscCA(2,      7, 12), miscCA(2, 7, 12), c1 = 9), c1 = 9), c1 = 9)"
"DPcat",311,2,12,2527,562,"productCA(miscCA(2, 7, 12), productCA(CS_CMMSSY(20, 12)[, 1:19],      CS_CMMSSY(20, 12)[, 1:19], c1 = 12), c1 = 9)"
"DPcat",312,2,12,4913,573,"productCA(SCA_LCDST(18, 12)[, 1:17], productCA(SCA_LCDST(18,      12)[, 1:17], SCA_LCDST(18, 12)[, 1:17], c1 = 12), c1 = 12)"
"DPcat",313,2,12,5202,584,"productCA(SCA_LCDST(18, 12)[, 1:17], productCA(SCA_LCDST(18,      12)[, 1:17], SCA_LCDST(19, 12)[, 1:18], c1 = 12), c1 = 12)"
"DPcat",314,2,12,5831,595,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), productCA(miscCA(2,      7, 12), SCA_LCDST(18, 12)[, 1:17], c1 = 9), c1 = 9), c1 = 9)"
"DPcat",315,2,12,6174,606,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), productCA(miscCA(2,      7, 12), SCA_LCDST(19, 12)[, 1:18], c1 = 9), c1 = 9), c1 = 9)"
"DPcat",316,2,12,6517,617,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), productCA(miscCA(2,      7, 12), CS_CMMSSY(20, 12)[, 1:19], c1 = 9), c1 = 9), c1 = 9)"
"DPcat",317,2,12,6860,628,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), productCA(miscCA(2,      7, 12), SCA_MS(21, 12)[, 1:20], c1 = 9), c1 = 9), c1 = 9)"
"DPcat",318,2,12,7203,639,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), productCA(miscCA(2,      7, 12), SCA_MS(22, 12)[, 1:21], c1 = 9), c1 = 9), c1 = 9)"
"DPcat",319,2,12,14161,650,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), productCA(SCA_LCDST(18,      12)[, 1:17], SCA_LCDST(18, 12)[, 1:17], c1 = 12), c1 = 9),      c1 = 9)"
"DPcat",320,2,12,14994,661,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), productCA(SCA_LCDST(18,      12)[, 1:17], SCA_LCDST(19, 12)[, 1:18], c1 = 12), c1 = 9),      c1 = 9)"
"DPcat",321,2,12,15876,672,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), productCA(SCA_LCDST(19,      12)[, 1:18], SCA_LCDST(19, 12)[, 1:18], c1 = 12), c1 = 9),      c1 = 9)"
"DPcat",322,2,12,16807,674,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), productCA(miscCA(2,      7, 12), productCA(miscCA(2, 7, 12), miscCA(2, 7, 12), c1 = 9),      c1 = 9), c1 = 9), c1 = 9)"
"DPcat",323,2,12,17689,694,"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), productCA(CS_CMMSSY(20,      12)[, 1:19], CS_CMMSSY(20, 12)[, 1:19], c1 = 12), c1 = 9),      c1 = 9)"
"DPcat",324,2,12,34391,705,"productCA(miscCA(2, 7, 12), productCA(SCA_LCDST(18, 12)[, 1:17],      productCA(SCA_LCDST(18, 12)[, 1:17], SCA_LCDST(18, 12)[,          1:17], c1 = 12), c1 = 12), c1 = 9)"
"DPcat",325,2,13,289,421,"productCA(CS_CMMSSY(18, 13)[, 1:17], CS_CMMSSY(18, 13)[, 1:17],      c1 = 13)"
"DPcat",326,2,13,306,433,"productCA(CS_CMMSSY(18, 13)[, 1:17], SCA_LCDST(19, 13)[, 1:18],      c1 = 13)"
"DPcat",327,2,13,324,445,"productCA(SCA_LCDST(19, 13)[, 1:18], SCA_LCDST(19, 13)[, 1:18],      c1 = 13)"
"DPcat",328,2,13,342,457,"productCA(SCA_LCDST(19, 13)[, 1:18], SCA_LCDST(20, 13)[, 1:19],      c1 = 13)"
"DPcat",329,2,13,361,469,"productCA(SCA_LCDST(20, 13)[, 1:19], SCA_LCDST(20, 13)[, 1:19],      c1 = 13)"
"DPcat",330,2,13,380,481,"productCA(SCA_LCDST(20, 13)[, 1:19], SCA_LCDST(21, 13)[, 1:20],      c1 = 13)"
"DPcat",331,2,13,400,493,"productCA(SCA_LCDST(21, 13)[, 1:20], SCA_LCDST(21, 13)[, 1:20],      c1 = 13)"
"DPcat",332,2,13,420,505,"productCA(SCA_LCDST(21, 13)[, 1:20], SCA_MS(22, 13)[, 1:21],      c1 = 13)"
"DPcat",333,2,13,441,517,"productCA(SCA_MS(22, 13)[, 1:21], SCA_MS(22, 13)[, 1:21], c1 = 13)"
"DPcat",334,2,13,462,529,"productCA(SCA_MS(22, 13)[, 1:21], SCA_MS(23, 13)[, 1:22], c1 = 13)"
"DPcat",335,2,13,484,541,"productCA(SCA_MS(23, 13)[, 1:22], SCA_MS(23, 13)[, 1:22], c1 = 13)"
"DPcat",336,2,13,506,553,"productCA(SCA_MS(23, 13)[, 1:22], SCA_MS(24, 13)[, 1:23], c1 = 13)"
"DPcat",337,2,13,529,565,"productCA(SCA_MS(24, 13)[, 1:23], SCA_MS(24, 13)[, 1:23], c1 = 13)"
"DPcat",338,2,13,3757,577,"productCA(SCA_Bose(13)[, 1:13], productCA(CS_CMMSSY(18, 13)[,      1:17], CS_CMMSSY(18, 13)[, 1:17], c1 = 13), c1 = 13)"
"DPcat",339,2,13,3978,589,"productCA(SCA_Bose(13)[, 1:13], productCA(CS_CMMSSY(18, 13)[,      1:17], SCA_LCDST(19, 13)[, 1:18], c1 = 13), c1 = 13)"
"DPcat",340,2,13,4212,601,"productCA(SCA_Bose(13)[, 1:13], productCA(SCA_LCDST(19, 13)[,      1:18], SCA_LCDST(19, 13)[, 1:18], c1 = 13), c1 = 13)"
"DPcat",341,2,13,4446,613,"productCA(SCA_Bose(13)[, 1:13], productCA(SCA_LCDST(19, 13)[,      1:18], SCA_LCDST(20, 13)[, 1:19], c1 = 13), c1 = 13)"
"DPcat",342,2,13,4913,625,"productCA(CS_CMMSSY(18, 13)[, 1:17], productCA(CS_CMMSSY(18,      13)[, 1:17], CS_CMMSSY(18, 13)[, 1:17], c1 = 13), c1 = 13)"
"DPcat",343,2,13,5202,637,"productCA(CS_CMMSSY(18, 13)[, 1:17], productCA(CS_CMMSSY(18,      13)[, 1:17], SCA_LCDST(19, 13)[, 1:18], c1 = 13), c1 = 13)"
"DPcat",344,2,13,5508,649,"productCA(CS_CMMSSY(18, 13)[, 1:17], productCA(SCA_LCDST(19,      13)[, 1:18], SCA_LCDST(19, 13)[, 1:18], c1 = 13), c1 = 13)"
"DPcat",345,2,13,5832,661,"productCA(SCA_LCDST(19, 13)[, 1:18], productCA(SCA_LCDST(19,      13)[, 1:18], SCA_LCDST(19, 13)[, 1:18], c1 = 13), c1 = 13)"
"DPcat",346,2,13,6156,673,"productCA(SCA_LCDST(19, 13)[, 1:18], productCA(SCA_LCDST(19,      13)[, 1:18], SCA_LCDST(20, 13)[, 1:19], c1 = 13), c1 = 13)"
"DPcat",347,2,13,6498,685,"productCA(SCA_LCDST(19, 13)[, 1:18], productCA(SCA_LCDST(20,      13)[, 1:19], SCA_LCDST(20, 13)[, 1:19], c1 = 13), c1 = 13)"
"DPcat",348,2,13,6859,697,"productCA(SCA_LCDST(20, 13)[, 1:19], productCA(SCA_LCDST(20,      13)[, 1:19], SCA_LCDST(20, 13)[, 1:19], c1 = 13), c1 = 13)"
"DPcat",349,2,13,7220,709,"productCA(SCA_LCDST(20, 13)[, 1:19], productCA(SCA_LCDST(20,      13)[, 1:19], SCA_LCDST(21, 13)[, 1:20], c1 = 13), c1 = 13)"
"DPcat",350,2,13,7600,721,"productCA(SCA_LCDST(20, 13)[, 1:19], productCA(SCA_LCDST(21,      13)[, 1:20], SCA_LCDST(21, 13)[, 1:20], c1 = 13), c1 = 13)"
"DPcat",351,2,13,48841,733,"productCA(SCA_Bose(13)[, 1:13], productCA(SCA_Bose(13)[, 1:13],      productCA(CS_CMMSSY(18, 13)[, 1:17], CS_CMMSSY(18, 13)[,          1:17], c1 = 13), c1 = 13), c1 = 13)"
"DPcat",352,2,14,400,534,"productCA(SCA_LCDST(21, 14)[, 1:20], SCA_LCDST(21, 14)[, 1:20],      c1 = 14)"
"DPcat",353,2,14,420,547,"productCA(SCA_LCDST(21, 14)[, 1:20], SCA_LCDST(22, 14)[, 1:21],      c1 = 14)"
"DPcat",354,2,14,441,560,"productCA(SCA_LCDST(22, 14)[, 1:21], SCA_LCDST(22, 14)[, 1:21],      c1 = 14)"
"DPcat",355,2,14,462,573,"productCA(SCA_LCDST(22, 14)[, 1:21], SCA_LCDST(23, 14)[, 1:22],      c1 = 14)"
"DPcat",356,2,14,484,586,"productCA(SCA_LCDST(23, 14)[, 1:22], SCA_LCDST(23, 14)[, 1:22],      c1 = 14)"
"DPcat",357,2,14,506,599,"productCA(SCA_LCDST(23, 14)[, 1:22], SCA_MS(24, 14)[, 1:23],      c1 = 14)"
"DPcat",358,2,14,529,612,"productCA(SCA_MS(24, 14)[, 1:23], SCA_MS(24, 14)[, 1:23], c1 = 14)"
"DPcat",359,2,14,552,625,"productCA(SCA_MS(24, 14)[, 1:23], SCA_LCDST(25, 14)[, 1:24],      c1 = 14)"
"DPcat",360,2,14,576,638,"productCA(SCA_LCDST(25, 14)[, 1:24], SCA_LCDST(25, 14)[, 1:24],      c1 = 14)"
"DPcat",361,2,14,600,651,"productCA(SCA_LCDST(25, 14)[, 1:24], SCA_MS(26, 14)[, 1:25],      c1 = 14)"
"DPcat",362,2,14,625,664,"productCA(SCA_MS(26, 14)[, 1:25], SCA_MS(26, 14)[, 1:25], c1 = 14)"
"DPcat",363,2,14,650,677,"productCA(SCA_MS(26, 14)[, 1:25], SCA_MS(27, 14)[, 1:26], c1 = 14)"
"DPcat",364,2,14,676,690,"productCA(SCA_MS(27, 14)[, 1:26], SCA_MS(27, 14)[, 1:26], c1 = 14)"
"DPcat",365,2,14,702,703,"productCA(SCA_MS(27, 14)[, 1:26], SCA_MS(28, 14)[, 1:27], c1 = 14)"
"DPcat",366,2,14,729,716,"productCA(SCA_MS(28, 14)[, 1:27], SCA_MS(28, 14)[, 1:27], c1 = 14)"
"DPcat",367,2,14,756,729,"productCA(SCA_MS(28, 14)[, 1:27], SCA_MS(29, 14)[, 1:28], c1 = 14)"
"DPcat",368,2,14,784,742,"productCA(SCA_MS(29, 14)[, 1:28], SCA_MS(29, 14)[, 1:28], c1 = 14)"
"DPcat",369,2,14,8000,794,"productCA(SCA_LCDST(21, 14)[, 1:20], productCA(SCA_LCDST(21,      14)[, 1:20], SCA_LCDST(21, 14)[, 1:20], c1 = 14), c1 = 14)"
"DPcat",370,2,14,8400,807,"productCA(SCA_LCDST(21, 14)[, 1:20], productCA(SCA_LCDST(21,      14)[, 1:20], SCA_LCDST(22, 14)[, 1:21], c1 = 14), c1 = 14)"
"DPcat",371,2,14,8820,820,"productCA(SCA_LCDST(21, 14)[, 1:20], productCA(SCA_LCDST(22,      14)[, 1:21], SCA_LCDST(22, 14)[, 1:21], c1 = 14), c1 = 14)"
"DPcat",372,2,14,9261,833,"productCA(SCA_LCDST(22, 14)[, 1:21], productCA(SCA_LCDST(22,      14)[, 1:21], SCA_LCDST(22, 14)[, 1:21], c1 = 14), c1 = 14)"
"DPcat",373,2,14,9702,846,"productCA(SCA_LCDST(22, 14)[, 1:21], productCA(SCA_LCDST(22,      14)[, 1:21], SCA_LCDST(23, 14)[, 1:22], c1 = 14), c1 = 14)"
"DPcat",374,2,14,10164,859,"productCA(SCA_LCDST(22, 14)[, 1:21], productCA(SCA_LCDST(23,      14)[, 1:22], SCA_LCDST(23, 14)[, 1:22], c1 = 14), c1 = 14)"
"DPcat",375,2,14,10648,872,"productCA(SCA_LCDST(23, 14)[, 1:22], productCA(SCA_LCDST(23,      14)[, 1:22], SCA_LCDST(23, 14)[, 1:22], c1 = 14), c1 = 14)"
"DPcat",376,2,14,11132,885,"productCA(SCA_LCDST(23, 14)[, 1:22], productCA(SCA_LCDST(23,      14)[, 1:22], SCA_MS(24, 14)[, 1:23], c1 = 14), c1 = 14)"
"DPcat",377,2,14,11638,898,"productCA(SCA_LCDST(23, 14)[, 1:22], productCA(SCA_MS(24, 14)[,      1:23], SCA_MS(24, 14)[, 1:23], c1 = 14), c1 = 14)"
"DPcat",378,2,14,12167,911,"productCA(SCA_MS(24, 14)[, 1:23], productCA(SCA_MS(24, 14)[,      1:23], SCA_MS(24, 14)[, 1:23], c1 = 14), c1 = 14)"
"DPcat",379,2,14,12696,924,"productCA(SCA_MS(24, 14)[, 1:23], productCA(SCA_MS(24, 14)[,      1:23], SCA_LCDST(25, 14)[, 1:24], c1 = 14), c1 = 14)"
"DPcat",380,2,14,13248,937,"productCA(SCA_MS(24, 14)[, 1:23], productCA(SCA_LCDST(25, 14)[,      1:24], SCA_LCDST(25, 14)[, 1:24], c1 = 14), c1 = 14)"
"DPcat",381,2,14,13824,950,"productCA(SCA_LCDST(25, 14)[, 1:24], productCA(SCA_LCDST(25,      14)[, 1:24], SCA_LCDST(25, 14)[, 1:24], c1 = 14), c1 = 14)"
"DPcat",382,2,14,14400,963,"productCA(SCA_LCDST(25, 14)[, 1:24], productCA(SCA_LCDST(25,      14)[, 1:24], SCA_MS(26, 14)[, 1:25], c1 = 14), c1 = 14)"
"DPcat",383,2,14,15000,976,"productCA(SCA_LCDST(25, 14)[, 1:24], productCA(SCA_MS(26, 14)[,      1:25], SCA_MS(26, 14)[, 1:25], c1 = 14), c1 = 14)"
"DPcat",384,2,14,15625,989,"productCA(SCA_MS(26, 14)[, 1:25], productCA(SCA_MS(26, 14)[,      1:25], SCA_MS(26, 14)[, 1:25], c1 = 14), c1 = 14)"
"DPcat",385,2,14,16250,1002,"productCA(SCA_MS(26, 14)[, 1:25], productCA(SCA_MS(26, 14)[,      1:25], SCA_MS(27, 14)[, 1:26], c1 = 14), c1 = 14)"
