"catalogue","cat_row","t","v","k","N","canon_code"
"CYCLOTOMYcat",24,3,20,1802,36040,"cyc(1801, 20, type = ""4a"")"
"CYCLOTOMYcat",25,3,20,2142,42840,"cyc(2141, 20, type = ""4a"")"
"CYCLOTOMYcat",26,3,20,2162,43220,"cyc(2161, 20, type = ""3a"")"
"CYCLOTOMYcat",27,3,20,2342,46820,"cyc(2341, 20, type = ""3a"")"
"CYCLOTOMYcat",28,3,21,2270,47670,"cyc(2269, 21, type = ""4a"")"
"CYCLOTOMYcat",29,3,21,2312,48531,"cyc(2311, 21, type = ""3a"")"
"CYCLOTOMYcat",30,4,2,12,24,"cyc(11, 2, type = ""4b"")"
"CYCLOTOMYcat",31,4,2,24,46,"cyc(23, 2, type = ""3a"")"
"CYCLOTOMYcat",32,4,2,67,67,"cyc(67, 2, type = ""1"")"
"CYCLOTOMYcat",33,4,2,71,71,"cyc(71, 2, type = ""1"")"
"CYCLOTOMYcat",34,4,2,83,83,"cyc(83, 2, type = ""1"")"
"CYCLOTOMYcat",35,4,2,89,89,"cyc(89, 2, type = ""1"")"
"CYCLOTOMYcat",36,4,3,224,669,"cyc(223, 3, type = ""3a"")"
"CYCLOTOMYcat",37,4,3,230,687,"cyc(229, 3, type = ""3a"")"
"CYCLOTOMYcat",38,4,3,272,813,"cyc(271, 3, type = ""3a"")"
"CYCLOTOMYcat",39,4,3,278,831,"cyc(277, 3, type = ""3a"")"
"CYCLOTOMYcat",40,4,3,1051,1051,"cyc(1051, 3, type = ""1"")"
"CYCLOTOMYcat",41,4,3,1069,1069,"cyc(1069, 3, type = ""1"")"
"CYCLOTOMYcat",42,4,3,1087,1087,"cyc(1087, 3, type = ""1"")"
"CYCLOTOMYcat",43,4,3,1093,1093,"cyc(1093, 3, type = ""1"")"
"CYCLOTOMYcat",44,4,3,1117,1119,"cyc(1117, 3, type = ""2"")"
"CYCLOTOMYcat",45,4,3,1123,1123,"cyc(1123, 3, type = ""1"")"
"CYCLOTOMYcat",46,4,3,1129,1129,"cyc(1129, 3, type = ""1"")"
"CYCLOTOMYcat",47,4,3,1171,1171,"cyc(1171, 3, type = ""1"")"
"CYCLOTOMYcat",48,4,3,1213,1213,"cyc(1213, 3, type = ""1"")"
"CYCLOTOMYcat",49,4,3,1231,1231,"cyc(1231, 3, type = ""1"")"
"CYCLOTOMYcat",50,4,3,1249,1249,"cyc(1249, 3, type = ""1"")"
"CYCLOTOMYcat",51,4,3,1279,1279,"cyc(1279, 3, type = ""1"")"
"CYCLOTOMYcat",52,4,3,1291,1291,"cyc(1291, 3, type = ""1"")"
"CYCLOTOMYcat",53,4,3,1297,1297,"cyc(1297, 3, type = ""1"")"
"CYCLOTOMYcat",54,4,3,1303,1303,"cyc(1303, 3, type = ""1"")"
"CYCLOTOMYcat",55,4,3,1321,1323,"cyc(1321, 3, type = ""2"")"
"CYCLOTOMYcat",56,4,3,1327,1327,"cyc(1327, 3, type = ""1"")"
"CYCLOTOMYcat",57,4,3,1381,1381,"cyc(1381, 3, type = ""1"")"
"CYCLOTOMYcat",58,4,3,1399,1399,"cyc(1399, 3, type = ""1"")"
"CYCLOTOMYcat",59,4,3,1423,1423,"cyc(1423, 3, type = ""1"")"
"CYCLOTOMYcat",60,4,3,1429,1431,"cyc(1429, 3, type = ""2"")"
"CYCLOTOMYcat",61,4,3,1447,1447,"cyc(1447, 3, type = ""1"")"
"CYCLOTOMYcat",62,4,3,1453,1453,"cyc(1453, 3, type = ""1"")"
"CYCLOTOMYcat",63,4,3,1459,1459,"cyc(1459, 3, type = ""1"")"
"CYCLOTOMYcat",64,4,3,1471,1471,"cyc(1471, 3, type = ""1"")"
"CYCLOTOMYcat",65,4,3,1483,1483,"cyc(1483, 3, type = ""1"")"
"CYCLOTOMYcat",66,4,3,1489,1489,"cyc(1489, 3, type = ""1"")"
"CYCLOTOMYcat",67,4,3,1531,1531,"cyc(1531, 3, type = ""1"")"
"CYCLOTOMYcat",68,4,3,1543,1543,"cyc(1543, 3, type = ""1"")"
"CYCLOTOMYcat",69,4,3,1549,1549,"cyc(1549, 3, type = ""1"")"
"CYCLOTOMYcat",70,4,3,1567,1567,"cyc(1567, 3, type = ""1"")"
"CYCLOTOMYcat",71,4,3,1579,1579,"cyc(1579, 3, type = ""1"")"
"CYCLOTOMYcat",72,4,3,1597,1597,"cyc(1597, 3, type = ""1"")"
"CYCLOTOMYcat",73,4,4,462,1848,"cyc(461, 4, type = ""4a"")"
"CYCLOTOMYcat",74,4,4,558,2232,"cyc(557, 4, type = ""4a"")"
"CYCLOTOMYcat",75,4,4,614,2452,"cyc(613, 4, type = ""3a"")"
"CYCLOTOMYcat",76,4,4,654,2612,"cyc(653, 4, type = ""3a"")"
"CYCLOTOMYcat",77,4,4,678,2708,"cyc(677, 4, type = ""3a"")"
"CYCLOTOMYcat",78,4,4,702,2804,"cyc(701, 4, type = ""3a"")"
"CYCLOTOMYcat",79,4,4,734,2932,"cyc(733, 4, type = ""3a"")"
"CYCLOTOMYcat",80,4,4,758,3028,"cyc(757, 4, type = ""3a"")"
"CYCLOTOMYcat",81,4,4,774,3092,"cyc(773, 4, type = ""3a"")"
"CYCLOTOMYcat",82,4,4,798,3188,"cyc(797, 4, type = ""3a"")"
"CYCLOTOMYcat",83,4,6,2648,15888,"cyc(2647, 6, type = ""4a"")"
"CYCLOTOMYcat",84,4,6,2768,16608,"cyc(2767, 6, type = ""4a"")"
"CYCLOTOMYcat",85,4,6,3020,18114,"cyc(3019, 6, type = ""3a"")"
"CYCLOTOMYcat",86,4,6,3260,19560,"cyc(3259, 6, type = ""4a"")"
"CYCLOTOMYcat",87,4,6,3272,19626,"cyc(3271, 6, type = ""3a"")"
"CYCLOTOMYcat",88,4,6,3320,19914,"cyc(3319, 6, type = ""3a"")"
"CYCLOTOMYcat",89,4,6,3332,19992,"cyc(3331, 6, type = ""4a"")"
"CYCLOTOMYcat",90,4,6,3344,20058,"cyc(3343, 6, type = ""3a"")"
"CYCLOTOMYcat",91,4,6,3464,20778,"cyc(3463, 6, type = ""3a"")"
"CYCLOTOMYcat",92,4,6,3500,20994,"cyc(3499, 6, type = ""3a"")"
"CYCLOTOMYcat",93,4,6,3584,21498,"cyc(3583, 6, type = ""3a"")"
"CYCLOTOMYcat",94,4,6,3608,21642,"cyc(3607, 6, type = ""3a"")"
"CYCLOTOMYcat",95,4,6,3632,21786,"cyc(3631, 6, type = ""3a"")"
"CYCLOTOMYcat",96,4,6,3644,21858,"cyc(3643, 6, type = ""3a"")"
"CYCLOTOMYcat",97,4,6,3692,22146,"cyc(3691, 6, type = ""3a"")"
"CYCLOTOMYcat",98,4,6,3728,22362,"cyc(3727, 6, type = ""3a"")"
"CYCLOTOMYcat",99,4,6,3824,22938,"cyc(3823, 6, type = ""3a"")"
"CYCLOTOMYcat",100,4,6,3848,23082,"cyc(3847, 6, type = ""3a"")"
"CYCLOTOMYcat",101,4,6,3908,23442,"cyc(3907, 6, type = ""3a"")"
"CYCLOTOMYcat",102,4,6,3932,23586,"cyc(3931, 6, type = ""3a"")"
"CYCLOTOMYcat",103,4,6,3944,23658,"cyc(3943, 6, type = ""3a"")"
"CYCLOTOMYcat",104,4,6,4004,24018,"cyc(4003, 6, type = ""3a"")"
"CYCLOTOMYcat",105,4,6,4028,24162,"cyc(4027, 6, type = ""3a"")"
"CYCLOTOMYcat",106,4,7,6344,44401,"cyc(6343, 7, type = ""3a"")"
"CYCLOTOMYcat",107,4,7,6764,47341,"cyc(6763, 7, type = ""3a"")"
"CYCLOTOMYcat",108,4,8,8762,70088,"cyc(8761, 8, type = ""3a"")"
"CYCLOTOMYcat",109,4,8,8970,71752,"cyc(8969, 8, type = ""3a"")"
"CYCLOTOMYcat",110,4,8,9050,72392,"cyc(9049, 8, type = ""3a"")"
"CYCLOTOMYcat",111,4,8,9338,74696,"cyc(9337, 8, type = ""3a"")"
"CYCLOTOMYcat",112,4,8,9722,77768,"cyc(9721, 8, type = ""3a"")"
"CYCLOTOMYcat",113,4,8,9818,78536,"cyc(9817, 8, type = ""3a"")"
"CYCLOTOMYcat",114,4,8,9834,78664,"cyc(9833, 8, type = ""3a"")"
"CYCLOTOMYcat",115,4,8,10009,80072,"cyc(10009, 8, type = ""3"")"
"CYCLOTOMYcat",116,5,2,433,434,"cyc(433, 2, type = ""2"")"
"CYCLOTOMYcat",117,5,2,523,523,"cyc(523, 2, type = ""1"")"
"CYCLOTOMYcat",118,5,2,541,541,"cyc(541, 2, type = ""1"")"
"CYCLOTOMYcat",119,5,2,547,547,"cyc(547, 2, type = ""1"")"
"CYCLOTOMYcat",120,5,2,557,557,"cyc(557, 2, type = ""1"")"
"CYCLOTOMYcat",121,5,2,563,563,"cyc(563, 2, type = ""1"")"
"CYCLOTOMYcat",122,5,2,569,570,"cyc(569, 2, type = ""2"")"
"CYCLOTOMYcat",123,5,2,571,571,"cyc(571, 2, type = ""1"")"
"CYCLOTOMYcat",124,5,2,577,577,"cyc(577, 2, type = ""1"")"
"CYCLOTOMYcat",125,5,2,587,587,"cyc(587, 2, type = ""1"")"
"CYCLOTOMYcat",126,5,2,593,593,"cyc(593, 2, type = ""1"")"
"CYCLOTOMYcat",127,5,2,599,599,"cyc(599, 2, type = ""1"")"
"CYCLOTOMYcat",128,5,2,601,601,"cyc(601, 2, type = ""1"")"
"CYCLOTOMYcat",129,5,2,607,607,"cyc(607, 2, type = ""1"")"
"CYCLOTOMYcat",130,5,2,613,613,"cyc(613, 2, type = ""1"")"
"CYCLOTOMYcat",131,5,3,1051,3156,"cyc(1051, 3, type = ""4"")"
"CYCLOTOMYcat",132,5,3,1069,3210,"cyc(1069, 3, type = ""4"")"
"CYCLOTOMYcat",133,5,3,1087,3264,"cyc(1087, 3, type = ""4"")"
"CYCLOTOMYcat",134,5,3,1093,3282,"cyc(1093, 3, type = ""4"")"
"CYCLOTOMYcat",135,5,3,1123,3369,"cyc(1123, 3, type = ""3"")"
"CYCLOTOMYcat",136,5,3,1129,3390,"cyc(1129, 3, type = ""4"")"
"CYCLOTOMYcat",137,5,3,1171,3516,"cyc(1171, 3, type = ""4"")"
"CYCLOTOMYcat",138,5,3,1213,3642,"cyc(1213, 3, type = ""4"")"
"CYCLOTOMYcat",139,5,3,1231,3696,"cyc(1231, 3, type = ""4"")"
"CYCLOTOMYcat",140,5,3,1249,3750,"cyc(1249, 3, type = ""4"")"
"CYCLOTOMYcat",141,5,3,1279,3840,"cyc(1279, 3, type = ""4"")"
"CYCLOTOMYcat",142,5,3,1291,3876,"cyc(1291, 3, type = ""4"")"
"CYCLOTOMYcat",143,5,3,1297,3891,"cyc(1297, 3, type = ""3"")"
"CYCLOTOMYcat",144,5,3,1303,3909,"cyc(1303, 3, type = ""3"")"
"CYCLOTOMYcat",145,5,3,1327,3981,"cyc(1327, 3, type = ""3"")"
"CYCLOTOMYcat",146,5,3,1381,4143,"cyc(1381, 3, type = ""3"")"
"CYCLOTOMYcat",147,5,3,1399,4197,"cyc(1399, 3, type = ""3"")"
"CYCLOTOMYcat",148,5,3,1423,4269,"cyc(1423, 3, type = ""3"")"
"CYCLOTOMYcat",149,5,3,1447,4341,"cyc(1447, 3, type = ""3"")"
"CYCLOTOMYcat",150,5,3,1453,4359,"cyc(1453, 3, type = ""3"")"
"CYCLOTOMYcat",151,5,3,1459,4377,"cyc(1459, 3, type = ""3"")"
"CYCLOTOMYcat",152,5,3,1471,4413,"cyc(1471, 3, type = ""3"")"
"CYCLOTOMYcat",153,5,3,1483,4449,"cyc(1483, 3, type = ""3"")"
"CYCLOTOMYcat",154,5,3,1489,4467,"cyc(1489, 3, type = ""3"")"
"CYCLOTOMYcat",155,5,3,1531,4593,"cyc(1531, 3, type = ""3"")"
"CYCLOTOMYcat",156,5,3,1543,4629,"cyc(1543, 3, type = ""3"")"
"CYCLOTOMYcat",157,5,3,1549,4647,"cyc(1549, 3, type = ""3"")"
"CYCLOTOMYcat",158,5,3,1567,4701,"cyc(1567, 3, type = ""3"")"
"CYCLOTOMYcat",159,5,3,1579,4737,"cyc(1579, 3, type = ""3"")"
"CYCLOTOMYcat",160,5,3,1597,4791,"cyc(1597, 3, type = ""3"")"
"CYCLOTOMYcat",161,5,3,1609,4827,"cyc(1609, 3, type = ""3"")"
"CYCLOTOMYcat",162,5,3,1621,4863,"cyc(1621, 3, type = ""3"")"
"CYCLOTOMYcat",163,5,3,1627,4881,"cyc(1627, 3, type = ""3"")"
"CYCLOTOMYcat",164,5,3,1657,4971,"cyc(1657, 3, type = ""3"")"
"CYCLOTOMYcat",165,5,3,1663,4989,"cyc(1663, 3, type = ""3"")"
"CYCLOTOMYcat",166,5,3,1669,5007,"cyc(1669, 3, type = ""3"")"
"CYCLOTOMYcat",167,5,3,1693,5079,"cyc(1693, 3, type = ""3"")"
"CYCLOTOMYcat",168,5,3,1699,5097,"cyc(1699, 3, type = ""3"")"
"CYCLOTOMYcat",169,5,3,1723,5169,"cyc(1723, 3, type = ""3"")"
"CYCLOTOMYcat",170,5,3,1741,5223,"cyc(1741, 3, type = ""3"")"
"CYCLOTOMYcat",171,5,3,1747,5241,"cyc(1747, 3, type = ""3"")"
"CYCLOTOMYcat",172,5,3,1753,5259,"cyc(1753, 3, type = ""3"")"
"CYCLOTOMYcat",173,5,3,1759,5277,"cyc(1759, 3, type = ""3"")"
"CYCLOTOMYcat",174,5,3,6983,6983,"cyc(6983, 3, type = ""1"")"
"CYCLOTOMYcat",175,5,3,7013,7013,"cyc(7013, 3, type = ""1"")"
"CYCLOTOMYcat",176,5,3,10007,10007,"cyc(10007, 3, type = ""1"")"
"CYCLOTOMYcat",177,6,2,1231,1231,"cyc(1231, 2, type = ""1"")"
"CYCLOTOMYcat",178,6,2,1283,1283,"cyc(1283, 2, type = ""1"")"
"CYCLOTOMYcat",179,6,2,1319,1319,"cyc(1319, 2, type = ""1"")"
"CYCLOTOMYcat",180,6,2,1361,1361,"cyc(1361, 2, type = ""1"")"
"CYCLOTOMYcat",181,6,2,1367,1367,"cyc(1367, 2, type = ""1"")"
"CYCLOTOMYcat",182,6,2,1373,1373,"cyc(1373, 2, type = ""1"")"
"CYCLOTOMYcat",183,6,2,1381,1381,"cyc(1381, 2, type = ""1"")"
"CYCLOTOMYcat",184,6,2,1423,1423,"cyc(1423, 2, type = ""1"")"
"CYCLOTOMYcat",185,6,2,1427,1427,"cyc(1427, 2, type = ""1"")"
"CYCLOTOMYcat",186,6,2,1429,1429,"cyc(1429, 2, type = ""1"")"
"CYCLOTOMYcat",187,6,2,1439,1439,"cyc(1439, 2, type = ""1"")"
"CYCLOTOMYcat",188,6,2,1447,1447,"cyc(1447, 2, type = ""1"")"
"CYCLOTOMYcat",189,6,2,1459,1459,"cyc(1459, 2, type = ""1"")"
"CYCLOTOMYcat",190,6,2,1483,1483,"cyc(1483, 2, type = ""1"")"
"CYCLOTOMYcat",191,6,2,1487,1487,"cyc(1487, 2, type = ""1"")"
"CYCLOTOMYcat",192,6,2,1493,1493,"cyc(1493, 2, type = ""1"")"
"CYCLOTOMYcat",193,6,2,1499,1499,"cyc(1499, 2, type = ""1"")"
"CYCLOTOMYcat",194,6,2,1511,1511,"cyc(1511, 2, type = ""1"")"
"CYCLOTOMYcat",195,6,2,1523,1523,"cyc(1523, 2, type = ""1"")"
"CYCLOTOMYcat",196,6,2,1549,1549,"cyc(1549, 2, type = ""1"")"
"CYCLOTOMYcat",197,6,2,1559,1559,"cyc(1559, 2, type = ""1"")"
"CYCLOTOMYcat",198,6,2,1567,1567,"cyc(1567, 2, type = ""1"")"
"CYCLOTOMYcat",199,6,2,1571,1571,"cyc(1571, 2, type = ""1"")"
"CYCLOTOMYcat",200,6,2,1579,1579,"cyc(1579, 2, type = ""1"")"
"CYCLOTOMYcat",201,6,2,1583,1583,"cyc(1583, 2, type = ""1"")"
"CYCLOTOMYcat",202,6,2,1597,1597,"cyc(1597, 2, type = ""1"")"
"CYCLOTOMYcat",203,6,2,1601,1601,"cyc(1601, 2, type = ""1"")"
"CYCLOTOMYcat",204,6,2,1607,1607,"cyc(1607, 2, type = ""1"")"
"CYCLOTOMYcat",205,6,2,1609,1609,"cyc(1609, 2, type = ""1"")"
"CYCLOTOMYcat",206,6,2,1613,1613,"cyc(1613, 2, type = ""1"")"
"CYCLOTOMYcat",207,6,2,1619,1619,"cyc(1619, 2, type = ""1"")"
"CYCLOTOMYcat",208,6,2,1621,1621,"cyc(1621, 2, type = ""1"")"
"CYCLOTOMYcat",209,6,2,1627,1627,"cyc(1627, 2, type = ""1"")"
"CYCLOTOMYcat",210,6,2,1997,1997,"cyc(1997, 2, type = ""1"")"
"CYCLOTOMYcat",211,6,2,1999,1999,"cyc(1999, 2, type = ""1"")"
"CYCLOTOMYcat",212,6,2,2003,2003,"cyc(2003, 2, type = ""1"")"
"CYCLOTOMYcat",213,6,2,2503,2503,"cyc(2503, 2, type = ""1"")"
"PALEYcat",1,3,2,11,12,"rbind(1, paley_mat(11))"
"PALEYcat",2,3,2,17,18,"rbind(1, paley_mat(17))"
"PALEYcat",3,3,2,19,19,"paley_mat(19)"
"PALEYcat",4,3,2,23,23,"paley_mat(23)"
"PALEYcat",5,3,2,29,28,"paley_mat(29)[-(1:1), ]"
"PALEYcat",6,3,2,31,30,"paley_mat(31)[-(1:1), ]"
"PALEYcat",7,3,2,37,36,"paley_mat(37)[-(1:1), ]"
"PALEYcat",8,3,2,41,40,"paley_mat(41)[-(1:1), ]"
"PALEYcat",9,3,2,43,41,"paley_mat(43)[-(1:2), ]"
"PALEYcat",10,3,2,47,44,"paley_mat(47)[-(1:3), ]"
"PALEYcat",11,3,2,53,50,"paley_mat(53)[-(1:3), ]"
"PALEYcat",12,3,2,59,55,"paley_mat(59)[-(1:4), ]"
"PALEYcat",13,3,2,61,58,"paley_mat(61)[-(1:3), ]"
"PALEYcat",14,3,2,73,68,"paley_mat(73)[-(1:5), ]"
"PALEYcat",15,4,2,12,24,"Double(rbind(1, paley_mat(11)))"
"PALEYcat",16,4,2,20,40,"Double(rbind(1, paley_mat(19)))"
"PALEYcat",17,4,2,24,46,"Double(paley_mat(23))"
"PALEYcat",18,4,2,30,58,"Double(paley_mat(29))"
"PALEYcat",19,4,2,32,60,"Double(paley_mat(31)[-(1:1), ])"
"PALEYcat",20,4,2,38,74,"Double(paley_mat(37))"
"PALEYcat",21,4,2,42,82,"Double(paley_mat(41))"
"PALEYcat",22,4,2,44,82,"Double(paley_mat(43)[-(1:2), ])"
"PALEYcat",23,4,2,48,90,"Double(paley_mat(47)[-(1:2), ])"
"PALEYcat",24,4,2,54,102,"Double(paley_mat(53)[-(1:2), ])"
"PALEYcat",25,4,2,60,110,"Double(paley_mat(59)[-(1:4), ])"
"PALEYcat",26,4,2,62,118,"Double(paley_mat(61)[-(1:2), ])"
"PALEYcat",27,4,2,67,67,"paley_mat(67)"
"PALEYcat",28,4,2,71,71,"paley_mat(71)"
"PALEYcat",29,4,2,74,138,"Double(paley_mat(73)[-(1:4), ])"
"PALEYcat",30,4,2,79,79,"paley_mat(79)"
"PALEYcat",31,4,2,83,83,"paley_mat(83)"
"PALEYcat",32,4,2,89,88,"paley_mat(89)[-(1:1), ]"
"PALEYcat",33,4,2,97,96,"paley_mat(97)[-(1:1), ]"
"PALEYcat",34,4,2,101,100,"paley_mat(101)[-(1:1), ]"
"PALEYcat",35,4,2,103,104,"rbind(1, paley_mat(103))"
"PALEYcat",36,4,2,107,106,"paley_mat(107)[-(1:1), ]"
"PALEYcat",37,4,2,109,108,"paley_mat(109)[-(1:1), ]"
"PALEYcat",38,4,2,113,112,"paley_mat(113)[-(1:1), ]"
"PALEYcat",39,4,2,127,125,"paley_mat(127)[-(1:2), ]"
"PALEYcat",40,4,2,131,130,"paley_mat(131)[-(1:1), ]"
"PALEYcat",41,4,2,137,135,"paley_mat(137)[-(1:2), ]"
"PALEYcat",42,4,2,139,137,"paley_mat(139)[-(1:2), ]"
"PALEYcat",43,4,2,149,146,"paley_mat(149)[-(1:3), ]"
"PALEYcat",44,4,2,151,148,"paley_mat(151)[-(1:3), ]"
"PALEYcat",45,4,2,157,154,"paley_mat(157)[-(1:3), ]"
"PALEYcat",46,4,2,163,160,"paley_mat(163)[-(1:3), ]"
"PALEYcat",47,4,2,167,164,"paley_mat(167)[-(1:3), ]"
"PALEYcat",48,4,2,173,170,"paley_mat(173)[-(1:3), ]"
"PALEYcat",49,4,2,179,175,"paley_mat(179)[-(1:4), ]"
"PALEYcat",50,4,2,181,180,"paley_mat(181)[-(1:1), ]"
"PALEYcat",51,4,2,191,186,"paley_mat(191)[-(1:5), ]"
"PALEYcat",52,4,2,193,188,"paley_mat(193)[-(1:5), ]"
"PALEYcat",53,4,2,197,193,"paley_mat(197)[-(1:4), ]"
"PALEYcat",54,4,2,199,195,"paley_mat(199)[-(1:4), ]"
"PALEYcat",55,4,2,211,206,"paley_mat(211)[-(1:5), ]"
"PALEYcat",56,4,2,223,217,"paley_mat(223)[-(1:6), ]"
"PALEYcat",57,4,2,227,221,"paley_mat(227)[-(1:6), ]"
"PALEYcat",58,4,2,229,224,"paley_mat(229)[-(1:5), ]"
"PALEYcat",59,4,2,233,228,"paley_mat(233)[-(1:5), ]"
"PALEYcat",60,4,2,239,232,"paley_mat(239)[-(1:7), ]"
"PALEYcat",61,4,2,241,234,"paley_mat(241)[-(1:7), ]"
"PALEYcat",62,4,2,251,244,"paley_mat(251)[-(1:7), ]"
"PALEYcat",63,4,2,257,250,"paley_mat(257)[-(1:7), ]"
"PALEYcat",64,4,2,263,256,"paley_mat(263)[-(1:7), ]"
"PALEYcat",65,4,2,269,261,"paley_mat(269)[-(1:8), ]"
"PALEYcat",66,4,2,271,263,"paley_mat(271)[-(1:8), ]"
"PALEYcat",67,4,2,277,269,"paley_mat(277)[-(1:8), ]"
"PALEYcat",68,4,2,281,273,"paley_mat(281)[-(1:8), ]"
"PALEYcat",69,4,2,283,276,"paley_mat(283)[-(1:7), ]"
"PALEYcat",70,4,2,293,284,"paley_mat(293)[-(1:9), ]"
"PALEYcat",71,4,2,307,297,"paley_mat(307)[-(1:10), ]"
"PALEYcat",72,4,2,311,302,"paley_mat(311)[-(1:9), ]"
"PALEYcat",73,4,2,313,304,"paley_mat(313)[-(1:9), ]"
"PALEYcat",74,4,2,317,308,"paley_mat(317)[-(1:9), ]"
"PALEYcat",75,4,2,331,321,"paley_mat(331)[-(1:10), ]"
"PALEYcat",76,4,2,337,327,"paley_mat(337)[-(1:10), ]"
"PALEYcat",77,4,2,347,335,"paley_mat(347)[-(1:12), ]"
"PALEYcat",78,4,2,349,338,"paley_mat(349)[-(1:11), ]"
"PALEYcat",79,4,2,353,342,"paley_mat(353)[-(1:11), ]"
"PALEYcat",80,4,2,367,354,"paley_mat(367)[-(1:13), ]"
"PALEYcat",81,4,2,373,360,"paley_mat(373)[-(1:13), ]"
"PALEYcat",82,4,2,383,369,"paley_mat(383)[-(1:14), ]"
"PALEYcat",83,4,2,389,376,"paley_mat(389)[-(1:13), ]"
"PALEYcat",84,4,2,397,383,"paley_mat(397)[-(1:14), ]"
"PALEYcat",85,4,2,401,389,"paley_mat(401)[-(1:12), ]"
"PALEYcat",86,4,2,409,394,"paley_mat(409)[-(1:15), ]"
"PALEYcat",87,4,2,419,404,"paley_mat(419)[-(1:15), ]"
"PALEYcat",88,4,2,421,406,"paley_mat(421)[-(1:15), ]"
"PALEYcat",89,4,2,439,424,"paley_mat(439)[-(1:15), ]"
"PALEYcat",90,4,2,443,427,"paley_mat(443)[-(1:16), ]"
"PALEYcat",91,4,2,449,433,"paley_mat(449)[-(1:16), ]"
"PALEYcat",92,4,2,457,440,"paley_mat(457)[-(1:17), ]"
"PALEYcat",93,4,2,461,444,"paley_mat(461)[-(1:17), ]"
"PALEYcat",94,4,2,479,461,"paley_mat(479)[-(1:18), ]"
"PALEYcat",95,5,2,68,136,"Double(rbind(1, paley_mat(67)))"
"PALEYcat",96,5,2,72,144,"Double(rbind(1, paley_mat(71)))"
"PALEYcat",97,5,2,80,160,"Double(rbind(1, paley_mat(79)))"
"PALEYcat",98,5,2,84,168,"Double(rbind(1, paley_mat(83)))"
"PALEYcat",99,5,2,90,178,"Double(paley_mat(89))"
"PALEYcat",100,5,2,98,194,"Double(paley_mat(97))"
"PALEYcat",101,5,2,102,202,"Double(paley_mat(101))"
"PALEYcat",102,5,2,104,208,"Double(rbind(1, paley_mat(103)))"
"PALEYcat",103,5,2,108,214,"Double(paley_mat(107))"
"PALEYcat",104,5,2,110,218,"Double(paley_mat(109))"
"PALEYcat",105,5,2,114,226,"Double(paley_mat(113))"
"PALEYcat",106,5,2,128,252,"Double(paley_mat(127)[-(1:1), ])"
"PALEYcat",107,5,2,132,260,"Double(paley_mat(131)[-(1:1), ])"
"PALEYcat",108,5,2,138,272,"Double(paley_mat(137)[-(1:1), ])"
"PALEYcat",109,5,2,140,276,"Double(paley_mat(139)[-(1:1), ])"
"PALEYcat",110,5,2,150,294,"Double(paley_mat(149)[-(1:2), ])"
"PALEYcat",111,5,2,152,298,"Double(paley_mat(151)[-(1:2), ])"
"PALEYcat",112,5,2,158,310,"Double(paley_mat(157)[-(1:2), ])"
"PALEYcat",113,5,2,164,322,"Double(paley_mat(163)[-(1:2), ])"
"PALEYcat",114,5,2,168,330,"Double(paley_mat(167)[-(1:2), ])"
"PALEYcat",115,5,2,174,342,"Double(paley_mat(173)[-(1:2), ])"
"PALEYcat",116,5,2,180,352,"Double(paley_mat(179)[-(1:3), ])"
"PALEYcat",117,5,2,182,362,"Double(paley_mat(181))"
"PALEYcat",118,5,2,192,374,"Double(paley_mat(191)[-(1:4), ])"
"PALEYcat",119,5,2,194,378,"Double(paley_mat(193)[-(1:4), ])"
"PALEYcat",120,5,2,198,388,"Double(paley_mat(197)[-(1:3), ])"
"PALEYcat",121,5,2,200,390,"Double(paley_mat(199)[-(1:4), ])"
"PALEYcat",122,5,2,212,414,"Double(paley_mat(211)[-(1:4), ])"
"PALEYcat",123,5,2,224,436,"Double(paley_mat(223)[-(1:5), ])"
"PALEYcat",124,5,2,228,444,"Double(paley_mat(227)[-(1:5), ])"
"PALEYcat",125,5,2,230,450,"Double(paley_mat(229)[-(1:4), ])"
"PALEYcat",126,5,2,234,458,"Double(paley_mat(233)[-(1:4), ])"
"PALEYcat",127,5,2,240,466,"Double(paley_mat(239)[-(1:6), ])"
"PALEYcat",128,5,2,242,470,"Double(paley_mat(241)[-(1:6), ])"
"PALEYcat",129,5,2,252,490,"Double(paley_mat(251)[-(1:6), ])"
"PALEYcat",130,5,2,258,502,"Double(paley_mat(257)[-(1:6), ])"
"PALEYcat",131,5,2,264,512,"Double(paley_mat(263)[-(1:7), ])"
"PALEYcat",132,5,2,270,526,"Double(paley_mat(269)[-(1:6), ])"
"PALEYcat",133,5,2,272,528,"Double(paley_mat(271)[-(1:7), ])"
"PALEYcat",134,5,2,278,540,"Double(paley_mat(277)[-(1:7), ])"
"PALEYcat",135,5,2,282,548,"Double(paley_mat(281)[-(1:7), ])"
"PALEYcat",136,5,2,284,552,"Double(paley_mat(283)[-(1:7), ])"
"PALEYcat",137,5,2,294,570,"Double(paley_mat(293)[-(1:8), ])"
"PALEYcat",138,5,2,308,596,"Double(paley_mat(307)[-(1:9), ])"
"PALEYcat",139,5,2,312,604,"Double(paley_mat(311)[-(1:9), ])"
"PALEYcat",140,5,2,314,610,"Double(paley_mat(313)[-(1:8), ])"
"PALEYcat",141,5,2,318,618,"Double(paley_mat(317)[-(1:8), ])"
"PALEYcat",142,5,2,332,644,"Double(paley_mat(331)[-(1:9), ])"
"PALEYcat",143,5,2,338,656,"Double(paley_mat(337)[-(1:9), ])"
