"call","N","k","v_min","v_max","nNA","status"
"productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(7, 5))",49,41,5,5,0,"ok"
"productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5))",53,48,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), miscCA(2, 9, 5))",55,53,5,5,0,"ok"
"productPCA(CS_CMMSSY(7, 5), miscCA(2, 9, 5))",59,62,5,5,0,"ok"
"productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(8, 5))",57,55,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(6, 5)))",65,200,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(7, 5)))",69,235,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5)))",73,276,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), miscCA(2, 9, 5)))",75,305,5,5,0,"ok"
"productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5)))",77,324,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7, 5), miscCA(2, 9, 5)))",79,358,5,5,0,"ok"
"productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7, 5), miscCA(2, 9, 5)))",83,420,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(6,     5))))",85,1125,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(7,     5))))",89,1325,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7,     5))))",93,1560,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), miscCA(2,     9, 5))))",95,1725,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7,     5))))",97,1836,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7, 5), miscCA(2,     9, 5))))",99,2030,5,5,0,"ok"
"productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7,     5))))",101,2160,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7, 5), miscCA(2,     9, 5))))",103,2388,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6,     5), CS_CMMSSY(6, 5)))))",105,6250,5,5,0,"ok"
"CA_to_PCA(miscCA(2, 3, 6))",36,3,6,6,0,"ok"
"productPCA(miscCA(2, 5, 6), miscCA(2, 6, 6))",74,30,6,6,0,"ok"
"productPCA(miscCA(2, 6, 6), miscCA(2, 6, 6))",76,36,6,6,0,"ok"
"productPCA(miscCA(2, 6, 6), CS_CMMSSY(9, 6))",81,54,6,6,0,"ok"
"productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9, 6))",86,80,6,6,0,"ok"
"productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(10, 6))",91,89,6,6,0,"ok"
"productPCA(CS_CMMSSY(10, 6), CS_CMMSSY(10, 6))",96,99,6,6,0,"ok"
"productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), miscCA(2, 6, 6)))",111,216,6,6,0,"ok"
"productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), CS_CMMSSY(9, 6)))",116,324,6,6,0,"ok"
"productPCA(miscCA(2, 6, 6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9, 6)))",121,480,6,6,0,"ok"
"productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9, 6)))",126,704,6,6,0,"ok"
"productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(10, 6)))",131,784,6,6,0,"ok"
"productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(10, 6), CS_CMMSSY(10, 6)))",136,873,6,6,0,"ok"
"productPCA(CS_CMMSSY(10, 6), productPCA(CS_CMMSSY(10, 6), CS_CMMSSY(10, 6)))",141,972,6,6,0,"ok"
"productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), CS_CMMSSY(9,     6))))",151,1944,6,6,0,"ok"
"productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9,     6))))",156,2880,6,6,0,"ok"
"productPCA(miscCA(2, 6, 6), productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9,     6))))",161,4224,6,6,0,"ok"
"productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(8, 7))",91,63,7,7,0,"ok"
"productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(10, 7))",103,79,7,7,0,"ok"
"productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(11, 7))",109,87,7,7,0,"ok"
"productPCA(CS_CMMSSY(10, 7), CS_CMMSSY(10, 7))",115,99,7,7,0,"ok"
"productPCA(CS_CMMSSY(10, 7), CS_CMMSSY(11, 7))",121,109,7,7,0,"ok"
"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(8, 7)))",133,490,7,7,0,"ok"
"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(10, 7)))",145,616,7,7,0,"ok"
"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(11, 7)))",151,679,7,7,0,"ok"
"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(10, 7), CS_CMMSSY(10, 7)))",157,774,7,7,0,"ok"
"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(10, 7), CS_CMMSSY(11, 7)))",163,853,7,7,0,"ok"
"productPCA(CS_CMMSSY(10, 7), productPCA(CS_CMMSSY(10, 7), CS_CMMSSY(10, 7)))",169,972,7,7,0,"ok"
"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(8,     7))))",175,3773,7,7,0,"ok"
"productPCA(SCA_LCDST(11, 8), SCA_LCDST(11, 8))",148,120,8,8,0,"ok"
"productPCA(SCA_LCDST(11, 8), CS_CMMSSY(12, 8))",155,131,8,8,0,"ok"
"productPCA(CS_CMMSSY(12, 8), CS_CMMSSY(12, 8))",162,143,8,8,0,"ok"
"productPCA(CS_CMMSSY(12, 8), CS_CMMSSY(13, 8))",169,155,8,8,0,"ok"
"productPCA(CS_CMMSSY(13, 8), CS_CMMSSY(13, 8))",176,168,8,8,0,"ok"
"productPCA(SCA_Bose(8), productPCA(SCA_LCDST(11, 8), SCA_LCDST(11, 8)))",204,1060,8,8,0,"ok"
"productPCA(SCA_Bose(8), productPCA(SCA_LCDST(11, 8), CS_CMMSSY(12, 8)))",211,1158,8,8,0,"ok"
"productPCA(SCA_LCDST(11, 8), productPCA(SCA_LCDST(11, 8), SCA_LCDST(11, 8)))",218,1300,8,8,0,"ok"
"productPCA(SCA_LCDST(11, 8), productPCA(SCA_LCDST(11, 8), CS_CMMSSY(12, 8)))",225,1420,8,8,0,"ok"
"productPCA(SCA_LCDST(11, 8), productPCA(CS_CMMSSY(12, 8), CS_CMMSSY(12, 8)))",232,1551,8,8,0,"ok"
"productPCA(CS_CMMSSY(12, 8), productPCA(CS_CMMSSY(12, 8), CS_CMMSSY(12, 8)))",239,1694,8,8,0,"ok"
"productPCA(SCA_Bose(8), productPCA(SCA_Bose(8), productPCA(SCA_LCDST(11, 8), SCA_LCDST(11,     8))))",260,9280,8,8,0,"ok"
"productPCA(CS_CMMSSY(13, 9), CS_CMMSSY(13, 9))",201,168,9,9,0,"ok"
"productPCA(CS_CMMSSY(13, 9), CS_CMMSSY(14, 9))",209,181,9,9,0,"ok"
"productPCA(CS_CMMSSY(14, 9), CS_CMMSSY(14, 9))",217,195,9,9,0,"ok"
"productPCA(CS_CMMSSY(14, 9), CS_CMMSSY(15, 9))",225,209,9,9,0,"ok"
"productPCA(CS_CMMSSY(15, 9), CS_CMMSSY(15, 9))",233,224,9,9,0,"ok"
"productPCA(SCA_Bose(9), productPCA(CS_CMMSSY(13, 9), CS_CMMSSY(13, 9)))",273,1656,9,9,0,"ok"
"productPCA(SCA_Bose(9), productPCA(CS_CMMSSY(13, 9), CS_CMMSSY(14, 9)))",281,1785,9,9,0,"ok"
"productPCA(SCA_Bose(9), productPCA(CS_CMMSSY(14, 9), CS_CMMSSY(14, 9)))",289,1924,9,9,0,"ok"
"CA_to_PCA(miscCA(2, 4, 10), TRUE)",100,4,10,10,0,"ok"
"productPCA(SCA_LCDST(15, 10), SCA_LCDST(15, 10))",262,224,10,10,0,"ok"
"productPCA(SCA_LCDST(15, 10), CS_CMMSSY(16, 10))",271,239,10,10,0,"ok"
"productPCA(CS_CMMSSY(16, 10), CS_CMMSSY(16, 10))",280,255,10,10,0,"ok"
"productPCA(CS_CMMSSY(16, 10), SCA_MS(17, 10))",289,271,10,10,0,"ok"
"productPCA(SCA_MS(17, 10), SCA_MS(17, 10))",298,288,10,10,0,"ok"
"productPCA(SCA_MS(17, 10), SCA_MS(18, 10))",307,305,10,10,0,"ok"
"productPCA(SCA_MS(18, 10), SCA_MS(18, 10))",316,323,10,10,0,"ok"
"productPCA(SCA_LCDST(15, 10), productPCA(SCA_LCDST(15, 10), SCA_LCDST(15, 10)))",388,3332,10,10,0,"ok"
"productPCA(SCA_LCDST(15, 10), productPCA(SCA_LCDST(15, 10), CS_CMMSSY(16, 10)))",397,3556,10,10,0,"ok"
"productPCA(SCA_LCDST(15, 10), productPCA(CS_CMMSSY(16, 10), CS_CMMSSY(16, 10)))",406,3795,10,10,0,"ok"
"productPCA(CS_CMMSSY(16, 10), productPCA(CS_CMMSSY(16, 10), CS_CMMSSY(16, 10)))",415,4050,10,10,0,"ok"
"productPCA(SCA_LCDST(16, 11), SCA_LCDST(16, 11))",311,255,11,11,0,"ok"
"productPCA(SCA_LCDST(16, 11), SCA_LCDST(17, 11))",321,271,11,11,0,"ok"
"productPCA(SCA_LCDST(17, 11), SCA_LCDST(17, 11))",331,288,11,11,0,"ok"
"productPCA(SCA_LCDST(17, 11), SCA_MS(18, 11))",341,305,11,11,0,"ok"
"productPCA(SCA_MS(18, 11), SCA_MS(18, 11))",351,323,11,11,0,"ok"
"productPCA(SCA_Bose(11), productPCA(SCA_LCDST(16, 11), SCA_LCDST(16, 11)))",421,3030,11,11,0,"ok"
"CA_to_PCA(miscCA(2, 7, 12))",144,7,12,12,0,"ok"
"productPCA(CA_to_PCA(miscCA(2, 7, 12)), SCA_LCDST(18, 12))",331,125,12,12,0,"ok"
"productPCA(CA_to_PCA(miscCA(2, 7, 12)), SCA_LCDST(19, 12))",342,132,12,12,0,"ok"
"productPCA(CA_to_PCA(miscCA(2, 7, 12)), CS_CMMSSY(20, 12))",353,139,12,12,0,"ok"
"productPCA(CA_to_PCA(miscCA(2, 7, 12)), SCA_MS(21, 12))",364,146,12,12,0,"ok"
"productPCA(CA_to_PCA(miscCA(2, 7, 12)), SCA_MS(22, 12))",375,153,12,12,0,"ok"
"productPCA(SCA_LCDST(18, 12), SCA_LCDST(18, 12))",386,323,12,12,0,"ok"
"productPCA(SCA_LCDST(18, 12), SCA_LCDST(19, 12))",397,341,12,12,0,"ok"
"productPCA(SCA_LCDST(19, 12), SCA_LCDST(19, 12))",408,360,12,12,0,"ok"
"productPCA(SCA_LCDST(19, 12), CS_CMMSSY(20, 12))",419,379,12,12,0,"ok"
"productPCA(CS_CMMSSY(20, 12), CS_CMMSSY(20, 12))",430,399,12,12,0,"ok"
"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(SCA_LCDST(18, 12), SCA_LCDST(18, 12)))",518,2227,12,12,0,"ok"
"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(SCA_LCDST(18, 12), SCA_LCDST(19, 12)))",529,2352,12,12,0,"ok"
"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(SCA_LCDST(19, 12), SCA_LCDST(19, 12)))",540,2484,12,12,0,"ok"
"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(SCA_LCDST(19, 12), CS_CMMSSY(20, 12)))",551,2616,12,12,0,"ok"
"productPCA(CA_to_PCA(miscCA(2, 7, 12)), productPCA(CS_CMMSSY(20, 12), CS_CMMSSY(20, 12)))",562,2755,12,12,0,"ok"
"productPCA(SCA_LCDST(18, 12), productPCA(SCA_LCDST(18, 12), SCA_LCDST(18, 12)))",573,5780,12,12,0,"ok"
"productPCA(CS_CMMSSY(18, 13), CS_CMMSSY(18, 13))",421,323,13,13,0,"ok"
"productPCA(CS_CMMSSY(18, 13), SCA_LCDST(19, 13))",433,341,13,13,0,"ok"
"productPCA(SCA_LCDST(19, 13), SCA_LCDST(19, 13))",445,360,13,13,0,"ok"
"productPCA(SCA_LCDST(19, 13), SCA_LCDST(20, 13))",457,379,13,13,0,"ok"
"productPCA(SCA_LCDST(20, 13), SCA_LCDST(20, 13))",469,399,13,13,0,"ok"
"productPCA(SCA_LCDST(20, 13), SCA_LCDST(21, 13))",481,419,13,13,0,"ok"
"productPCA(SCA_LCDST(21, 13), SCA_LCDST(21, 13))",493,440,13,13,0,"ok"
"productPCA(SCA_Bose(13), productPCA(CS_CMMSSY(18, 13), CS_CMMSSY(18, 13)))",577,4488,13,13,0,"ok"
"productPCA(SCA_LCDST(21, 14), SCA_LCDST(21, 14))",534,440,14,14,0,"ok"
"productPCA(SCA_LCDST(21, 14), SCA_LCDST(22, 14))",547,461,14,14,0,"ok"
"productPCA(SCA_LCDST(22, 14), SCA_LCDST(22, 14))",560,483,14,14,0,"ok"
"productPCA(SCA_LCDST(22, 14), SCA_LCDST(23, 14))",573,505,14,14,0,"ok"
"productPCA(SCA_LCDST(23, 14), SCA_LCDST(23, 14))",586,528,14,14,0,"ok"
"productPCA(SCA_LCDST(23, 14), SCA_MS(24, 14))",599,551,14,14,0,"ok"
"productPCA(SCA_MS(24, 14), SCA_MS(24, 14))",612,575,14,14,0,"ok"
"productPCA(SCA_MS(24, 14), SCA_LCDST(25, 14))",625,599,14,14,0,"ok"
"productPCA(SCA_LCDST(25, 14), SCA_LCDST(25, 14))",638,624,14,14,0,"ok"
"productPCA(SCA_LCDST(25, 14), SCA_MS(26, 14))",651,649,14,14,0,"ok"
"productPCA(SCA_MS(26, 14), SCA_MS(26, 14))",664,675,14,14,0,"ok"
"productPCA(SCA_MS(26, 14), SCA_MS(27, 14))",677,701,14,14,0,"ok"
"productPCA(SCA_MS(27, 14), SCA_MS(27, 14))",690,728,14,14,0,"ok"
"productPCA(SCA_MS(27, 14), SCA_MS(28, 14))",703,755,14,14,0,"ok"
"productPCA(SCA_LCDST(24, 15), SCA_LCDST(24, 15))",659,575,15,15,0,"ok"
"productPCA(SCA_LCDST(24, 15), SCA_LCDST(25, 15))",673,599,15,15,0,"ok"
"productPCA(SCA_LCDST(25, 15), SCA_LCDST(25, 15))",687,624,15,15,0,"ok"
"productPCA(SCA_LCDST(25, 15), SCA_LCDST(26, 15))",701,649,15,15,0,"ok"
"productPCA(SCA_LCDST(26, 15), SCA_LCDST(26, 15))",715,675,15,15,0,"ok"
"productPCA(SCA_LCDST(26, 15), SCA_LCDST(27, 15))",729,701,15,15,0,"ok"
"productPCA(SCA_LCDST(27, 15), SCA_LCDST(27, 15))",743,728,15,15,0,"ok"
"productPCA(SCA_LCDST(27, 15), CS_CMMSSY(28, 15))",757,755,15,15,0,"ok"
"productPCA(SCA_LCDST(25, 16), SCA_LCDST(25, 16))",736,624,16,16,0,"ok"
"productPCA(SCA_LCDST(25, 16), SCA_LCDST(27, 16))",766,674,16,16,0,"ok"
"productPCA(SCA_LCDST(25, 16), SCA_LCDST(28, 16))",781,699,16,16,0,"ok"
"productPCA(SCA_LCDST(27, 16), SCA_LCDST(27, 16))",796,728,16,16,0,"ok"
"productPCA(SCA_LCDST(27, 16), SCA_LCDST(28, 16))",811,755,16,16,0,"ok"
"productPCA(SCA_LCDST(28, 16), SCA_LCDST(28, 16))",826,783,16,16,0,"ok"
"productPCA(SCA_LCDST(28, 16), SCA_LCDST(29, 16))",841,811,16,16,0,"ok"
"productPCA(SCA_LCDST(31, 17), SCA_LCDST(31, 17))",977,960,17,17,0,"ok"
"productPCA(SCA_LCDST(31, 17), CS_CMMSSY(32, 17))",993,991,17,17,0,"ok"
"productPCA(CS_CMMSSY(32, 17), CS_CMMSSY(32, 17))",1009,1023,17,17,0,"ok"
"productPCA(CS_CMMSSY(32, 17), SCA_MS(33, 17))",1025,1055,17,17,0,"ok"
"productPCA(SCA_MS(33, 17), SCA_MS(33, 17))",1041,1088,17,17,0,"ok"
"productPCA(SCA_MS(33, 17), SCA_MS(34, 17))",1057,1121,17,17,0,"ok"
"productPCA(SCA_LCDST(32, 18), SCA_LCDST(32, 18))",1072,1023,18,18,0,"ok"
"productPCA(SCA_LCDST(36, 19), SCA_LCDST(36, 19))",1279,1295,19,19,0,"ok"
"productPCA(SCA_LCDST(38, 20), SCA_LCDST(38, 20))",1426,1443,20,20,0,"ok"
"productPCA(SCA_LCDST(42, 21), SCA_LCDST(42, 21))",1661,1763,21,21,0,"ok"
"productPCA(SCA_LCDST(44, 22), SCA_LCDST(44, 22))",1828,1935,22,22,0,"ok"
"paley_mat(11)",11,11,2,2,0,"ok"
"paley_mat(17)",17,17,2,2,0,"ok"
"paley_mat(29)",29,29,2,2,0,"ok"
"paley_mat(31)",31,31,2,2,0,"ok"
"paley_mat(37)",37,37,2,2,0,"ok"
"paley_mat(41)",41,41,2,2,0,"ok"
"paley_mat(43)",43,43,2,2,0,"ok"
"paley_mat(47)",47,47,2,2,0,"ok"
"paley_mat(53)",53,53,2,2,0,"ok"
"paley_mat(59)",59,59,2,2,0,"ok"
"paley_mat(61)",61,61,2,2,0,"ok"
"paley_mat(73)",73,73,2,2,0,"ok"
"paley_mat(19)",19,19,2,2,0,"ok"
"paley_mat(23)",23,23,2,2,0,"ok"
"paley_mat(89)",89,89,2,2,0,"ok"
"paley_mat(97)",97,97,2,2,0,"ok"
"paley_mat(101)",101,101,2,2,0,"ok"
"paley_mat(103)",103,103,2,2,0,"ok"
"paley_mat(107)",107,107,2,2,0,"ok"
"paley_mat(109)",109,109,2,2,0,"ok"
"paley_mat(113)",113,113,2,2,0,"ok"
"paley_mat(127)",127,127,2,2,0,"ok"
"paley_mat(131)",131,131,2,2,0,"ok"
"paley_mat(137)",137,137,2,2,0,"ok"
"paley_mat(139)",139,139,2,2,0,"ok"
"paley_mat(149)",149,149,2,2,0,"ok"
"paley_mat(151)",151,151,2,2,0,"ok"
"paley_mat(157)",157,157,2,2,0,"ok"
"paley_mat(163)",163,163,2,2,0,"ok"
"paley_mat(167)",167,167,2,2,0,"ok"
"paley_mat(173)",173,173,2,2,0,"ok"
"paley_mat(179)",179,179,2,2,0,"ok"
"paley_mat(181)",181,181,2,2,0,"ok"
"paley_mat(191)",191,191,2,2,0,"ok"
"paley_mat(193)",193,193,2,2,0,"ok"
"paley_mat(197)",197,197,2,2,0,"ok"
"paley_mat(199)",199,199,2,2,0,"ok"
"paley_mat(211)",211,211,2,2,0,"ok"
"paley_mat(223)",223,223,2,2,0,"ok"
"paley_mat(227)",227,227,2,2,0,"ok"
"paley_mat(229)",229,229,2,2,0,"ok"
"paley_mat(233)",233,233,2,2,0,"ok"
"paley_mat(239)",239,239,2,2,0,"ok"
"paley_mat(241)",241,241,2,2,0,"ok"
"paley_mat(251)",251,251,2,2,0,"ok"
"paley_mat(257)",257,257,2,2,0,"ok"
"paley_mat(263)",263,263,2,2,0,"ok"
"paley_mat(269)",269,269,2,2,0,"ok"
"paley_mat(271)",271,271,2,2,0,"ok"
"paley_mat(277)",277,277,2,2,0,"ok"
"paley_mat(281)",281,281,2,2,0,"ok"
"paley_mat(283)",283,283,2,2,0,"ok"
"paley_mat(293)",293,293,2,2,0,"ok"
"paley_mat(307)",307,307,2,2,0,"ok"
"paley_mat(311)",311,311,2,2,0,"ok"
"paley_mat(313)",313,313,2,2,0,"ok"
"paley_mat(317)",317,317,2,2,0,"ok"
"paley_mat(331)",331,331,2,2,0,"ok"
"paley_mat(337)",337,337,2,2,0,"ok"
"paley_mat(347)",347,347,2,2,0,"ok"
"paley_mat(349)",349,349,2,2,0,"ok"
"paley_mat(353)",353,353,2,2,0,"ok"
"paley_mat(367)",367,367,2,2,0,"ok"
"paley_mat(373)",373,373,2,2,0,"ok"
"paley_mat(383)",383,383,2,2,0,"ok"
"paley_mat(389)",389,389,2,2,0,"ok"
"paley_mat(397)",397,397,2,2,0,"ok"
"paley_mat(401)",401,401,2,2,0,"ok"
"paley_mat(409)",409,409,2,2,0,"ok"
"paley_mat(419)",419,419,2,2,0,"ok"
"paley_mat(421)",421,421,2,2,0,"ok"
"paley_mat(439)",439,439,2,2,0,"ok"
"paley_mat(443)",443,443,2,2,0,"ok"
"paley_mat(449)",449,449,2,2,0,"ok"
"paley_mat(457)",457,457,2,2,0,"ok"
"paley_mat(461)",461,461,2,2,0,"ok"
"paley_mat(479)",479,479,2,2,0,"ok"
"paley_mat(67)",67,67,2,2,0,"ok"
"paley_mat(71)",71,71,2,2,0,"ok"
"paley_mat(79)",79,79,2,2,0,"ok"
"paley_mat(83)",83,83,2,2,0,"ok"
"paley_mat(379)",379,379,2,2,0,"ok"
"paley_mat(431)",431,431,2,2,0,"ok"
"paley_mat(433)",433,433,2,2,0,"ok"
"paley_mat(463)",463,463,2,2,0,"ok"
"paley_mat(467)",467,467,2,2,0,"ok"
"paley_mat(487)",487,487,2,2,0,"ok"
"paley_mat(491)",491,491,2,2,0,"ok"
"paley_mat(499)",499,499,2,2,0,"ok"
"paley_mat(359)",359,359,2,2,0,"ok"
"CS_CK3(68, cycvec(2, 67))",136,68,2,2,0,"ok"
"cycvec(2, 67)",67,1,2,2,0,"ok"
"CS_CK3(72, cycvec(2, 71))",144,72,2,2,0,"ok"
"cycvec(2, 71)",71,1,2,2,0,"ok"
"CS_CK3(80, cycvec(2, 79))",160,80,2,2,0,"ok"
"cycvec(2, 79)",79,1,2,2,0,"ok"
"CS_CK3(84, cycvec(2, 83))",168,84,2,2,0,"ok"
"cycvec(2, 83)",83,1,2,2,0,"ok"
"CS_CK2(90, cycvec(2, 89))",178,90,2,2,0,"ok"
"cycvec(2, 89)",89,1,2,2,0,"ok"
"CS_CK2(98, cycvec(2, 97))",194,98,2,2,0,"ok"
"cycvec(2, 97)",97,1,2,2,0,"ok"
"CS_CK2(102, cycvec(2, 101))",202,102,2,2,0,"ok"
"cycvec(2, 101)",101,1,2,2,0,"ok"
"CS_CK1(103, cycvec(2, 103))",206,103,2,2,0,"ok"
"cycvec(2, 103)",103,1,2,2,0,"ok"
"CS_CK2(108, cycvec(2, 107))",214,108,2,2,0,"ok"
"cycvec(2, 107)",107,1,2,2,0,"ok"
"CS_CK2(110, cycvec(2, 109))",218,110,2,2,0,"ok"
"cycvec(2, 109)",109,1,2,2,0,"ok"
"CS_CK2(114, cycvec(2, 113))",226,114,2,2,0,"ok"
"cycvec(2, 113)",113,1,2,2,0,"ok"
"CS_CK2(128, cycvec(2, 127))",254,128,2,2,0,"ok"
"cycvec(2, 127)",127,1,2,2,0,"ok"
"CS_CK2(132, cycvec(2, 131))",262,132,2,2,0,"ok"
"cycvec(2, 131)",131,1,2,2,0,"ok"
"CS_CK2(138, cycvec(2, 137))",274,138,2,2,0,"ok"
"cycvec(2, 137)",137,1,2,2,0,"ok"
"CS_CK2(140, cycvec(2, 139))",278,140,2,2,0,"ok"
"cycvec(2, 139)",139,1,2,2,0,"ok"
"CS_CK2(150, cycvec(2, 149))",298,150,2,2,0,"ok"
"cycvec(2, 149)",149,1,2,2,0,"ok"
"CS_CK2(152, cycvec(2, 151))",302,152,2,2,0,"ok"
"cycvec(2, 151)",151,1,2,2,0,"ok"
"CS_CK2(158, cycvec(2, 157))",314,158,2,2,0,"ok"
"cycvec(2, 157)",157,1,2,2,0,"ok"
"CS_CK2(164, cycvec(2, 163))",326,164,2,2,0,"ok"
"cycvec(2, 163)",163,1,2,2,0,"ok"
"CS_CK2(168, cycvec(2, 167))",334,168,2,2,0,"ok"
"cycvec(2, 167)",167,1,2,2,0,"ok"
"CS_CK2(174, cycvec(2, 173))",346,174,2,2,0,"ok"
"cycvec(2, 173)",173,1,2,2,0,"ok"
"CS_CK2(180, cycvec(2, 179))",358,180,2,2,0,"ok"
"cycvec(2, 179)",179,1,2,2,0,"ok"
"CS_CK2(182, cycvec(2, 181))",362,182,2,2,0,"ok"
"cycvec(2, 181)",181,1,2,2,0,"ok"
"CS_CK2(192, cycvec(2, 191))",382,192,2,2,0,"ok"
"cycvec(2, 191)",191,1,2,2,0,"ok"
"CS_CK2(194, cycvec(2, 193))",386,194,2,2,0,"ok"
"cycvec(2, 193)",193,1,2,2,0,"ok"
"CS_CK2(198, cycvec(2, 197))",394,198,2,2,0,"ok"
"cycvec(2, 197)",197,1,2,2,0,"ok"
"CS_CK2(200, cycvec(2, 199))",398,200,2,2,0,"ok"
"cycvec(2, 199)",199,1,2,2,0,"ok"
"CS_CK2(212, cycvec(2, 211))",422,212,2,2,0,"ok"
"cycvec(2, 211)",211,1,2,2,0,"ok"
"CS_CK2(224, cycvec(2, 223))",446,224,2,2,0,"ok"
"cycvec(2, 223)",223,1,2,2,0,"ok"
"CS_CK2(228, cycvec(2, 227))",454,228,2,2,0,"ok"
"cycvec(2, 227)",227,1,2,2,0,"ok"
"CS_CK2(230, cycvec(2, 229))",458,230,2,2,0,"ok"
"cycvec(2, 229)",229,1,2,2,0,"ok"
"CS_CK2(234, cycvec(2, 233))",466,234,2,2,0,"ok"
"cycvec(2, 233)",233,1,2,2,0,"ok"
"CS_CK2(240, cycvec(2, 239))",478,240,2,2,0,"ok"
"cycvec(2, 239)",239,1,2,2,0,"ok"
"CS_CK2(242, cycvec(2, 241))",482,242,2,2,0,"ok"
"cycvec(2, 241)",241,1,2,2,0,"ok"
"CS_CK2(252, cycvec(2, 251))",502,252,2,2,0,"ok"
"cycvec(2, 251)",251,1,2,2,0,"ok"
"CS_CK2(258, cycvec(2, 257))",514,258,2,2,0,"ok"
"cycvec(2, 257)",257,1,2,2,0,"ok"
"CS_CK2(264, cycvec(2, 263))",526,264,2,2,0,"ok"
"cycvec(2, 263)",263,1,2,2,0,"ok"
"CS_CK2(270, cycvec(2, 269))",538,270,2,2,0,"ok"
"cycvec(2, 269)",269,1,2,2,0,"ok"
"CS_CK2(272, cycvec(2, 271))",542,272,2,2,0,"ok"
"cycvec(2, 271)",271,1,2,2,0,"ok"
"CS_CK2(278, cycvec(2, 277))",554,278,2,2,0,"ok"
"cycvec(2, 277)",277,1,2,2,0,"ok"
