"fam","t","v","k","N","Source","q","e","plus","nred","M","M_status","N_pred","dN","k_pred","dk","arith_tier"
"N-CT",6,13,1110,289237164,"Power N-CT37^2T7",37,2,0,1,15,"CALIBRATED",289237164,0,1110,0,"ARITHMETIC"
"N-CT",6,13,1122,289579704,"Power N-CT37^2T4T3",37,2,0,2,15,"CALIBRATED",289579704,0,1122,0,"ARITHMETIC"
"N-CT",6,13,1221,289579896,"Power N-CT37^2T4",37,2,0,1,15,"CALIBRATED",289579896,0,1221,0,"ARITHMETIC"
"N-CT",6,13,1258,289608288,"Power N-CT37^2T3",37,2,0,1,15,"CALIBRATED",289608288,0,1258,0,"ARITHMETIC"
"N-CT",6,13,1371,289608480,"Power N-CT37^2+2",37,2,2,0,15,"CALIBRATED",289608480,0,1371,0,"ARITHMETIC"
"N-CT",6,13,1447,315227448,"Power N-CT41^2Trin2,2,2",41,2,0,3,14,"CALIBRATED",315227448,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,1521,319311648,"Power N-CT41^2T2T2",41,2,0,2,14,"CALIBRATED",319311648,0,1521,0,"ARITHMETIC"
"N-CT",6,13,1599,323395848,"Power N-CT41^2T2",41,2,0,1,14,"CALIBRATED",323395848,0,1599,0,"ARITHMETIC"
"N-CT",6,13,1681,327480048,"Power N-CT41^2",41,2,0,0,14,"CALIBRATED",327480048,0,1681,0,"ARITHMETIC"
"N-CT",6,13,1833,328222488,"Power N-CT47^2T8",47,2,0,1,14,"CALIBRATED",328222488,0,1833,0,"ARITHMETIC"
"N-CT",6,13,1927,332306688,"Power N-CT47^2T6",47,2,0,1,14,"CALIBRATED",332306688,0,1927,0,"ARITHMETIC"
"N-CT",6,13,2211,332677968,"Power N-CT47^2+2",47,2,2,0,14,"CALIBRATED",332677968,0,2211,0,"ARITHMETIC"
"N-CT",6,13,2221,336760332,"Power N-CT53^2Trin4,4,4",53,2,0,3,14,"CALIBRATED",336760332,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,2311,337103064,"Power N-CT53^2Trin2,4,4",53,2,0,3,14,"CALIBRATED",337103064,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,2356,337129428,"Power N-CT53^2Trin1,4,4",53,2,0,3,14,"CALIBRATED",337129428,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,2401,337131456,"Power N-CT53^2T4T4",53,2,0,2,14,"CALIBRATED",337131456,0,2401,0,"ARITHMETIC"
"N-CT",6,13,2405,337445796,"Power N-CT53^2Trin2,2,4",53,2,0,3,14,"CALIBRATED",337445796,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,2452,337472160,"Power N-CT53^2Trin1,2,4",53,2,0,3,14,"CALIBRATED",337472160,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,2499,337474188,"Power N-CT53^2T4T2",53,2,0,2,14,"CALIBRATED",337474188,0,2499,0,"ARITHMETIC"
"N-CT",6,13,2500,337498524,"Power N-CT53^2Arc(2)T4",53,2,0,3,14,"CALIBRATED",337498524,0,2500,0,"ARITHMETIC"
"N-CT",6,13,2548,337500552,"Power N-CT53^2T4T1",53,2,0,2,14,"CALIBRATED",337500552,0,2548,0,"ARITHMETIC"
"N-CT",6,13,2597,337502580,"Power N-CT53^2T4",53,2,0,1,14,"CALIBRATED",337502580,0,2597,0,"ARITHMETIC"
"N-CT",6,13,2601,337816920,"Power N-CT53^2T2T2",53,2,0,2,14,"CALIBRATED",337816920,0,2601,0,"ARITHMETIC"
"N-CT",6,13,2602,337841256,"Power N-CT53^2Arc(2)T2",53,2,0,3,14,"CALIBRATED",337841256,0,2602,0,"ARITHMETIC"
"N-CT",6,13,2652,337843284,"Power N-CT53^2T2T1",53,2,0,2,14,"CALIBRATED",337843284,0,2652,0,"ARITHMETIC"
"N-CT",6,13,2703,337845312,"Power N-CT53^2T2",53,2,0,1,14,"CALIBRATED",337845312,0,2703,0,"ARITHMETIC"
"N-CT",6,13,2704,337869648,"Power N-CT53^2T1T1",53,2,0,2,14,"CALIBRATED",337869648,0,2704,0,"ARITHMETIC"
"N-CT",6,13,2756,337871676,"Power N-CT53^2T1",53,2,0,1,14,"CALIBRATED",337871676,0,2756,0,"ARITHMETIC"
"N-CT",6,13,2809,337873704,"Power N-CT53^2",53,2,0,0,14,"CALIBRATED",337873704,0,2809,0,"ARITHMETIC"
"N-CT",6,13,2810,337875888,"Power N-CT53^2+1",53,2,1,0,14,"CALIBRATED",337875888,0,2810,0,"ARITHMETIC"
"N-CT",6,13,2812,337876560,"Power N-CT53^2+3",53,2,3,0,14,"CALIBRATED",337876560,0,2812,0,"ARITHMETIC"
"N-CT",6,13,2824,365808708,"Power N-CT73^2Trin8,17,17",73,2,0,3,13,"CALIBRATED",365808708,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,2842,366177756,"Power N-CT73^2Trin2,17,21",73,2,0,3,13,"CALIBRATED",366177756,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,2896,366179784,"Power N-CT73^2Trin2,17,20",73,2,0,3,13,"CALIBRATED",366179784,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,2950,366179940,"Power N-CT73^2Trin2,17,19",73,2,0,3,13,"CALIBRATED",366179940,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,3058,366179988,"Power N-CT73^2Trin2,17,17",73,2,0,3,13,"CALIBRATED",366179988,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,3136,366522720,"Power N-CT73^2T17T17",73,2,0,2,13,"CALIBRATED",366522720,0,3136,0,"ARITHMETIC"
"N-CT",6,13,3142,369892848,"Power N-CT73^2Trin8,8,19",73,2,0,3,13,"CALIBRATED",369892848,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,3256,369892896,"Power N-CT73^2Trin8,8,17",73,2,0,3,13,"CALIBRATED",369892896,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,3304,370235628,"Power N-CT73^2T17T14",73,2,0,2,13,"CALIBRATED",370235628,0,3304,0,"ARITHMETIC"
"N-CT",6,13,3355,370263972,"Power N-CT73^2Trin2,8,20",73,2,0,3,13,"CALIBRATED",370263972,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,3418,370264128,"Power N-CT73^2Trin2,8,19",73,2,0,3,13,"CALIBRATED",370264128,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,3544,370264176,"Power N-CT73^2Trin2,8,17",73,2,0,3,13,"CALIBRATED",370264176,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,3640,370606908,"Power N-CT73^2T17T8",73,2,0,2,13,"CALIBRATED",370606908,0,3640,0,"ARITHMETIC"
"N-CT",6,13,3661,370635252,"Power N-CT73^2Trin2,2,20",73,2,0,3,13,"CALIBRATED",370635252,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,3730,370635408,"Power N-CT73^2Trin2,2,19",73,2,0,3,13,"CALIBRATED",370635408,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,3868,370635456,"Power N-CT73^2Trin2,2,17",73,2,0,3,13,"CALIBRATED",370635456,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,3976,370978188,"Power N-CT73^2T17T2",73,2,0,2,13,"CALIBRATED",370978188,0,3976,0,"ARITHMETIC"
"N-CT",6,13,4088,371320920,"Power N-CT73^2T17",73,2,0,1,13,"CALIBRATED",371320920,0,4088,0,"ARITHMETIC"
"N-CT",6,13,4204,371584560,"Power N-CT79^2Trin2,2,23",79,2,0,3,13,"CALIBRATED",371584560,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,4312,371610924,"Power N-CT79^2T23T2",79,2,0,2,13,"CALIBRATED",371610924,0,4312,0,"ARITHMETIC"
"N-CT",6,13,4424,371637288,"Power N-CT79^2T23",79,2,0,1,13,"CALIBRATED",371637288,0,4424,0,"ARITHMETIC"
"N-CT",6,13,5748,372775884,"Power N-CT83^2Arc(13)T2",83,2,0,14,13,"CALIBRATED",NA,NA,5748,0,"ARITH_OPEN"
"N-CT",6,13,5779,376382760,"Power N-CT79^2Trin2,2,2",79,2,0,3,13,"CALIBRATED",376382760,0,NA,NA,"ARITHMETIC"
"N-CT",6,13,5929,376409124,"Power N-CT79^2T2T2",79,2,0,2,13,"CALIBRATED",376409124,0,5929,0,"ARITHMETIC"
"N-CT",6,13,6083,376435488,"Power N-CT79^2T2",79,2,0,1,13,"CALIBRATED",376435488,0,6083,0,"ARITHMETIC"
"N-CT",6,13,6243,376461852,"Power N-CT79^2+2",79,2,2,0,13,"CALIBRATED",376461852,0,6243,0,"ARITHMETIC"
"N-CT",6,13,6244,376491024,"Power N-CT79^2+3",79,2,3,0,13,"CALIBRATED",376491024,0,6244,0,"ARITHMETIC"
"N-CT",6,13,6253,395055504,"Power N-CT83^2Arc(8)",83,2,0,8,13,"CALIBRATED",395055504,0,6253,0,"ARITHMETIC"
"N-CT",6,13,6329,398768400,"Power N-CT83^2Arc(7)",83,2,0,7,13,"CALIBRATED",398768400,0,6329,0,"ARITHMETIC"
"N-CT",6,13,6406,402481296,"Power N-CT83^2Arc(6)",83,2,0,6,13,"CALIBRATED",402481296,0,6406,0,"ARITHMETIC"
"N-CT",6,13,6484,406194192,"Power N-CT83^2Arc(5)",83,2,0,5,13,"CALIBRATED",406194192,0,6484,0,"ARITHMETIC"
"N-CT",6,13,6563,409907088,"Power N-CT83^2Arc(4)",83,2,0,4,13,"CALIBRATED",409907088,0,6563,0,"ARITHMETIC"
"N-CT",6,13,6643,413619984,"Power N-CT83^2Arc(3)",83,2,0,3,13,"CALIBRATED",413619984,0,6643,0,"ARITHMETIC"
"N-CT",6,13,6724,417332880,"Power N-CT83^2T1T1",83,2,0,2,13,"CALIBRATED",417332880,0,6724,0,"ARITHMETIC"
"N-CT",6,13,6853,421017168,"Power N-CT89^2T12",89,2,0,1,13,"CALIBRATED",421017168,0,6853,0,"ARITHMETIC"
"N-CT",6,13,7209,421043532,"Power N-CT89^2T8",89,2,0,1,13,"CALIBRATED",421043532,0,7209,0,"ARITHMETIC"
"N-CT",6,13,7298,421045776,"Power N-CT89^2T7",89,2,0,1,13,"CALIBRATED",421045776,0,7298,0,"ARITHMETIC"
"N-CT",6,13,7923,424758672,"Power N-CT89^2+2",89,2,2,0,13,"CALIBRATED",424758672,0,7923,0,"ARITHMETIC"
"N-CT",6,13,8181,425498892,"Power N-CT101^2T20",101,2,0,1,13,"CALIBRATED",425498892,0,8181,0,"ARITHMETIC"
"N-CT",6,13,8282,425501136,"Power N-CT101^2T19",101,2,0,1,13,"CALIBRATED",425501136,0,8282,0,"ARITHMETIC"
"N-CT",6,13,9191,429214032,"Power N-CT101^2T10",101,2,0,1,13,"CALIBRATED",429214032,0,9191,0,"ARITHMETIC"
"N-CT",6,13,10000,429585312,"Power N-CT101^2",101,2,0,0,13,"CALIBRATED",429585312,0,10201,-201,"ARITHMETIC"
"N-CT",5,14,3233,37551939,"Power N-CT61^2T8",61,2,0,1,9,"CALIBRATED",37551939,0,3233,0,"ARITHMETIC"
"N-CT",5,14,3242,37609329,"Power N-CT67^2Trin3,3,14",67,2,0,3,9,"CALIBRATED",37609329,0,NA,NA,"ARITHMETIC"
"N-CT",5,14,3286,37609374,"Power N-CT67^2T14T5",67,2,0,2,9,"CALIBRATED",37609374,0,3286,0,"ARITHMETIC"
"N-CT",5,14,3342,37613409,"Power N-CT67^2Trin1,3,14",67,2,0,3,9,"CALIBRATED",37613409,0,NA,NA,"ARITHMETIC"
"N-CT",5,14,3392,37613454,"Power N-CT67^2T14T3",67,2,0,2,9,"CALIBRATED",37613454,0,3392,0,"ARITHMETIC"
"N-CT",5,14,3395,37617444,"Power N-CT67^2Arc(3)T14",67,2,0,4,9,"CALIBRATED",37617444,0,3395,0,"ARITHMETIC"
"N-CT",5,14,3416,37617459,"Power N-CT61^2T5",61,2,0,1,9,"CALIBRATED",37617459,0,3416,0,"ARITHMETIC"
"N-CT",5,14,3446,37617489,"Power N-CT67^2Arc(2)T14",67,2,0,3,9,"CALIBRATED",37617489,0,3446,0,"ARITHMETIC"
"N-CT",5,14,3498,37617534,"Power N-CT67^2T14T1",67,2,0,2,9,"CALIBRATED",37617534,0,3498,0,"ARITHMETIC"
"N-CT",5,14,3869,37617579,"Power N-CT73^2T20",73,2,0,1,9,"CALIBRATED",37617579,0,3869,0,"ARITHMETIC"
"N-CT",5,14,4088,37683099,"Power N-CT73^2T17",73,2,0,1,9,"CALIBRATED",37683099,0,4088,0,"ARITHMETIC"
"N-CT",5,14,4096,37740414,"Power N-CT67^2T3T3",67,2,0,2,9,"CALIBRATED",37740414,0,4096,0,"ARITHMETIC"
"N-CT",5,14,4526,37740459,"Power N-CT73^2T11",73,2,0,1,9,"CALIBRATED",37740459,0,4526,0,"ARITHMETIC"
"N-CT",5,14,4672,37744539,"Power N-CT73^2T9",73,2,0,1,9,"CALIBRATED",37744539,0,4672,0,"ARITHMETIC"
"N-CT",5,14,4818,37748619,"Power N-CT73^2T7",73,2,0,1,9,"CALIBRATED",37748619,0,4818,0,"ARITHMETIC"
"N-CT",5,14,5329,37748664,"Power N-CT73^2",73,2,0,0,9,"CALIBRATED",37748664,0,5329,0,"ARITHMETIC"
"N-CT",5,14,5518,45080259,"Power N-CT89^2T27",89,2,0,1,9,"CALIBRATED",45080259,0,5518,0,"ARITHMETIC"
"N-CT",5,14,5696,45084339,"Power N-CT89^2T25",89,2,0,1,9,"CALIBRATED",45084339,0,5696,0,"ARITHMETIC"
"N-CT",5,14,5874,45088419,"Power N-CT89^2T23",89,2,0,1,9,"CALIBRATED",45088419,0,5874,0,"ARITHMETIC"
"N-CT",5,14,6497,45088464,"Power N-CT89^2T16",89,2,0,1,9,"CALIBRATED",45088464,0,6497,0,"ARITHMETIC"
"N-CT",5,14,6716,45547104,"Power N-CT97^2T24T5",97,2,0,2,9,"CALIBRATED",45547104,0,6716,0,"ARITHMETIC"
"N-CT",5,14,7924,46005939,"Power N-CT89^2+3",89,2,3,0,9,"CALIBRATED",46005939,0,7924,0,"ARITHMETIC"
"N-CT",5,14,10000,46595619,"Power N-CT101^2",101,2,0,0,9,"CALIBRATED",46595619,0,10201,-201,"ARITHMETIC"
"CT",6,14,289,268435376,"Power CT17^2",17,2,0,0,16,"FORMULA",268435376,0,289,0,"ARITHMETIC"
"CT",6,14,625,804257456,"Power CT25^2",25,2,0,0,16,"FORMULA",804257456,0,625,0,"ARITHMETIC"
"CT",6,14,626,805240646,"Power CT27^2Arc(2)T2",27,2,0,3,16,"FORMULA",805240646,0,626,0,"ARITHMETIC"
"CT",6,14,650,805240676,"Power CT27^2T2T1",27,2,0,2,16,"FORMULA",805240676,0,650,0,"ARITHMETIC"
"CT",6,14,675,805240706,"Power CT27^2T2",27,2,0,1,16,"FORMULA",805240706,0,675,0,"ARITHMETIC"
"CT",6,14,676,805306196,"Power CT27^2T1T1",27,2,0,2,16,"FORMULA",805306196,0,676,0,"ARITHMETIC"
"CT",6,14,702,805306226,"Power CT27^2T1",27,2,0,1,16,"FORMULA",805306226,0,702,0,"ARITHMETIC"
"CT",6,14,730,805306256,"Power CT27^2+1",27,2,1,0,16,"FORMULA",805306256,0,730,0,"ARITHMETIC"
"N-CT",6,14,774,896552690,"Power N-CT43^2T25",43,2,0,1,14,"CALIBRATED",896552690,0,774,0,"ARITHMETIC"
"N-CT",6,14,784,905969554,"Power N-CT41^2T13T13",41,2,0,2,14,"CALIBRATED",905969554,0,784,0,"ARITHMETIC"
"N-CT",6,14,817,908456946,"Power N-CT43^2T24",43,2,0,1,14,"CALIBRATED",908456946,0,817,0,"ARITHMETIC"
"N-CT",6,14,860,918682070,"Power N-CT43^2T23",43,2,0,1,14,"CALIBRATED",918682070,0,860,0,"ARITHMETIC"
"N-CT",6,14,884,920584039,"Power N-CT41^2Trin2,8,13",41,2,0,3,14,"CALIBRATED",920584039,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,904,920649559,"Power N-CT41^2Trin1,8,13",41,2,0,3,14,"CALIBRATED",920649559,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,924,920649604,"Power N-CT41^2T13T8",41,2,0,2,14,"CALIBRATED",920649604,0,924,0,"ARITHMETIC"
"N-CT",6,14,936,921632599,"Power N-CT41^2Trin2,6,13",41,2,0,3,14,"CALIBRATED",921632599,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,958,921698119,"Power N-CT41^2Trin1,6,13",41,2,0,3,14,"CALIBRATED",921698119,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,980,921698164,"Power N-CT41^2T13T6",41,2,0,2,14,"CALIBRATED",921698164,0,980,0,"ARITHMETIC"
"N-CT",6,14,1040,922615639,"Power N-CT41^2Trin2,2,13",41,2,0,3,14,"CALIBRATED",922615639,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,1066,922681159,"Power N-CT41^2Trin1,2,13",41,2,0,3,14,"CALIBRATED",922681159,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,1092,922681204,"Power N-CT41^2T13T2",41,2,0,2,14,"CALIBRATED",922681204,0,1092,0,"ARITHMETIC"
"N-CT",6,14,1093,922746679,"Power N-CT41^2Arc(2)T13",41,2,0,3,14,"CALIBRATED",922746679,0,1093,0,"ARITHMETIC"
"N-CT",6,14,1120,922746724,"Power N-CT41^2T13T1",41,2,0,2,14,"CALIBRATED",922746724,0,1120,0,"ARITHMETIC"
"N-CT",6,14,1204,922746769,"Power N-CT43^2T15",43,2,0,1,14,"CALIBRATED",922746769,0,1204,0,"ARITHMETIC"
"N-CT",6,14,1225,937295689,"Power N-CT41^2Trin2,2,8",41,2,0,3,14,"CALIBRATED",937295689,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,1256,937361209,"Power N-CT41^2Trin1,2,8",41,2,0,3,14,"CALIBRATED",937361209,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,1287,937361254,"Power N-CT41^2T8T2",41,2,0,2,14,"CALIBRATED",937361254,0,1287,0,"ARITHMETIC"
"N-CT",6,14,1288,937426729,"Power N-CT41^2Arc(2)T8",41,2,0,3,14,"CALIBRATED",937426729,0,1288,0,"ARITHMETIC"
"N-CT",6,14,1320,937426774,"Power N-CT41^2T8T1",41,2,0,2,14,"CALIBRATED",937426774,0,1320,0,"ARITHMETIC"
"N-CT",6,14,1419,937426819,"Power N-CT43^2T10",43,2,0,1,14,"CALIBRATED",937426819,0,1419,0,"ARITHMETIC"
"N-CT",6,14,1505,938475379,"Power N-CT43^2T8",43,2,0,1,14,"CALIBRATED",938475379,0,1505,0,"ARITHMETIC"
"N-CT",6,14,1521,939392854,"Power N-CT41^2T2T2",41,2,0,2,14,"CALIBRATED",939392854,0,1521,0,"ARITHMETIC"
"N-CT",6,14,1522,939458329,"Power N-CT41^2Arc(2)T2",41,2,0,3,14,"CALIBRATED",939458329,0,1522,0,"ARITHMETIC"
"N-CT",6,14,1560,939458374,"Power N-CT41^2T2T1",41,2,0,2,14,"CALIBRATED",939458374,0,1560,0,"ARITHMETIC"
"N-CT",6,14,1677,939458419,"Power N-CT43^2T4",43,2,0,1,14,"CALIBRATED",939458419,0,1677,0,"ARITHMETIC"
"N-CT",6,14,1720,939523939,"Power N-CT43^2T3",43,2,0,1,14,"CALIBRATED",939523939,0,1720,0,"ARITHMETIC"
"N-CT",6,14,1852,939523984,"Power N-CT43^2+3",43,2,3,0,14,"CALIBRATED",939523984,0,1852,0,"ARITHMETIC"
"N-CT",6,14,1861,1027604194,"Power N-CT47^2Arc(8)",47,2,0,8,14,"CALIBRATED",1027604194,0,1861,0,"ARITHMETIC"
"N-CT",6,14,1901,1042284229,"Power N-CT47^2Arc(7)",47,2,0,7,14,"CALIBRATED",1042284229,0,1901,0,"ARITHMETIC"
"N-CT",6,14,1942,1056964264,"Power N-CT47^2Arc(6)",47,2,0,6,14,"CALIBRATED",1056964264,0,1942,0,"ARITHMETIC"
"N-CT",6,14,1984,1071644299,"Power N-CT47^2Arc(5)",47,2,0,5,14,"CALIBRATED",1071644299,0,1984,0,"ARITHMETIC"
"N-CT",6,14,2027,1086324334,"Power N-CT47^2Arc(4)",47,2,0,4,14,"CALIBRATED",1086324334,0,2027,0,"ARITHMETIC"
"N-CT",6,14,2071,1101004369,"Power N-CT47^2Arc(3)",47,2,0,3,14,"CALIBRATED",1101004369,0,2071,0,"ARITHMETIC"
"N-CT",6,14,2116,1115684404,"Power N-CT47^2T1T1",47,2,0,2,14,"CALIBRATED",1115684404,0,2116,0,"ARITHMETIC"
"N-CT",6,14,2162,1130364439,"Power N-CT47^2T1",47,2,0,1,14,"CALIBRATED",1130364439,0,2162,0,"ARITHMETIC"
"N-CT",6,14,2258,1141898599,"Power N-CT53^2Trin2,2,7",53,2,0,3,14,"CALIBRATED",1141898599,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,2346,1142947159,"Power N-CT53^2T7T2",53,2,0,2,14,"CALIBRATED",1142947159,0,2346,0,"ARITHMETIC"
"N-CT",6,14,2438,1143995719,"Power N-CT53^2T7",53,2,0,1,14,"CALIBRATED",1143995719,0,2438,0,"ARITHMETIC"
"N-CT",6,14,2447,1155484999,"Power N-CT59^2Trin3,3,13",59,2,0,3,14,"CALIBRATED",1155484999,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,2533,1156468039,"Power N-CT59^2Trin1,3,13",59,2,0,3,14,"CALIBRATED",1156468039,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,2576,1156529479,"Power N-CT59^2T13T3",59,2,0,2,14,"CALIBRATED",1156529479,0,2576,0,"ARITHMETIC"
"N-CT",6,14,2579,1157389639,"Power N-CT59^2Arc(3)T13",59,2,0,4,14,"CALIBRATED",1157389639,0,2579,0,"ARITHMETIC"
"N-CT",6,14,2623,1157451079,"Power N-CT59^2Arc(2)T13",59,2,0,3,14,"CALIBRATED",1157451079,0,2623,0,"ARITHMETIC"
"N-CT",6,14,2668,1157512519,"Power N-CT59^2T13T1",59,2,0,2,14,"CALIBRATED",1157512519,0,2668,0,"ARITHMETIC"
"N-CT",6,14,2806,1157573959,"Power N-CT61^2T15",61,2,0,1,14,"CALIBRATED",1157573959,0,2806,0,"ARITHMETIC"
"N-CT",6,14,2812,1159724314,"Power N-CT53^2+3",53,2,3,0,14,"CALIBRATED",1159724314,0,2812,0,"ARITHMETIC"
"N-CT",6,14,2856,1171209514,"Power N-CT59^2T8T3",59,2,0,2,14,"CALIBRATED",1171209514,0,2856,0,"ARITHMETIC"
"N-CT",6,14,2977,1171213594,"Power N-CT59^2Trin3,3,3",59,2,0,3,14,"CALIBRATED",1171213594,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,3083,1172196634,"Power N-CT59^2Trin1,3,3",59,2,0,3,14,"CALIBRATED",1172196634,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,3111,1172253994,"Power N-CT61^2T10",61,2,0,1,14,"CALIBRATED",1172253994,0,3111,0,"ARITHMETIC"
"N-CT",6,14,3136,1172258074,"Power N-CT59^2T3T3",59,2,0,2,14,"CALIBRATED",1172258074,0,3136,0,"ARITHMETIC"
"N-CT",6,14,3139,1173118234,"Power N-CT59^2Arc(3)T3",59,2,0,4,14,"CALIBRATED",1173118234,0,3139,0,"ARITHMETIC"
"N-CT",6,14,3193,1173179674,"Power N-CT59^2Arc(2)T3",59,2,0,3,14,"CALIBRATED",1173179674,0,3193,0,"ARITHMETIC"
"N-CT",6,14,3248,1173241114,"Power N-CT59^2T3T1",59,2,0,2,14,"CALIBRATED",1173241114,0,3248,0,"ARITHMETIC"
"N-CT",6,14,3416,1173302554,"Power N-CT61^2T5",61,2,0,1,14,"CALIBRATED",1173302554,0,3416,0,"ARITHMETIC"
"N-CT",6,14,3538,1174285594,"Power N-CT61^2T3",61,2,0,1,14,"CALIBRATED",1174285594,0,3538,0,"ARITHMETIC"
"N-CT",6,14,3723,1174347034,"Power N-CT61^2+2",61,2,2,0,14,"CALIBRATED",1174347034,0,3723,0,"ARITHMETIC"
"N-CT",6,14,3724,1174400794,"Power N-CT61^2+3",61,2,3,0,14,"CALIBRATED",1174400794,0,3724,0,"ARITHMETIC"
"N-CT",6,14,3751,1201667194,"Power N-CT67^2Arc(12)",67,2,0,12,14,"CALIBRATED",1201667194,0,3751,0,"ARITHMETIC"
"N-CT",6,14,3807,1215298714,"Power N-CT67^2Arc(11)",67,2,0,11,14,"CALIBRATED",1215298714,0,3807,0,"ARITHMETIC"
"N-CT",6,14,3825,1226833103,"Power N-CT73^2Trin7,7,9",73,2,0,3,13,"CALIBRATED",1226833103,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,3943,1226833343,"Power N-CT73^2Trin7,7,7",73,2,0,3,13,"CALIBRATED",1226833343,0,NA,NA,"ARITHMETIC"
"N-CT",6,14,3969,1240456703,"Power N-CT73^2T10T10",73,2,0,2,13,"CALIBRATED",1240456703,0,3969,0,"ARITHMETIC"
"N-CT",6,14,4032,1240460543,"Power N-CT73^2T10T9",73,2,0,2,13,"CALIBRATED",1240460543,0,4032,0,"ARITHMETIC"
"N-CT",6,14,4158,1240460783,"Power N-CT73^2T10T7",73,2,0,2,13,"CALIBRATED",1240460783,0,4158,0,"ARITHMETIC"
"N-CT",6,14,4224,1240464623,"Power N-CT73^2T9T7",73,2,0,2,13,"CALIBRATED",1240464623,0,4224,0,"ARITHMETIC"
"N-CT",6,14,4356,1240464863,"Power N-CT73^2T7T7",73,2,0,2,13,"CALIBRATED",1240464863,0,4356,0,"ARITHMETIC"
"N-CT",6,14,4599,1254092303,"Power N-CT73^2T10",73,2,0,1,13,"CALIBRATED",1254092303,0,4599,0,"ARITHMETIC"
"N-CT",6,14,4672,1254096143,"Power N-CT73^2T9",73,2,0,1,13,"CALIBRATED",1254096143,0,4672,0,"ARITHMETIC"
"N-CT",6,14,4818,1254096383,"Power N-CT73^2T7",73,2,0,1,13,"CALIBRATED",1254096383,0,4818,0,"ARITHMETIC"
"N-CT",6,14,4977,1266675023,"Power N-CT79^2T16",79,2,0,1,13,"CALIBRATED",1266675023,0,4977,0,"ARITHMETIC"
"N-CT",6,14,5056,1266678863,"Power N-CT79^2T15",79,2,0,1,13,"CALIBRATED",1266678863,0,5056,0,"ARITHMETIC"
"N-CT",6,14,5214,1266679103,"Power N-CT79^2T13",79,2,0,1,13,"CALIBRATED",1266679103,0,5214,0,"ARITHMETIC"
"N-CT",6,14,5329,1267727903,"Power N-CT73^2",73,2,0,0,13,"CALIBRATED",1267727903,0,5329,0,"ARITHMETIC"
"N-CT",6,14,5347,1277164703,"Power N-CT83^2Arc(2)T17",83,2,0,3,13,"CALIBRATED",1277164703,0,5347,0,"ARITHMETIC"
"N-CT",6,14,5412,1278213263,"Power N-CT83^2T17T1",83,2,0,2,13,"CALIBRATED",1278213263,0,5412,0,"ARITHMETIC"
"N-CT",6,14,5607,1279257743,"Power N-CT89^2T26",89,2,0,1,13,"CALIBRATED",1279257743,0,5607,0,"ARITHMETIC"
"N-CT",6,14,5696,1279261583,"Power N-CT89^2T25",89,2,0,1,13,"CALIBRATED",1279261583,0,5696,0,"ARITHMETIC"
"N-CT",6,14,5874,1279261823,"Power N-CT89^2T23",89,2,0,1,13,"CALIBRATED",1279261823,0,5874,0,"ARITHMETIC"
"N-CT",6,14,6244,1281359183,"Power N-CT79^2+3",79,2,3,0,13,"CALIBRATED",1281359183,0,6244,0,"ARITHMETIC"
"N-CT",6,14,6253,1286601983,"Power N-CT83^2Arc(8)",83,2,0,8,13,"CALIBRATED",1286601983,0,6253,0,"ARITHMETIC"
"N-CT",6,14,6329,1287650543,"Power N-CT83^2Arc(7)",83,2,0,7,13,"CALIBRATED",1287650543,0,6329,0,"ARITHMETIC"
"N-CT",6,14,6406,1288699103,"Power N-CT83^2Arc(6)",83,2,0,6,13,"CALIBRATED",1288699103,0,6406,0,"ARITHMETIC"
