"fam","t","v","k","N","Source","q","e","plus","nred","M","M_status","N_pred","dN","k_pred","dk","arith_tier"
"CT",6,4,1159,446625,"Power CT37^2Arc(6):3 twos,0 ones",37,2,0,3,14,"FORMULA",446625,0,1159,0,"ARITHMETIC"
"CT",6,4,1225,448978,"Power CT37^2T2T2",37,2,0,2,14,"FORMULA",448978,0,1225,0,"ARITHMETIC"
"CT",6,4,1295,451331,"Power CT37^2T2",37,2,0,1,14,"FORMULA",451331,0,1295,0,"ARITHMETIC"
"CT",6,4,1372,453684,"Power CT37^2+3",37,2,3,0,14,"FORMULA",453684,0,1372,0,"ARITHMETIC"
"CT",6,4,1381,470712,"Power CT41^2Arc(8)",41,2,0,8,14,"FORMULA",470712,0,1381,0,"ARITHMETIC"
"CT",6,4,1415,473550,"Power CT41^2Arc(7)",41,2,0,7,14,"FORMULA",473550,0,1415,0,"ARITHMETIC"
"CT",6,4,1450,476388,"Power CT41^2Arc(6)",41,2,0,6,14,"FORMULA",476388,0,1450,0,"ARITHMETIC"
"CT",6,4,1486,479226,"Power CT41^2Arc(5)",41,2,0,5,14,"FORMULA",479226,0,1486,0,"ARITHMETIC"
"CT",6,4,1523,482064,"Power CT41^2Arc(4)",41,2,0,4,14,"FORMULA",482064,0,1523,0,"ARITHMETIC"
"CT",6,4,1561,484902,"Power CT41^2Arc(3)",41,2,0,3,14,"FORMULA",484902,0,1561,0,"ARITHMETIC"
"CT",6,4,1600,487740,"Power CT41^2T1T1",41,2,0,2,14,"FORMULA",487740,0,1600,0,"ARITHMETIC"
"CT",6,4,1720,490578,"Power CT43^2T3",43,2,0,1,14,"FORMULA",490578,0,1720,0,"ARITHMETIC"
"CT",6,4,1851,493416,"Power CT43^2+2",43,2,2,0,14,"FORMULA",493416,0,1851,0,"ARITHMETIC"
"CT",6,4,1857,509526,"Power CT47^2Arc(8):4 twos,0 ones",47,2,0,4,14,"FORMULA",509526,0,1857,0,"ARITHMETIC"
"CT",6,4,1939,511137,"Power CT47^2Arc(6):3 twos,0 ones",47,2,0,3,14,"FORMULA",511137,0,1939,0,"ARITHMETIC"
"CT",6,4,1960,511521,"Power CT49^2T9",49,2,0,1,14,"FORMULA",511521,0,1960,0,"ARITHMETIC"
"CT",6,4,2025,512748,"Power CT47^2T2T2",47,2,0,2,14,"FORMULA",512748,0,2025,0,"ARITHMETIC"
"CT",6,4,2205,514359,"Power CT49^2T4",49,2,0,1,14,"FORMULA",514359,0,2205,0,"ARITHMETIC"
"CT",6,4,2402,515970,"Power CT49^2+1",49,2,1,0,14,"FORMULA",515970,0,2402,0,"ARITHMETIC"
"CT",6,4,2500,538710,"Power CT53^2T3T3",53,2,0,2,14,"FORMULA",538710,0,2500,0,"ARITHMETIC"
"CT",6,4,2650,540605,"Power CT53^2T3",53,2,0,1,14,"FORMULA",540605,0,2650,0,"ARITHMETIC"
"CT",6,4,2811,542500,"Power CT53^2+2",53,2,2,0,14,"FORMULA",542500,0,2811,0,"ARITHMETIC"
"N-CT",6,4,2964,549432,"Power N-CT67^2Trin7,7,12",67,2,0,3,13,"CALIBRATED",549432,0,NA,NA,"ARITHMETIC"
"N-CT",6,4,3229,550463,"Power N-CT67^2Trin7,7,7",67,2,0,3,13,"CALIBRATED",550463,0,NA,NA,"ARITHMETIC"
"N-CT",6,4,3282,551632,"Power N-CT67^2Trin6,7,7",67,2,0,3,13,"CALIBRATED",551632,0,NA,NA,"ARITHMETIC"
"N-CT",6,4,3494,552669,"Power N-CT67^2Trin2,7,7",67,2,0,3,13,"CALIBRATED",552669,0,NA,NA,"ARITHMETIC"
"N-CT",6,4,3600,553794,"Power N-CT67^2T7T7",67,2,0,2,13,"CALIBRATED",553794,0,3600,0,"ARITHMETIC"
"N-CT",6,4,3784,554875,"Power N-CT67^2Trin2,2,7",67,2,0,3,13,"CALIBRATED",554875,0,NA,NA,"ARITHMETIC"
"N-CT",6,4,3900,556000,"Power N-CT67^2T7T2",67,2,0,2,13,"CALIBRATED",556000,0,3900,0,"ARITHMETIC"
"N-CT",6,4,4099,557081,"Power N-CT67^2Trin2,2,2",67,2,0,3,13,"CALIBRATED",557081,0,NA,NA,"ARITHMETIC"
"N-CT",6,4,4225,558206,"Power N-CT67^2T2T2",67,2,0,2,13,"CALIBRATED",558206,0,4225,0,"ARITHMETIC"
"N-CT",6,4,4355,559331,"Power N-CT67^2T2",67,2,0,1,13,"CALIBRATED",559331,0,4355,0,"ARITHMETIC"
"N-CT",6,4,4492,560456,"Power N-CT67^2+3",67,2,3,0,13,"CALIBRATED",560456,0,4492,0,"ARITHMETIC"
"N-CT",6,4,4501,564796,"Power N-CT71^2Arc(8)",71,2,0,8,13,"CALIBRATED",564796,0,4501,0,"ARITHMETIC"
"N-CT",6,4,4565,565664,"Power N-CT71^2Arc(7)",71,2,0,7,13,"CALIBRATED",565664,0,4565,0,"ARITHMETIC"
"N-CT",6,4,4630,566532,"Power N-CT71^2Arc(6)",71,2,0,6,13,"CALIBRATED",566532,0,4630,0,"ARITHMETIC"
"N-CT",6,4,4696,567400,"Power N-CT71^2Arc(5)",71,2,0,5,13,"CALIBRATED",567400,0,4696,0,"ARITHMETIC"
"N-CT",6,4,4763,568268,"Power N-CT71^2Arc(4)",71,2,0,4,13,"CALIBRATED",568268,0,4763,0,"ARITHMETIC"
"N-CT",6,4,4831,569136,"Power N-CT71^2Arc(3)",71,2,0,3,13,"CALIBRATED",569136,0,4831,0,"ARITHMETIC"
"N-CT",6,4,4900,570004,"Power N-CT71^2T1T1",71,2,0,2,13,"CALIBRATED",570004,0,4900,0,"ARITHMETIC"
"N-CT",6,4,5110,570872,"Power N-CT73^2T3",73,2,0,1,13,"CALIBRATED",570872,0,5110,0,"ARITHMETIC"
"N-CT",6,4,5331,571740,"Power N-CT73^2+2",73,2,2,0,13,"CALIBRATED",571740,0,5331,0,"ARITHMETIC"
"N-CT",6,4,5341,585380,"Power N-CT79^2Trin4,4,4",79,2,0,3,13,"CALIBRATED",585380,0,NA,NA,"ARITHMETIC"
"N-CT",6,4,5483,586445,"Power N-CT79^2Trin2,4,4",79,2,0,3,13,"CALIBRATED",586445,0,NA,NA,"ARITHMETIC"
"N-CT",6,4,5625,586744,"Power N-CT79^2T4T4",79,2,0,2,13,"CALIBRATED",586744,0,5625,0,"ARITHMETIC"
"N-CT",6,4,5629,587510,"Power N-CT79^2Trin2,2,4",79,2,0,3,13,"CALIBRATED",587510,0,NA,NA,"ARITHMETIC"
"N-CT",6,4,5775,587809,"Power N-CT79^2T4T2",79,2,0,2,13,"CALIBRATED",587809,0,5775,0,"ARITHMETIC"
"N-CT",6,4,5925,588108,"Power N-CT79^2T4",79,2,0,1,13,"CALIBRATED",588108,0,5925,0,"ARITHMETIC"
"N-CT",6,4,5929,588874,"Power N-CT79^2T2T2",79,2,0,2,13,"CALIBRATED",588874,0,5929,0,"ARITHMETIC"
"N-CT",6,4,6083,589173,"Power N-CT79^2T2",79,2,0,1,13,"CALIBRATED",589173,0,6083,0,"ARITHMETIC"
"N-CT",6,4,6242,589472,"Power N-CT79^2+1",79,2,1,0,13,"CALIBRATED",589472,0,6242,0,"ARITHMETIC"
"N-CT",6,4,6400,599537,"Power N-CT83^2T3T3",83,2,0,2,13,"CALIBRATED",599537,0,6400,0,"ARITHMETIC"
"N-CT",6,4,6640,600452,"Power N-CT83^2T3",83,2,0,1,13,"CALIBRATED",600452,0,6640,0,"ARITHMETIC"
"N-CT",6,4,6891,601367,"Power N-CT83^2+2",83,2,2,0,13,"CALIBRATED",601367,0,6891,0,"ARITHMETIC"
"N-CT",6,4,6901,606907,"Power N-CT89^2Trin4,4,4",89,2,0,3,13,"CALIBRATED",606907,0,NA,NA,"ARITHMETIC"
"N-CT",6,4,7120,607100,"Power N-CT89^2T9",89,2,0,1,13,"CALIBRATED",607100,0,7120,0,"ARITHMETIC"
"N-CT",6,4,7225,607461,"Power N-CT89^2T4T4",89,2,0,2,13,"CALIBRATED",607461,0,7225,0,"ARITHMETIC"
"N-CT",6,4,7565,608015,"Power N-CT89^2T4",89,2,0,1,13,"CALIBRATED",608015,0,7565,0,"ARITHMETIC"
"N-CT",6,4,7922,608569,"Power N-CT89^2+1",89,2,1,0,13,"CALIBRATED",608569,0,7922,0,"ARITHMETIC"
"N-CT",6,4,7998,637338,"Power N-CT101^2Arc(13)T11",101,2,0,14,13,"CALIBRATED",NA,NA,7998,0,"ARITH_OPEN"
"N-CT",6,4,8100,638346,"Power N-CT97^2T7T7",97,2,0,2,13,"CALIBRATED",638346,0,8100,0,"ARITHMETIC"
"N-CT",6,4,8790,640045,"Power N-CT101^2Arc(13)T2",101,2,0,14,13,"CALIBRATED",NA,NA,8790,0,"ARITH_OPEN"
"N-CT",6,4,9412,643760,"Power N-CT97^2+3",97,2,3,0,13,"CALIBRATED",643760,0,9412,0,"ARITHMETIC"
"N-CT",6,4,9421,662335,"Power N-CT101^2Arc(8)",101,2,0,8,13,"CALIBRATED",662335,0,9421,0,"ARITHMETIC"
"N-CT",6,4,9515,666050,"Power N-CT101^2Arc(7)",101,2,0,7,13,"CALIBRATED",666050,0,9515,0,"ARITHMETIC"
"N-CT",6,4,9610,669765,"Power N-CT101^2Arc(6)",101,2,0,6,13,"CALIBRATED",669765,0,9610,0,"ARITHMETIC"
"N-CT",6,4,9706,673480,"Power N-CT101^2Arc(5)",101,2,0,5,13,"CALIBRATED",673480,0,9706,0,"ARITHMETIC"
"N-CT",6,4,9803,677195,"Power N-CT101^2Arc(4)",101,2,0,4,13,"CALIBRATED",677195,0,9803,0,"ARITHMETIC"
"CT",6,4,9854,679410,"Power CT27^3S21",27,3,0,21,27,"FORMULA",679410,0,9854,0,"ARITHMETIC"
"N-CT",6,4,9901,680910,"Power N-CT101^2Arc(3)",101,2,0,3,13,"CALIBRATED",680910,0,9901,0,"ARITHMETIC"
"CT",6,4,10000,682080,"Power CT27^3S20",27,3,0,20,27,"FORMULA",682080,0,10062,-62,"ARITHMETIC"
"N-CT",5,5,7777,221556,"Power N-CT101^2T24",101,2,0,1,9,"CALIBRATED",221556,0,7777,0,"ARITHMETIC"
"N-CT",5,5,8383,223436,"Power N-CT101^2T18",101,2,0,1,9,"CALIBRATED",223436,0,8383,0,"ARITHMETIC"
"N-CT",5,5,8585,224596,"Power N-CT101^2T16",101,2,0,1,9,"CALIBRATED",224596,0,8585,0,"ARITHMETIC"
"N-CT",5,5,10000,224676,"Power N-CT101^2",101,2,0,0,9,"CALIBRATED",224676,0,10201,-201,"ARITHMETIC"
"CT",3,6,10000,2492,"Power CT100^2",100,2,0,0,4,"FORMULA",2492,0,10000,0,"ARITHMETIC"
"CT",6,6,575,7529422,"Power CT25^2T2",25,2,0,1,16,"FORMULA",7529422,0,575,0,"ARITHMETIC"
"CT",6,6,625,7529440,"Power CT25^2",25,2,0,0,16,"FORMULA",7529440,0,625,0,"ARITHMETIC"
"N-CT",6,6,775,8700882,"Power N-CT31^2T6",31,2,0,1,15,"CALIBRATED",8700882,0,775,0,"ARITHMETIC"
"N-CT",6,6,783,8750260,"Power N-CT29^2T2",29,2,0,1,15,"CALIBRATED",8750260,0,783,0,"ARITHMETIC"
"N-CT",6,6,806,8767687,"Power N-CT31^2T5",31,2,0,1,15,"CALIBRATED",8767687,0,806,0,"ARITHMETIC"
"N-CT",6,6,837,8779072,"Power N-CT31^2T4",31,2,0,1,15,"CALIBRATED",8779072,0,837,0,"ARITHMETIC"
"N-CT",6,6,841,8787300,"Power N-CT29^2",29,2,0,0,15,"CALIBRATED",8787300,0,841,0,"ARITHMETIC"
"N-CT",6,6,899,8816112,"Power N-CT31^2T2",31,2,0,1,15,"CALIBRATED",8816112,0,899,0,"ARITHMETIC"
"N-CT",6,6,961,8818170,"Power N-CT31^2",31,2,0,0,15,"CALIBRATED",8818170,0,961,0,"ARITHMETIC"
"N-CT",6,6,964,8823570,"Power N-CT31^2+3",31,2,3,0,15,"CALIBRATED",8823570,0,964,0,"ARITHMETIC"
"CT",6,6,992,9411448,"Power CT32^2T1",32,2,0,1,16,"FORMULA",9411448,0,992,0,"ARITHMETIC"
"CT",6,6,1026,9411808,"Power CT32^2+2",32,2,2,0,16,"FORMULA",9411808,0,1026,0,"ARITHMETIC"
"N-CT",6,6,1075,9629948,"Power N-CT41^2Trin3,7,7",41,2,0,3,14,"CALIBRATED",9629948,0,NA,NA,"ARITHMETIC"
"N-CT",6,6,1102,9646412,"Power N-CT41^2Trin2,7,7",41,2,0,3,14,"CALIBRATED",9646412,0,NA,NA,"ARITHMETIC"
"N-CT",6,6,1129,9646706,"Power N-CT41^2Trin1,7,7",41,2,0,3,14,"CALIBRATED",9646706,0,NA,NA,"ARITHMETIC"
"N-CT",6,6,1156,9646748,"Power N-CT41^2T7T7",41,2,0,2,14,"CALIBRATED",9646748,0,1156,0,"ARITHMETIC"
"N-CT",6,6,1175,9647108,"Power N-CT47^2T22",47,2,0,1,14,"CALIBRATED",9647108,0,1175,0,"ARITHMETIC"
"N-CT",6,6,1222,9713913,"Power N-CT47^2T21",47,2,0,1,14,"CALIBRATED",9713913,0,1222,0,"ARITHMETIC"
"N-CT",6,6,1269,9725298,"Power N-CT47^2T20",47,2,0,1,14,"CALIBRATED",9725298,0,1269,0,"ARITHMETIC"
"N-CT",6,6,1292,9747566,"Power N-CT41^2T7T3",41,2,0,2,14,"CALIBRATED",9747566,0,1292,0,"ARITHMETIC"
"N-CT",6,6,1363,9762338,"Power N-CT47^2T18",47,2,0,1,14,"CALIBRATED",9762338,0,1363,0,"ARITHMETIC"
"N-CT",6,6,1394,9764366,"Power N-CT41^2T7",41,2,0,1,14,"CALIBRATED",9764366,0,1394,0,"ARITHMETIC"
"N-CT",6,6,1457,9764396,"Power N-CT47^2T16",47,2,0,1,14,"CALIBRATED",9764396,0,1457,0,"ARITHMETIC"
"N-CT",6,6,1598,9764756,"Power N-CT47^2T13",47,2,0,1,14,"CALIBRATED",9764756,0,1598,0,"ARITHMETIC"
"N-CT",6,6,1692,9848774,"Power N-CT47^2T11",47,2,0,1,14,"CALIBRATED",9848774,0,1692,0,"ARITHMETIC"
"N-CT",6,6,1786,9865574,"Power N-CT47^2T9",47,2,0,1,14,"CALIBRATED",9865574,0,1786,0,"ARITHMETIC"
"N-CT",6,6,1833,9882038,"Power N-CT47^2T8",47,2,0,1,14,"CALIBRATED",9882038,0,1833,0,"ARITHMETIC"
"N-CT",6,6,1880,9882332,"Power N-CT47^2T7",47,2,0,1,14,"CALIBRATED",9882332,0,1880,0,"ARITHMETIC"
"N-CT",6,6,1927,9882374,"Power N-CT47^2T6",47,2,0,1,14,"CALIBRATED",9882374,0,1927,0,"ARITHMETIC"
"N-CT",6,6,2211,9882404,"Power N-CT47^2+2",47,2,2,0,14,"CALIBRATED",9882404,0,2211,0,"ARITHMETIC"
"N-CT",6,6,2221,11175674,"Power N-CT53^2Trin4,4,4",53,2,0,3,14,"CALIBRATED",11175674,0,NA,NA,"ARITHMETIC"
"N-CT",6,6,2311,11290892,"Power N-CT53^2Trin2,4,4",53,2,0,3,14,"CALIBRATED",11290892,0,NA,NA,"ARITHMETIC"
"N-CT",6,6,2356,11292950,"Power N-CT53^2Trin1,4,4",53,2,0,3,14,"CALIBRATED",11292950,0,NA,NA,"ARITHMETIC"
"N-CT",6,6,2401,11293244,"Power N-CT53^2T4T4",53,2,0,2,14,"CALIBRATED",11293244,0,2401,0,"ARITHMETIC"
"N-CT",6,6,2412,11378198,"Power N-CT67^2T31",67,2,0,1,14,"CALIBRATED",11378198,0,2412,0,"ARITHMETIC"
"N-CT",6,6,2546,11394998,"Power N-CT67^2T29",67,2,0,1,14,"CALIBRATED",11394998,0,2546,0,"ARITHMETIC"
"N-CT",6,6,2548,11410520,"Power N-CT53^2T4T1",53,2,0,2,14,"CALIBRATED",11410520,0,2548,0,"ARITHMETIC"
"N-CT",6,6,2597,11410814,"Power N-CT53^2T4",53,2,0,1,14,"CALIBRATED",11410814,0,2597,0,"ARITHMETIC"
"N-CT",6,6,2613,11411462,"Power N-CT67^2T28",67,2,0,1,14,"CALIBRATED",11411462,0,2613,0,"ARITHMETIC"
"N-CT",6,6,2695,11411750,"Power N-CT59^2T10T4",59,2,0,2,14,"CALIBRATED",11411750,0,2695,0,"ARITHMETIC"
"N-CT",6,6,2747,11411798,"Power N-CT67^2T26",67,2,0,1,14,"CALIBRATED",11411798,0,2747,0,"ARITHMETIC"
"N-CT",6,6,3283,11411828,"Power N-CT67^2T18",67,2,0,1,14,"CALIBRATED",11411828,0,3283,0,"ARITHMETIC"
"N-CT",6,6,3417,11527046,"Power N-CT67^2T16",67,2,0,1,14,"CALIBRATED",11527046,0,3417,0,"ARITHMETIC"
"N-CT",6,6,3484,11529104,"Power N-CT67^2T15",67,2,0,1,14,"CALIBRATED",11529104,0,3484,0,"ARITHMETIC"
"N-CT",6,6,3685,11529398,"Power N-CT67^2T12",67,2,0,1,14,"CALIBRATED",11529398,0,3685,0,"ARITHMETIC"
"N-CT",6,6,4489,11529476,"Power N-CT67^2",67,2,0,0,14,"CALIBRATED",11529476,0,4489,0,"ARITHMETIC"
"N-CT",6,6,4556,12096718,"Power N-CT73^2T6T5",73,2,0,2,13,"CALIBRATED",12096718,0,4556,0,"ARITHMETIC"
"N-CT",6,6,4690,12111124,"Power N-CT73^2T6T3",73,2,0,2,13,"CALIBRATED",12111124,0,4690,0,"ARITHMETIC"
"N-CT",6,6,4891,12113182,"Power N-CT73^2T6",73,2,0,1,13,"CALIBRATED",12113182,0,4891,0,"ARITHMETIC"
"N-CT",6,6,5025,12117340,"Power N-CT79^2T12T4",79,2,0,2,13,"CALIBRATED",12117340,0,5025,0,"ARITHMETIC"
"N-CT",6,6,5092,12117634,"Power N-CT79^2T12T3",79,2,0,2,13,"CALIBRATED",12117634,0,5092,0,"ARITHMETIC"
"N-CT",6,6,5963,12117718,"Power N-CT89^2T22",89,2,0,1,13,"CALIBRATED",12117718,0,5963,0,"ARITHMETIC"
"N-CT",6,6,6052,12218524,"Power N-CT89^2T21",89,2,0,1,13,"CALIBRATED",12218524,0,6052,0,"ARITHMETIC"
"N-CT",6,6,6230,12232930,"Power N-CT89^2T19",89,2,0,1,13,"CALIBRATED",12232930,0,6230,0,"ARITHMETIC"
"N-CT",6,6,6675,12234988,"Power N-CT89^2T14",89,2,0,1,13,"CALIBRATED",12234988,0,6675,0,"ARITHMETIC"
"N-CT",6,6,6764,12235282,"Power N-CT89^2T13",89,2,0,1,13,"CALIBRATED",12235282,0,6764,0,"ARITHMETIC"
"N-CT",6,6,8293,13408006,"Power N-CT97^2Trin4,4,4",97,2,0,3,13,"CALIBRATED",13408006,0,NA,NA,"ARITHMETIC"
"N-CT",6,6,8471,13523212,"Power N-CT97^2Trin2,4,4",97,2,0,3,13,"CALIBRATED",13523212,0,NA,NA,"ARITHMETIC"
"N-CT",6,6,8649,13525270,"Power N-CT97^2T4T4",97,2,0,2,13,"CALIBRATED",13525270,0,8649,0,"ARITHMETIC"
"N-CT",6,6,8653,13638418,"Power N-CT97^2Trin2,2,4",97,2,0,3,13,"CALIBRATED",13638418,0,NA,NA,"ARITHMETIC"
"N-CT",6,6,8835,13640476,"Power N-CT97^2T4T2",97,2,0,2,13,"CALIBRATED",13640476,0,8835,0,"ARITHMETIC"
"N-CT",6,6,9393,13642534,"Power N-CT101^2T8",101,2,0,1,13,"CALIBRATED",13642534,0,9393,0,"ARITHMETIC"
"N-CT",6,6,9595,13757740,"Power N-CT101^2T6",101,2,0,1,13,"CALIBRATED",13757740,0,9595,0,"ARITHMETIC"
"N-CT",6,6,10000,13759798,"Power N-CT101^2",101,2,0,0,13,"CALIBRATED",13759798,0,10201,-201,"ARITHMETIC"
"N-CT",5,7,1428,719784,"Power N-CT43^2T9T1",43,2,0,2,9,"CALIBRATED",719784,0,1428,0,"ARITHMETIC"
"N-CT",5,7,1462,720120,"Power N-CT43^2T9",43,2,0,1,9,"CALIBRATED",720120,0,1462,0,"ARITHMETIC"
"N-CT",5,7,1521,727368,"Power N-CT41^2T2T2",41,2,0,2,9,"CALIBRATED",727368,0,1521,0,"ARITHMETIC"
"N-CT",5,7,1599,729426,"Power N-CT41^2T2",41,2,0,1,9,"CALIBRATED",729426,0,1599,0,"ARITHMETIC"
"N-CT",5,7,1600,731442,"Power N-CT43^2Arc(2)T4",43,2,0,3,9,"CALIBRATED",731442,0,1600,0,"ARITHMETIC"
"N-CT",5,7,1682,731484,"Power N-CT41^2+1",41,2,1,0,9,"CALIBRATED",731484,0,1682,0,"ARITHMETIC"
"N-CT",5,7,1683,733164,"Power N-CT43^2Arc(4)",43,2,0,4,9,"CALIBRATED",733164,0,1683,0,"ARITHMETIC"
"N-CT",5,7,1723,733500,"Power N-CT43^2Arc(3)",43,2,0,3,9,"CALIBRATED",733500,0,1723,0,"ARITHMETIC"
"N-CT",5,7,1764,733836,"Power N-CT43^2T1T1",43,2,0,2,9,"CALIBRATED",733836,0,1764,0,"ARITHMETIC"
"N-CT",5,7,1806,734172,"Power N-CT43^2T1",43,2,0,1,9,"CALIBRATED",734172,0,1806,0,"ARITHMETIC"
"N-CT",5,7,1849,734508,"Power N-CT43^2",43,2,0,0,9,"CALIBRATED",734508,0,1849,0,"ARITHMETIC"
"N-CT",5,7,1884,741864,"Power N-CT53^2Arc(9)T11",53,2,0,10,9,"CALIBRATED",NA,NA,1884,0,"ARITH_OPEN"
"N-CT",5,7,1928,742200,"Power N-CT53^2Arc(9)T10",53,2,0,10,9,"CALIBRATED",NA,NA,1928,0,"ARITH_OPEN"
"N-CT",5,7,2016,743922,"Power N-CT53^2Arc(9)T8",53,2,0,10,9,"CALIBRATED",NA,NA,2016,0,"ARITH_OPEN"
"N-CT",5,7,2104,744216,"Power N-CT53^2Arc(9)T6",53,2,0,10,9,"CALIBRATED",NA,NA,2104,0,"ARITH_OPEN"
"N-CT",5,7,2280,744618,"Power N-CT53^2Arc(9)T2",53,2,0,10,9,"CALIBRATED",NA,NA,2280,0,"ARITH_OPEN"
"N-CT",5,7,2368,756270,"Power N-CT53^2Arc(9)",53,2,0,9,9,"CALIBRATED",756270,0,2368,0,"ARITHMETIC"
"N-CT",5,7,2413,767922,"Power N-CT53^2Arc(8)",53,2,0,8,9,"CALIBRATED",767922,0,2413,0,"ARITHMETIC"
"N-CT",5,7,2459,779574,"Power N-CT53^2Arc(7)",53,2,0,7,9,"CALIBRATED",779574,0,2459,0,"ARITHMETIC"
"N-CT",5,7,2506,791226,"Power N-CT53^2Arc(6)",53,2,0,6,9,"CALIBRATED",791226,0,2506,0,"ARITHMETIC"
"N-CT",5,7,3186,863826,"Power N-CT59^2T5",59,2,0,1,9,"CALIBRATED",863826,0,3186,0,"ARITHMETIC"
"N-CT",5,7,3481,864162,"Power N-CT59^2",59,2,0,0,9,"CALIBRATED",864162,0,3481,0,"ARITHMETIC"
"N-CT",5,7,3676,878736,"Power N-CT79^2Arc(9)T27",79,2,0,10,9,"CALIBRATED",NA,NA,3676,0,"ARITH_OPEN"
"N-CT",5,7,3721,885708,"Power N-CT61^2",61,2,0,0,9,"CALIBRATED",885708,0,3721,0,"ARITHMETIC"
"N-CT",5,7,3816,890388,"Power N-CT79^2Arc(9)T25",79,2,0,10,9,"CALIBRATED",NA,NA,3816,0,"ARITH_OPEN"
"N-CT",5,7,4166,890724,"Power N-CT79^2Arc(9)T20",79,2,0,10,9,"CALIBRATED",NA,NA,4166,0,"ARITH_OPEN"
"N-CT",5,7,4306,893118,"Power N-CT79^2Arc(9)T18",79,2,0,10,9,"CALIBRATED",NA,NA,4306,0,"ARITH_OPEN"
"N-CT",5,7,4726,895176,"Power N-CT79^2Arc(9)T12",79,2,0,10,9,"CALIBRATED",NA,NA,4726,0,"ARITH_OPEN"
"N-CT",5,7,4796,895470,"Power N-CT79^2Arc(9)T11",79,2,0,10,9,"CALIBRATED",NA,NA,4796,0,"ARITH_OPEN"
"N-CT",5,7,4866,895512,"Power N-CT79^2Arc(9)T10",79,2,0,10,9,"CALIBRATED",NA,NA,4866,0,"ARITH_OPEN"
"N-CT",5,7,5426,895542,"Power N-CT79^2Arc(9)T2",79,2,0,10,9,"CALIBRATED",NA,NA,5426,0,"ARITH_OPEN"
"N-CT",5,7,5566,907524,"Power N-CT79^2Arc(9)",79,2,0,9,9,"CALIBRATED",907524,0,5566,0,"ARITHMETIC"
"N-CT",5,7,5637,919506,"Power N-CT79^2Arc(8)",79,2,0,8,9,"CALIBRATED",919506,0,5637,0,"ARITHMETIC"
"N-CT",5,7,5709,931488,"Power N-CT79^2Arc(7)",79,2,0,7,9,"CALIBRATED",931488,0,5709,0,"ARITHMETIC"
"N-CT",5,7,5782,943470,"Power N-CT79^2Arc(6)",79,2,0,6,9,"CALIBRATED",943470,0,5782,0,"ARITHMETIC"
"N-CT",5,7,5856,955452,"Power N-CT79^2Arc(5)",79,2,0,5,9,"CALIBRATED",955452,0,5856,0,"ARITHMETIC"
"N-CT",5,7,5931,967434,"Power N-CT79^2Arc(4)",79,2,0,4,9,"CALIBRATED",967434,0,5931,0,"ARITHMETIC"
"N-CT",5,7,6007,979416,"Power N-CT79^2Arc(3)",79,2,0,3,9,"CALIBRATED",979416,0,6007,0,"ARITHMETIC"
"N-CT",5,7,6084,991398,"Power N-CT79^2T1T1",79,2,0,2,9,"CALIBRATED",991398,0,6084,0,"ARITHMETIC"
"N-CT",5,7,6162,1003380,"Power N-CT79^2T1",79,2,0,1,9,"CALIBRATED",1003380,0,6162,0,"ARITHMETIC"
"N-CT",5,7,6168,1012956,"Power N-CT83^2Arc(4)T5",83,2,0,5,9,"CALIBRATED",1012956,0,6168,0,"ARITHMETIC"
"N-CT",5,7,6243,1015350,"Power N-CT83^2Arc(3)T5",83,2,0,4,9,"CALIBRATED",1015350,0,6243,0,"ARITHMETIC"
"N-CT",5,7,6244,1015362,"Power N-CT79^2+3",79,2,3,0,9,"CALIBRATED",1015362,0,6244,0,"ARITHMETIC"
"N-CT",5,7,6319,1017744,"Power N-CT83^2Arc(2)T5",83,2,0,3,9,"CALIBRATED",1017744,0,6319,0,"ARITHMETIC"
"N-CT",5,7,6396,1020138,"Power N-CT83^2T5T1",83,2,0,2,9,"CALIBRATED",1020138,0,6396,0,"ARITHMETIC"
"N-CT",5,7,6942,1022532,"Power N-CT89^2T11",89,2,0,1,9,"CALIBRATED",1022532,0,6942,0,"ARITHMETIC"
"N-CT",5,7,7298,1034514,"Power N-CT89^2T7",89,2,0,1,9,"CALIBRATED",1034514,0,7298,0,"ARITHMETIC"
"N-CT",5,7,9393,1056060,"Power N-CT101^2T8",101,2,0,1,9,"CALIBRATED",1056060,0,9393,0,"ARITHMETIC"
"CT",6,7,575,7529454,"Power CT25^2T2",25,2,0,1,16,"FORMULA",7529454,0,575,0,"ARITHMETIC"
"CT",6,7,625,7529472,"Power CT25^2",25,2,0,0,16,"FORMULA",7529472,0,625,0,"ARITHMETIC"
"N-CT",6,7,775,8700912,"Power N-CT31^2T6",31,2,0,1,15,"CALIBRATED",8700912,0,775,0,"ARITHMETIC"
"N-CT",6,7,783,8756124,"Power N-CT29^2T2",29,2,0,1,15,"CALIBRATED",8756124,0,783,0,"ARITHMETIC"
"N-CT",6,7,837,8784936,"Power N-CT31^2T4",31,2,0,1,15,"CALIBRATED",8784936,0,837,0,"ARITHMETIC"
"N-CT",6,7,841,8787330,"Power N-CT29^2",29,2,0,0,15,"CALIBRATED",8787330,0,841,0,"ARITHMETIC"
"N-CT",6,7,899,8816142,"Power N-CT31^2T2",31,2,0,1,15,"CALIBRATED",8816142,0,899,0,"ARITHMETIC"
"N-CT",6,7,961,8818200,"Power N-CT31^2",31,2,0,0,15,"CALIBRATED",8818200,0,961,0,"ARITHMETIC"
