"t","v","k","N","Source","status","engine_class"
6,15,2623,1157451107,"Power N-CT59^2Arc(2)T13","NOIMPL","UNRESOLVED"
6,15,2668,1157512547,"Power N-CT59^2T13T1","NOIMPL","UNRESOLVED"
6,15,2806,1157573987,"Power N-CT61^2T15","NOIMPL","UNRESOLVED"
6,15,2812,1159724342,"Power N-CT53^2+3","NOIMPL","UNRESOLVED"
6,15,2856,1171209542,"Power N-CT59^2T8T3","NOIMPL","UNRESOLVED"
6,15,2977,1171213622,"Power N-CT59^2Trin3,3,3","NOIMPL","UNRESOLVED"
6,15,3083,1172196662,"Power N-CT59^2Trin1,3,3","NOIMPL","UNRESOLVED"
6,15,3111,1172254022,"Power N-CT61^2T10","NOIMPL","UNRESOLVED"
6,15,3136,1172258102,"Power N-CT59^2T3T3","NOIMPL","UNRESOLVED"
6,15,3139,1173118262,"Power N-CT59^2Arc(3)T3","NOIMPL","UNRESOLVED"
6,15,3193,1173179702,"Power N-CT59^2Arc(2)T3","NOIMPL","UNRESOLVED"
6,15,3248,1173241142,"Power N-CT59^2T3T1","NOIMPL","UNRESOLVED"
6,15,3416,1173302582,"Power N-CT61^2T5","NOIMPL","UNRESOLVED"
6,15,3538,1174285622,"Power N-CT61^2T3","NOIMPL","UNRESOLVED"
6,15,3723,1174347062,"Power N-CT61^2+2","NOIMPL","UNRESOLVED"
6,15,3724,1174400822,"Power N-CT61^2+3","NOIMPL","UNRESOLVED"
6,15,3726,1174404182,"perfect hash family14,3726,66","NOIMPL","UNRESOLVED"
6,15,3751,1201667222,"Power N-CT67^2Arc(12)","NOIMPL","UNRESOLVED"
6,15,3807,1215298742,"Power N-CT67^2Arc(11)","NOIMPL","UNRESOLVED"
6,15,3825,1226833129,"Power N-CT73^2Trin7,7,9","NOIMPL","UNRESOLVED"
6,15,3943,1226833369,"Power N-CT73^2Trin7,7,7","NOIMPL","UNRESOLVED"
6,15,3969,1240456729,"Power N-CT73^2T10T10","NOIMPL","UNRESOLVED"
6,15,4032,1240460569,"Power N-CT73^2T10T9","NOIMPL","UNRESOLVED"
6,15,4158,1240460809,"Power N-CT73^2T10T7","NOIMPL","UNRESOLVED"
6,15,4224,1240464649,"Power N-CT73^2T9T7","NOIMPL","UNRESOLVED"
6,15,4356,1240464889,"Power N-CT73^2T7T7","NOIMPL","UNRESOLVED"
6,15,4599,1254092329,"Power N-CT73^2T10","NOIMPL","UNRESOLVED"
6,15,4672,1254096169,"Power N-CT73^2T9","NOIMPL","UNRESOLVED"
6,15,4818,1254096409,"Power N-CT73^2T7","NOIMPL","UNRESOLVED"
6,15,4977,1266675049,"Power N-CT79^2T16","NOIMPL","UNRESOLVED"
6,15,5056,1266678889,"Power N-CT79^2T15","NOIMPL","UNRESOLVED"
6,15,5214,1266679129,"Power N-CT79^2T13","NOIMPL","UNRESOLVED"
6,15,5329,1267727929,"Power N-CT73^2","NOIMPL","UNRESOLVED"
6,15,5347,1277164729,"Power N-CT83^2Arc(2)T17","NOIMPL","UNRESOLVED"
6,15,5412,1278213289,"Power N-CT83^2T17T1","NOIMPL","UNRESOLVED"
6,15,5607,1279257769,"Power N-CT89^2T26","NOIMPL","UNRESOLVED"
6,15,5696,1279261609,"Power N-CT89^2T25","NOIMPL","UNRESOLVED"
6,15,5874,1279261849,"Power N-CT89^2T23","NOIMPL","UNRESOLVED"
6,15,6244,1281359209,"Power N-CT79^2+3","NOIMPL","UNRESOLVED"
6,15,6253,1286602009,"Power N-CT83^2Arc(8)","NOIMPL","UNRESOLVED"
6,15,6329,1287650569,"Power N-CT83^2Arc(7)","NOIMPL","UNRESOLVED"
6,15,6406,1288699129,"Power N-CT83^2Arc(6)","NOIMPL","UNRESOLVED"
6,15,6484,1289747689,"Power N-CT83^2Arc(5)","NOIMPL","UNRESOLVED"
6,15,6563,1290796249,"Power N-CT83^2Arc(4)","NOIMPL","UNRESOLVED"
6,15,6592,1291795369,"perfect hash family13,10609,103T39","NOIMPL","UNRESOLVED"
6,15,6798,1291795609,"perfect hash family13,10609,103T37","NOIMPL","UNRESOLVED"
6,15,7298,1293941929,"Power N-CT89^2T7","NOIMPL","UNRESOLVED"
6,15,7921,1294990489,"Power N-CT89^2","NOIMPL","UNRESOLVED"
6,15,7954,1305738409,"Power N-CT97^2T15","NOIMPL","UNRESOLVED"
6,15,8036,1306414249,"Power N-CT101^2T19T3","NOIMPL","UNRESOLVED"
6,15,8446,1306475689,"perfect hash family13,10609,103T21","NOIMPL","UNRESOLVED"
6,15,8633,1306786969,"Power N-CT97^2T8","NOIMPL","UNRESOLVED"
6,15,8722,1307462809,"Power N-CT101^2T12T3","NOIMPL","UNRESOLVED"
6,15,9167,1307524249,"perfect hash family13,10609,103T14","NOIMPL","UNRESOLVED"
6,15,9410,1307770009,"Power N-CT97^2+1","NOIMPL","UNRESOLVED"
6,15,9604,1308445849,"Power N-CT101^2T3T3","NOIMPL","UNRESOLVED"
6,15,10000,1308507289,"perfect hash family13,10609,103T5","NOIMPL","UNRESOLVED"
2,16,17,256,"Derive from strength 3","MATCH","RESOLVED"
2,16,18,286,"orthogonal array fuse","MATCH","RESOLVED"
2,16,19,288,"projection (C)","MATCH","RESOLVED"
2,16,20,342,"projection (C) postop NCK","GAP","UNRESOLVED"
2,16,21,344,"projection (C) postop NCK","GAP","UNRESOLVED"
2,16,22,346,"projection (C) postop NCK","GAP","UNRESOLVED"
2,16,23,350,"projection (C) postop NCK","GAP","UNRESOLVED"
2,16,25,376,"Fix 1 symbols (LCDST)","MATCH","RESOLVED"
2,16,27,406,"Fix 1 symbols (LCDST)","MATCH","RESOLVED"
2,16,28,421,"Fix 1 symbols (Colbourn)","MATCH","RESOLVED"
2,16,29,436,"Fix 1 symbols (Meagher-Stevens)","MATCH","RESOLVED"
2,16,36,442,"Fix 5 symbols (LCDST)","GAP","UNRESOLVED"
2,16,38,466,"Fix 5 symbols (LCDST)","GAP","UNRESOLVED"
2,16,39,478,"Fix 5 symbols (LCDST)","MATCH","RESOLVED"
2,16,40,483,"simulated annealing (Torres-Jimenez)","GAP","LEAF"
2,16,45,490,"simulated annealing (Torres-Jimenez)","GAP","LEAF"
2,16,288,496,"PCAx2PCA","MATCH","RESOLVED"
2,16,289,510,"Direct product","MATCH","RESOLVED"
2,16,306,526,"Direct product generalized","GAP","UNRESOLVED"
2,16,323,528,"Direct product","GAP","UNRESOLVED"
2,16,327,543,"Direct product generalized","GAP","UNRESOLVED"
2,16,343,544,"Direct product generalized","GAP","UNRESOLVED"
2,16,360,559,"Direct product generalized","GAP","UNRESOLVED"
2,16,361,560,"Direct product","GAP","UNRESOLVED"
2,16,380,574,"Direct product","GAP","UNRESOLVED"
2,16,387,589,"Direct product generalized","GAP","UNRESOLVED"
2,16,391,590,"Direct product","GAP","UNRESOLVED"
2,16,392,591,"Direct product generalized","GAP","UNRESOLVED"
2,16,399,592,"Direct product generalized","GAP","UNRESOLVED"
2,16,411,604,"Direct product generalized","GAP","UNRESOLVED"
2,16,417,606,"Direct product generalized","GAP","UNRESOLVED"
2,16,418,608,"Direct product generalized","GAP","UNRESOLVED"
2,16,420,614,"Direct product generalized","GAP","UNRESOLVED"
2,16,424,616,"PCAx2PCA","GAP","UNRESOLVED"
2,16,426,619,"Direct product generalized","GAP","UNRESOLVED"
2,16,427,620,"Direct product generalized","GAP","UNRESOLVED"
2,16,437,621,"Direct product generalized","GAP","UNRESOLVED"
2,16,438,622,"Direct product generalized","GAP","UNRESOLVED"
2,16,439,623,"Direct product generalized","GAP","UNRESOLVED"
2,16,449,624,"Direct product generalized","GAP","UNRESOLVED"
2,16,453,630,"Direct product generalized","GAP","UNRESOLVED"
2,16,457,632,"Direct product generalized","GAP","UNRESOLVED"
2,16,461,635,"Direct product generalized","GAP","UNRESOLVED"
2,16,465,638,"Direct product generalized","GAP","UNRESOLVED"
2,16,468,646,"Direct product generalized","GAP","UNRESOLVED"
2,16,475,648,"Direct product","GAP","UNRESOLVED"
2,16,477,651,"Direct product generalized","GAP","UNRESOLVED"
2,16,483,654,"Direct product generalized","GAP","UNRESOLVED"
2,16,486,664,"Direct product generalized","GAP","UNRESOLVED"
2,16,489,665,"Direct product generalized","GAP","UNRESOLVED"
2,16,492,666,"Direct product generalized","GAP","UNRESOLVED"
2,16,496,667,"Direct product generalized","GAP","UNRESOLVED"
2,16,503,668,"Direct product generalized","GAP","UNRESOLVED"
2,16,505,669,"Direct product generalized","GAP","UNRESOLVED"
2,16,506,670,"Direct product generalized","GAP","UNRESOLVED"
2,16,512,677,"Direct product generalized","GAP","UNRESOLVED"
2,16,513,678,"Direct product","GAP","UNRESOLVED"
2,16,515,679,"Direct product generalized","GAP","UNRESOLVED"
2,16,526,680,"Direct product generalized","GAP","UNRESOLVED"
2,16,602,682,"PCAx2PCA","GAP","UNRESOLVED"
2,16,612,695,"Direct product","GAP","UNRESOLVED"
2,16,636,706,"PCAx2PCA","GAP","UNRESOLVED"
2,16,648,712,"Direct product","GAP","UNRESOLVED"
2,16,684,714,"Direct product","GAP","UNRESOLVED"
2,16,688,728,"Direct product generalized","GAP","UNRESOLVED"
2,16,765,730,"Direct product","GAP","UNRESOLVED"
2,16,4880,736,"PCAx2PCA","MATCH","RESOLVED"
2,16,4896,750,"Direct product","GAP","UNRESOLVED"
2,16,4914,752,"Direct product","GAP","UNRESOLVED"
2,16,5185,766,"PCAx2PCA","GAP","UNRESOLVED"
2,16,5491,768,"PCAx2PCA","GAP","UNRESOLVED"
2,16,5542,783,"PCAx2PCA","GAP","UNRESOLVED"
2,16,5831,784,"PCAx2PCA","GAP","UNRESOLVED"
2,16,6120,799,"PCAx2PCA","GAP","UNRESOLVED"
2,16,6215,800,"Direct product generalized","GAP","UNRESOLVED"
2,16,6460,814,"Direct product","GAP","UNRESOLVED"
2,16,6533,815,"Direct product generalized","GAP","UNRESOLVED"
2,16,6590,816,"Direct product generalized","GAP","UNRESOLVED"
2,16,6597,829,"Direct product generalized","GAP","UNRESOLVED"
2,16,6863,830,"Direct product generalized","GAP","UNRESOLVED"
2,16,6912,831,"Direct product generalized","GAP","UNRESOLVED"
2,16,6935,832,"Direct product generalized","GAP","UNRESOLVED"
2,16,7088,844,"Direct product generalized","GAP","UNRESOLVED"
2,16,7215,845,"Direct product generalized","GAP","UNRESOLVED"
2,16,7271,846,"Direct product generalized","GAP","UNRESOLVED"
2,16,7281,847,"Direct product generalized","GAP","UNRESOLVED"
2,16,7298,848,"Direct product generalized","GAP","UNRESOLVED"
2,16,7600,860,"Direct product","GAP","UNRESOLVED"
2,16,7725,861,"Direct product generalized","GAP","UNRESOLVED"
2,16,7800,862,"Direct product generalized","GAP","UNRESOLVED"
2,16,7817,863,"Direct product generalized","GAP","UNRESOLVED"
2,16,7894,864,"Direct product generalized","GAP","UNRESOLVED"
2,16,7930,876,"Direct product generalized","GAP","UNRESOLVED"
2,16,8204,877,"Direct product generalized","GAP","UNRESOLVED"
2,16,8224,878,"Direct product generalized","GAP","UNRESOLVED"
2,16,8239,879,"Direct product generalized","GAP","UNRESOLVED"
2,16,8341,880,"Direct product generalized","GAP","UNRESOLVED"
2,16,8344,890,"Direct product generalized","GAP","UNRESOLVED"
2,16,8347,891,"Direct product generalized","GAP","UNRESOLVED"
2,16,8633,892,"Direct product generalized","GAP","UNRESOLVED"
2,16,8650,893,"Direct product generalized","GAP","UNRESOLVED"
2,16,8668,894,"Direct product generalized","GAP","UNRESOLVED"
2,16,8748,895,"Direct product generalized","GAP","UNRESOLVED"
2,16,8759,896,"Direct product generalized","GAP","UNRESOLVED"
2,16,8777,902,"Direct product generalized","GAP","UNRESOLVED"
2,16,8795,904,"Direct product generalized","GAP","UNRESOLVED"
2,16,8799,906,"Direct product generalized","GAP","UNRESOLVED"
2,16,9050,907,"Direct product generalized","GAP","UNRESOLVED"
2,16,9104,908,"Direct product generalized","GAP","UNRESOLVED"
2,16,9152,909,"Direct product generalized","GAP","UNRESOLVED"
2,16,9280,910,"Direct product generalized","GAP","UNRESOLVED"
2,16,9301,920,"Direct product generalized","GAP","UNRESOLVED"
2,16,10208,922,"PCAx2PCA","GAP","UNRESOLVED"
2,16,10368,935,"Direct product","GAP","UNRESOLVED"
2,16,10404,938,"PCAxPCA","GAP","UNRESOLVED"
2,16,10784,946,"PCAx2PCA","GAP","UNRESOLVED"
2,16,10982,952,"PCAx2PCA","GAP","UNRESOLVED"
2,16,11628,954,"PCAx2PCA","GAP","UNRESOLVED"
2,16,11660,968,"PCAx2PCA","GAP","UNRESOLVED"
2,16,11700,969,"PCAxPCA","GAP","UNRESOLVED"
2,16,12960,970,"Direct product","GAP","UNRESOLVED"
2,16,20000,976,"Direct product","MATCH","RESOLVED"
3,16,18,4096,"orthogonal array","MATCH","RESOLVED"
3,16,19,6652,"orthogonal array fuse fuse fuse postop NCK","GAP","UNRESOLVED"
3,16,20,6670,"orthogonal array fuse fuse fuse postop NCK","GAP","UNRESOLVED"
3,16,34,7936,"Chateauneuf-Kreher doubling","MATCH","RESOLVED"
3,16,243,8176,"SCPHF LFSR (TJ-IM)","GAP","LEAF"
3,16,273,8191,"Raaphorst-Moura-Stevens","GAP","UNRESOLVED"
3,16,275,9807,"SCPHF LFSR (TJ-IM) fuse","GAP","LEAF"
3,16,307,9823,"Raaphorst-Moura-Stevens fuse","GAP","UNRESOLVED"
3,16,313,12256,"SCPHF Conditional Expectation (CLS)","GAP","LEAF"
3,16,340,12286,"CPHF Sim Annealing (TJ-IM)","GAP","LEAF"
3,16,345,13693,"SCPHF LFSR (TJ-IM) fuse fuse fuse","GAP","LEAF"
3,16,381,13711,"Raaphorst-Moura-Stevens fuse fuse fuse","GAP","UNRESOLVED"
3,16,512,15616,"Path-Restricted SCPHF RE (CLS)","GAP","LEAF"
3,16,546,15631,"Chateauneuf-Kreher doubling","GAP","UNRESOLVED"
3,16,706,15856,"Path-Restricted SCPHF RE (CLS)","GAP","LEAF"
3,16,866,16096,"Restricted CPHF Ext  4( 1, 4) WCS","GAP","LEAF"
3,16,870,16111,"Restricted CPHF Ext  4( 1, 3) WCS","GAP","LEAF"
3,16,876,16126,"Restricted CPHF Ext  4( 1, 2) WCS","GAP","LEAF"
3,16,1184,16336,"Restricted CPHF Ext  4( 0, 4) WCS","GAP","LEAF"
3,16,1190,16351,"Restricted CPHF Ext  4( 0, 3) WCS","GAP","LEAF"
3,16,1193,16366,"Restricted CPHF Ext  4( 0, 2) WCS","GAP","LEAF"
3,16,1205,16381,"Restricted CPHF Ext  4( 0, 0) WCS","GAP","LEAF"
3,16,3888,19456,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
3,16,3890,19470,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,16,4368,19471,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
3,16,4370,19485,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,16,4374,20400,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,16,4625,20415,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,16,4772,20416,"Restricted CPHF Ext  5( 0, 5) WCS","GAP","LEAF"
3,16,4813,20431,"Restricted CPHF Ext  5( 0, 4) WCS","GAP","LEAF"
3,16,4914,20445,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,16,4918,20476,"Restricted CPHF Ext  5( 0, 0) WCS","GAP","LEAF"
3,16,4950,22316,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,16,5184,22332,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,16,5202,22349,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,16,5219,22587,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,16,5238,22604,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,16,5526,22621,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,16,6677,23536,"Restricted CPHF Ext  6( 4, 6) WCS","GAP","LEAF"
3,16,7254,23551,"Restricted CPHF Ext  6( 4, 5) WCS","GAP","LEAF"
3,16,9132,23776,"Restricted CPHF Ext  6( 3, 6) WCS","GAP","LEAF"
3,16,9204,23791,"Restricted CPHF Ext  6( 3, 5) WCS","GAP","LEAF"
3,16,9437,23806,"Restricted CPHF Ext  6( 3, 4) WCS","GAP","LEAF"
3,16,10000,24016,"Restricted CPHF Ext  6( 2, 6) WCS","GAP","LEAF"
4,16,17,65536,"orthogonal array","MATCH","RESOLVED"
4,16,18,83519,"orthogonal array fuse","MATCH","RESOLVED"
4,16,24,126976,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,31,130816,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,32,166751,"2-Restricted SCPHF RE (CL) fuse","GAP","LEAF"
4,16,34,167023,"SCPHF Random Extension (CLS) fuse","GAP","LEAF"
4,16,61,192496,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,69,196336,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,71,196576,"SCPHF Random Extension (CLS)","GAP","LEAF"
4,16,75,196606,"CPHF IPO 3 (WCS)","MATCH","RESOLVED"
4,16,80,250559,"CPHF IPO 3 (WCS) fuse","GAP","LEAF"
4,16,120,253936,"3,3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,132,257776,"3,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,141,258016,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,156,261616,"2,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,158,261856,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,186,262141,"CPHF IPO 4 (WCS)","MATCH","RESOLVED"
4,16,256,315136,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,272,322816,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,290,323296,"3,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,297,323536,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,341,327136,"2,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,346,327376,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,360,327616,"SCPHF Random Extension (CLS)","GAP","LEAF"
4,16,451,327676,"CPHF IPO 5 (WCS)","MATCH","RESOLVED"
4,16,470,380896,"3,3,3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,519,384976,"3,3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,634,388816,"3,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,636,389056,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,745,392656,"2,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,764,392896,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,791,393136,"SCPHF Random Extension (CLS)","GAP","LEAF"
4,16,871,393211,"CPHF IPO 6 (WCS)","MATCH","RESOLVED"
4,16,1049,446416,"3,3,3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,1164,450496,"3,3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,1341,454336,"3,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,1376,454576,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,1428,458176,"2,2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,1581,458416,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,16,1625,458656,"SCPHF Random Extension (CLS)","GAP","LEAF"
4,16,1666,458746,"CPHF Random Extension (CLS)","GAP","LEAF"
4,16,2748,524176,"SCPHF Random Extension (CLS)","GAP","LEAF"
4,16,2833,524281,"CPHF Random Extension (CLS)","GAP","LEAF"
4,16,2976,630541,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,3162,654782,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,3888,683536,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4096,683761,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4112,699375,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4128,699886,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4144,699888,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4208,702740,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4224,702994,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4336,703002,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4352,706188,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4368,706668,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4369,724156,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4386,724667,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4403,724669,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4471,727521,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4488,727775,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4607,727783,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4624,730969,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4641,731449,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4752,743428,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4784,747028,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4912,749256,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4914,760314,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,4930,771743,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5049,771983,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5083,775583,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5219,777811,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5220,796532,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5274,796776,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5292,799092,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5346,799100,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5418,802700,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5526,810780,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5536,838438,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5632,838678,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5744,846358,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5760,848826,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5872,848886,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,5936,850132,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,6064,852648,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,6096,861706,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,6120,873051,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,6239,886747,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,6307,887993,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,6336,890281,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,6443,890509,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,6512,894121,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,6656,898123,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,6704,901963,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,6896,906037,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,7024,908793,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,7088,910183,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,7168,912987,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,7216,916827,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,7327,948218,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,7463,950974,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,7531,952364,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,7616,955168,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,7667,959263,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,7794,977447,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,7866,978885,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,8064,983247,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,8082,987342,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,8192,987856,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,8304,988081,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,8736,991921,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,16,10000,995296,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
5,16,17,1048576,"orthogonal array","MATCH","RESOLVED"
5,16,18,1419855,"orthogonal array fuse","MATCH","RESOLVED"
5,16,20,2093056,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,21,2097151,"CPHF IPO 2 (WCS)","GAP","LEAF"
5,16,33,3080176,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,36,3141616,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,38,3145456,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,39,3145726,"CPHF IPO 3 (WCS)","GAP","LEAF"
5,16,53,4063216,"4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,56,4128736,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,62,4186096,"3,3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,64,4190176,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,66,4194256,"SCPHF Random Extension (CLS)","GAP","LEAF"
5,16,73,4194301,"CPHF IPO 4 (WCS)","GAP","LEAF"
5,16,92,5111776,"4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,103,5177296,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,111,5238736,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,119,5242576,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,145,5242876,"CPHF IPO 5 (WCS)","GAP","LEAF"
5,16,146,6094816,"4,4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,165,6160336,"4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,185,6225856,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,197,6287296,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,206,6291136,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
