"t","v","k","N","Source","status","engine_class"
5,16,207,6291376,"SCPHF Random Extension (CLS)","GAP","LEAF"
5,16,210,6291451,"CPHF Random Extension (CLS)","GAP","LEAF"
5,16,248,7143376,"4,4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,284,7208896,"4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,336,7274416,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,360,7335856,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,376,7339696,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,379,7339936,"SCPHF Random Extension (CLS)","GAP","LEAF"
5,16,454,8191936,"4,4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,515,8257456,"4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,582,8322976,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,641,8384416,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,650,8388256,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,656,8388496,"SCPHF Random Extension (CLS)","GAP","LEAF"
5,16,766,9240496,"4,4,4-Restricted SCPHF RE (CL)","GAP","LEAF"
5,16,767,13103536,"Add 1 factors","GAP","UNRESOLVED"
5,16,768,15906736,"Add 2 factors","GAP","UNRESOLVED"
5,16,769,16889776,"Add 3 factors","GAP","UNRESOLVED"
5,16,782,17872816,"Add 16 factors","GAP","UNRESOLVED"
5,16,783,19588192,"Add 17 factors","GAP","UNRESOLVED"
5,16,838,19801813,"3-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
5,16,851,19808311,"2-Restricted SCPHF RE (CL) fuse fuse fuse","GAP","LEAF"
5,16,852,23671351,"Add 1 factors","GAP","UNRESOLVED"
5,16,871,24968925,"perfect hash family3,871,582","GAP","UNRESOLVED"
5,16,901,25091805,"perfect hash family3,960,641T59","GAP","UNRESOLVED"
5,16,905,25099485,"perfect hash family3,972,649T67","GAP","UNRESOLVED"
5,16,908,25099965,"perfect hash family3,981,655T73","GAP","UNRESOLVED"
5,16,960,25153245,"perfect hash family3,960,641","GAP","UNRESOLVED"
5,16,964,25160925,"perfect hash family3,972,649T8","GAP","UNRESOLVED"
5,16,967,25161405,"perfect hash family3,981,655T14","GAP","UNRESOLVED"
5,16,973,25164765,"perfect hash family3,973,650","GAP","UNRESOLVED"
5,16,976,25165245,"perfect hash family3,981,655T5","GAP","UNRESOLVED"
5,16,982,25165485,"perfect hash family3,982,656","GAP","UNRESOLVED"
5,16,1022,26865405,"perfect hash family3,1146,765T124","GAP","UNRESOLVED"
5,16,1031,26869245,"perfect hash family3,1146,765T115","GAP","UNRESOLVED"
5,16,1037,26869485,"perfect hash family3,1146,765T109","GAP","UNRESOLVED"
5,16,1147,27721485,"perfect hash family3,1147,766","GAP","UNRESOLVED"
5,16,1156,31381590,"Power N-CT37^2Arc(2)T4","GAP","UNRESOLVED"
5,16,1188,31385430,"Power N-CT37^2T4T1","GAP","UNRESOLVED"
5,16,1221,31389270,"Power N-CT37^2T4","GAP","UNRESOLVED"
5,16,1227,31439190,"Power N-CT37^2Arc(4)","GAP","UNRESOLVED"
5,16,1261,31443030,"Power N-CT37^2Arc(3)","GAP","UNRESOLVED"
5,16,1296,31446870,"Power N-CT37^2T1T1","GAP","UNRESOLVED"
5,16,1332,31450710,"Power N-CT37^2T1","GAP","UNRESOLVED"
5,16,1370,31454550,"Power N-CT37^2+1","GAP","UNRESOLVED"
5,16,1371,31457250,"Power N-CT37^2+2","GAP","UNRESOLVED"
5,16,1420,32362140,"perfect hash family4,3125,625T341","GAP","UNRESOLVED"
5,16,1680,32427660,"perfect hash family4,3125,625T289","GAP","UNRESOLVED"
5,16,1800,32489100,"perfect hash family4,3125,625T265","GAP","UNRESOLVED"
5,16,1880,32492940,"perfect hash family4,3125,625T249","GAP","UNRESOLVED"
5,16,1895,32493180,"perfect hash family4,3125,625T246","GAP","UNRESOLVED"
5,16,2270,33345180,"perfect hash family4,3125,625T171","GAP","UNRESOLVED"
5,16,2575,33410700,"perfect hash family4,3125,625T110","GAP","UNRESOLVED"
5,16,2910,33476220,"perfect hash family4,3125,625T43","GAP","UNRESOLVED"
5,16,3125,33537660,"perfect hash family4,3125,625","GAP","UNRESOLVED"
5,16,3233,37551975,"Power N-CT61^2T8","GAP","UNRESOLVED"
5,16,3242,37609365,"Power N-CT67^2Trin3,3,14","GAP","UNRESOLVED"
5,16,3286,37609410,"Power N-CT67^2T14T5","GAP","UNRESOLVED"
5,16,3342,37613445,"Power N-CT67^2Trin1,3,14","GAP","UNRESOLVED"
5,16,3392,37613490,"Power N-CT67^2T14T3","GAP","UNRESOLVED"
5,16,3395,37617480,"Power N-CT67^2Arc(3)T14","GAP","UNRESOLVED"
5,16,3416,37617495,"Power N-CT61^2T5","GAP","UNRESOLVED"
5,16,3446,37617525,"Power N-CT67^2Arc(2)T14","GAP","UNRESOLVED"
5,16,3498,37617570,"Power N-CT67^2T14T1","GAP","UNRESOLVED"
5,16,3869,37617615,"Power N-CT73^2T20","GAP","UNRESOLVED"
5,16,4088,37683135,"Power N-CT73^2T17","GAP","UNRESOLVED"
5,16,4096,37740450,"Power N-CT67^2T3T3","GAP","UNRESOLVED"
5,16,4526,37740495,"Power N-CT73^2T11","GAP","UNRESOLVED"
5,16,4672,37744575,"Power N-CT73^2T9","GAP","UNRESOLVED"
5,16,4818,37748655,"Power N-CT73^2T7","GAP","UNRESOLVED"
5,16,5329,37748700,"Power N-CT73^2","GAP","UNRESOLVED"
5,16,5330,43177740,"Add 1 factors","GAP","UNRESOLVED"
5,16,5518,45080295,"Power N-CT89^2T27","GAP","UNRESOLVED"
5,16,5696,45084375,"Power N-CT89^2T25","GAP","UNRESOLVED"
5,16,5874,45088455,"Power N-CT89^2T23","GAP","UNRESOLVED"
5,16,6497,45088500,"Power N-CT89^2T16","GAP","UNRESOLVED"
5,16,6716,45547140,"Power N-CT97^2T24T5","GAP","UNRESOLVED"
5,16,6798,45612615,"perfect hash family9,10609,103T37","GAP","UNRESOLVED"
5,16,7519,45612660,"perfect hash family9,10609,103T30","GAP","UNRESOLVED"
5,16,7924,46005975,"Power N-CT89^2+3","GAP","UNRESOLVED"
5,16,7957,46104180,"perfect hash family9,11881,109T36","GAP","UNRESOLVED"
5,16,8249,46134900,"perfect hash family9,12769,113T40","GAP","UNRESOLVED"
5,16,8732,46137300,"perfect hash family9,14986,126T53","GAP","UNRESOLVED"
5,16,9476,46530135,"perfect hash family9,10609,103T11","GAP","UNRESOLVED"
5,16,10000,46595655,"Power N-CT101^2","NOIMPL","UNRESOLVED"
6,16,17,16777216,"orthogonal array","MATCH","RESOLVED"
6,16,18,24137567,"orthogonal array fuse","MATCH","RESOLVED"
6,16,19,39866207,"Add 1 factors","GAP","UNRESOLVED"
6,16,20,47045875,"orthogonal array fuse fuse fuse","MATCH","RESOLVED"
6,16,22,49283056,"5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,25,50266096,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,26,50331616,"SCPHF Random Extension (CLS)","GAP","LEAF"
6,16,28,50331646,"CPHF IPO 3 (WCS)","GAP","LEAF"
6,16,33,65011696,"5,5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,35,66060256,"5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,39,67043296,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,40,67108816,"SCPHF Random Extension (CLS)","GAP","LEAF"
6,16,46,67108861,"CPHF IPO 4 (WCS)","GAP","LEAF"
6,16,51,81788896,"5,5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,56,82837456,"5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,58,83820496,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,63,83881936,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,64,83885776,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,66,83886016,"SCPHF Random Extension (CLS)","GAP","LEAF"
6,16,73,97517536,"5,5,5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,82,98566096,"5,5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,89,99614656,"5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,98,100597696,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,103,100659136,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,104,100662976,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,113,114294736,"5,5,5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,127,115343296,"5,5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,141,116391856,"5-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,150,117374896,"4-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,156,117436336,"3-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,159,117440176,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
6,16,163,117440416,"SCPHF Random Extension (CLS)","GAP","LEAF"
6,16,164,117440506,"CPHF Random Extension (CLS)","GAP","LEAF"
6,16,236,134217616,"SCPHF Random Extension (CLS)","GAP","LEAF"
6,16,268,193100431,"SCPHF Random Extension (CLS) fuse","GAP","LEAF"
6,16,289,268435440,"Power CT17^2","GAP","UNRESOLVED"
6,16,290,346026480,"Add 1 factors","GAP","UNRESOLVED"
6,16,291,383746800,"Add 2 factors","GAP","UNRESOLVED"
6,16,292,414221040,"Add 3 factors","GAP","UNRESOLVED"
6,16,293,429949680,"Add 4 factors","GAP","UNRESOLVED"
6,16,305,445678320,"Add 16 factors","GAP","UNRESOLVED"
6,16,306,484882160,"Add 17 factors","GAP","UNRESOLVED"
6,16,312,536211424,"Martirosyan-TVT","GAP","UNRESOLVED"
6,16,313,536334304,"Martirosyan-TVT variant","GAP","UNRESOLVED"
6,16,316,536453344,"Martirosyan-TVT","GAP","UNRESOLVED"
6,16,317,536594704,"Martirosyan-TVT variant","GAP","UNRESOLVED"
6,16,318,536736064,"Martirosyan-TVT","GAP","UNRESOLVED"
6,16,326,536736304,"Martirosyan-TVT","GAP","UNRESOLVED"
6,16,328,536736394,"Martirosyan-TVT","GAP","UNRESOLVED"
6,16,512,536870416,"perfect hash family32,512,16,c","GAP","UNRESOLVED"
6,16,513,536870880,"perfect hash family32,513,17","GAP","UNRESOLVED"
6,16,514,629265120,"Add 1 factors","GAP","UNRESOLVED"
6,16,530,671088075,"perfect hash family5,530,236","GAP","UNRESOLVED"
6,16,536,688559824,"Martirosyan-TVT","GAP","UNRESOLVED"
6,16,544,763894833,"Martirosyan-TVT","GAP","UNRESOLVED"
6,16,545,764132913,"Martirosyan-TVT variant","GAP","UNRESOLVED"
6,16,546,764370993,"Martirosyan-TVT","GAP","UNRESOLVED"
6,16,547,777607649,"Martirosyan-TVT variant","GAP","UNRESOLVED"
6,16,550,793455761,"Martirosyan-TVT","GAP","UNRESOLVED"
6,16,551,793612673,"Martirosyan-TVT variant","GAP","UNRESOLVED"
6,16,568,793769841,"Martirosyan-TVT","GAP","UNRESOLVED"
6,16,577,794752641,"Martirosyan-TVT variant","GAP","UNRESOLVED"
6,16,578,803804929,"Martirosyan-TVT","GAP","UNRESOLVED"
6,16,625,804257520,"Power CT25^2","GAP","UNRESOLVED"
6,16,626,805240710,"Power CT27^2Arc(2)T2","GAP","UNRESOLVED"
6,16,650,805240740,"Power CT27^2T2T1","GAP","UNRESOLVED"
6,16,675,805240770,"Power CT27^2T2","GAP","UNRESOLVED"
6,16,676,805306260,"Power CT27^2T1T1","GAP","UNRESOLVED"
6,16,702,805306290,"Power CT27^2T1","GAP","UNRESOLVED"
6,16,730,805306320,"Power CT27^2+1","GAP","UNRESOLVED"
6,16,731,889192395,"Power N-CT43^2T26","GAP","UNRESOLVED"
6,16,774,896552746,"Power N-CT43^2T25","GAP","UNRESOLVED"
6,16,784,905969610,"Power N-CT41^2T13T13","GAP","UNRESOLVED"
6,16,817,912281386,"Power N-CT43^2T24","GAP","UNRESOLVED"
6,16,860,919461054,"Power N-CT43^2T23","GAP","UNRESOLVED"
6,16,884,920584095,"Power N-CT41^2Trin2,8,13","GAP","UNRESOLVED"
6,16,904,920649615,"Power N-CT41^2Trin1,8,13","GAP","UNRESOLVED"
6,16,924,920649660,"Power N-CT41^2T13T8","GAP","UNRESOLVED"
6,16,936,921632655,"Power N-CT41^2Trin2,6,13","GAP","UNRESOLVED"
6,16,958,921698175,"Power N-CT41^2Trin1,6,13","GAP","UNRESOLVED"
6,16,980,921698220,"Power N-CT41^2T13T6","GAP","UNRESOLVED"
6,16,1040,922615695,"Power N-CT41^2Trin2,2,13","GAP","UNRESOLVED"
6,16,1066,922681215,"Power N-CT41^2Trin1,2,13","GAP","UNRESOLVED"
6,16,1092,922681260,"Power N-CT41^2T13T2","GAP","UNRESOLVED"
6,16,1093,922746735,"Power N-CT41^2Arc(2)T13","GAP","UNRESOLVED"
6,16,1120,922746780,"Power N-CT41^2T13T1","GAP","UNRESOLVED"
6,16,1204,922746825,"Power N-CT43^2T15","GAP","UNRESOLVED"
6,16,1225,937295745,"Power N-CT41^2Trin2,2,8","GAP","UNRESOLVED"
6,16,1256,937361265,"Power N-CT41^2Trin1,2,8","GAP","UNRESOLVED"
6,16,1287,937361310,"Power N-CT41^2T8T2","GAP","UNRESOLVED"
6,16,1288,937426785,"Power N-CT41^2Arc(2)T8","GAP","UNRESOLVED"
6,16,1320,937426830,"Power N-CT41^2T8T1","GAP","UNRESOLVED"
6,16,1419,937426875,"Power N-CT43^2T10","GAP","UNRESOLVED"
6,16,1505,938475435,"Power N-CT43^2T8","GAP","UNRESOLVED"
6,16,1521,939392910,"Power N-CT41^2T2T2","GAP","UNRESOLVED"
6,16,1522,939458385,"Power N-CT41^2Arc(2)T2","GAP","UNRESOLVED"
6,16,1560,939458430,"Power N-CT41^2T2T1","GAP","UNRESOLVED"
6,16,1677,939458475,"Power N-CT43^2T4","GAP","UNRESOLVED"
6,16,1720,939523995,"Power N-CT43^2T3","GAP","UNRESOLVED"
6,16,1852,939524040,"Power N-CT43^2+3","GAP","UNRESOLVED"
6,16,1861,1027604250,"Power N-CT47^2Arc(8)","GAP","UNRESOLVED"
6,16,1901,1042284285,"Power N-CT47^2Arc(7)","GAP","UNRESOLVED"
6,16,1942,1056964320,"Power N-CT47^2Arc(6)","GAP","UNRESOLVED"
6,16,1984,1071644355,"Power N-CT47^2Arc(5)","GAP","UNRESOLVED"
6,16,2027,1086324390,"Power N-CT47^2Arc(4)","GAP","UNRESOLVED"
6,16,2071,1101004425,"Power N-CT47^2Arc(3)","GAP","UNRESOLVED"
6,16,2116,1115684460,"Power N-CT47^2T1T1","GAP","UNRESOLVED"
6,16,2162,1130364495,"Power N-CT47^2T1","GAP","UNRESOLVED"
6,16,2258,1141898655,"Power N-CT53^2Trin2,2,7","GAP","UNRESOLVED"
6,16,2346,1142947215,"Power N-CT53^2T7T2","GAP","UNRESOLVED"
6,16,2438,1143995775,"Power N-CT53^2T7","GAP","UNRESOLVED"
6,16,2447,1155485055,"Power N-CT59^2Trin3,3,13","GAP","UNRESOLVED"
6,16,2533,1156468095,"Power N-CT59^2Trin1,3,13","GAP","UNRESOLVED"
6,16,2576,1156529535,"Power N-CT59^2T13T3","GAP","UNRESOLVED"
6,16,2579,1157389695,"Power N-CT59^2Arc(3)T13","GAP","UNRESOLVED"
6,16,2623,1157451135,"Power N-CT59^2Arc(2)T13","GAP","UNRESOLVED"
6,16,2668,1157512575,"Power N-CT59^2T13T1","GAP","UNRESOLVED"
6,16,2806,1157574015,"Power N-CT61^2T15","GAP","UNRESOLVED"
6,16,2812,1159724370,"Power N-CT53^2+3","GAP","UNRESOLVED"
6,16,2856,1171209570,"Power N-CT59^2T8T3","GAP","UNRESOLVED"
6,16,2977,1171213650,"Power N-CT59^2Trin3,3,3","GAP","UNRESOLVED"
6,16,3083,1172196690,"Power N-CT59^2Trin1,3,3","GAP","UNRESOLVED"
6,16,3111,1172254050,"Power N-CT61^2T10","GAP","UNRESOLVED"
6,16,3136,1172258130,"Power N-CT59^2T3T3","GAP","UNRESOLVED"
6,16,3139,1173118290,"Power N-CT59^2Arc(3)T3","GAP","UNRESOLVED"
6,16,3193,1173179730,"Power N-CT59^2Arc(2)T3","GAP","UNRESOLVED"
6,16,3248,1173241170,"Power N-CT59^2T3T1","GAP","UNRESOLVED"
6,16,3416,1173302610,"Power N-CT61^2T5","GAP","UNRESOLVED"
6,16,3538,1174285650,"Power N-CT61^2T3","GAP","UNRESOLVED"
6,16,3723,1174347090,"Power N-CT61^2+2","GAP","UNRESOLVED"
6,16,3724,1174400850,"Power N-CT61^2+3","GAP","UNRESOLVED"
6,16,3726,1174404210,"perfect hash family14,3726,66","GAP","UNRESOLVED"
6,16,3751,1201667250,"Power N-CT67^2Arc(12)","GAP","UNRESOLVED"
6,16,3807,1215298770,"Power N-CT67^2Arc(11)","GAP","UNRESOLVED"
6,16,3825,1226833155,"Power N-CT73^2Trin7,7,9","GAP","UNRESOLVED"
6,16,3943,1226833395,"Power N-CT73^2Trin7,7,7","GAP","UNRESOLVED"
6,16,3969,1240456755,"Power N-CT73^2T10T10","GAP","UNRESOLVED"
6,16,4032,1240460595,"Power N-CT73^2T10T9","GAP","UNRESOLVED"
6,16,4158,1240460835,"Power N-CT73^2T10T7","GAP","UNRESOLVED"
6,16,4224,1240464675,"Power N-CT73^2T9T7","GAP","UNRESOLVED"
6,16,4356,1240464915,"Power N-CT73^2T7T7","GAP","UNRESOLVED"
6,16,4599,1254092355,"Power N-CT73^2T10","GAP","UNRESOLVED"
6,16,4672,1254096195,"Power N-CT73^2T9","GAP","UNRESOLVED"
6,16,4818,1254096435,"Power N-CT73^2T7","GAP","UNRESOLVED"
6,16,4977,1266675075,"Power N-CT79^2T16","GAP","UNRESOLVED"
6,16,5056,1266678915,"Power N-CT79^2T15","GAP","UNRESOLVED"
6,16,5214,1266679155,"Power N-CT79^2T13","GAP","UNRESOLVED"
6,16,5329,1267727955,"Power N-CT73^2","GAP","UNRESOLVED"
6,16,5347,1277164755,"Power N-CT83^2Arc(2)T17","GAP","UNRESOLVED"
6,16,5412,1278213315,"Power N-CT83^2T17T1","GAP","UNRESOLVED"
6,16,5607,1279257795,"Power N-CT89^2T26","GAP","UNRESOLVED"
6,16,5696,1279261635,"Power N-CT89^2T25","GAP","UNRESOLVED"
6,16,5874,1279261875,"Power N-CT89^2T23","GAP","UNRESOLVED"
6,16,6244,1281359235,"Power N-CT79^2+3","GAP","UNRESOLVED"
6,16,6253,1286602035,"Power N-CT83^2Arc(8)","GAP","UNRESOLVED"
6,16,6329,1287650595,"Power N-CT83^2Arc(7)","GAP","UNRESOLVED"
6,16,6406,1288699155,"Power N-CT83^2Arc(6)","GAP","UNRESOLVED"
6,16,6484,1289747715,"Power N-CT83^2Arc(5)","GAP","UNRESOLVED"
6,16,6563,1290796275,"Power N-CT83^2Arc(4)","GAP","UNRESOLVED"
6,16,6592,1291795395,"perfect hash family13,10609,103T39","GAP","UNRESOLVED"
6,16,6798,1291795635,"perfect hash family13,10609,103T37","GAP","UNRESOLVED"
6,16,7298,1293941955,"Power N-CT89^2T7","NOIMPL","UNRESOLVED"
6,16,7921,1294990515,"Power N-CT89^2","NOIMPL","UNRESOLVED"
6,16,7954,1305738435,"Power N-CT97^2T15","NOIMPL","UNRESOLVED"
6,16,8036,1306414275,"Power N-CT101^2T19T3","NOIMPL","UNRESOLVED"
6,16,8446,1306475715,"perfect hash family13,10609,103T21","NOIMPL","UNRESOLVED"
6,16,8633,1306786995,"Power N-CT97^2T8","NOIMPL","UNRESOLVED"
6,16,8722,1307462835,"Power N-CT101^2T12T3","NOIMPL","UNRESOLVED"
6,16,9167,1307524275,"perfect hash family13,10609,103T14","NOIMPL","UNRESOLVED"
6,16,9410,1307770035,"Power N-CT97^2+1","NOIMPL","UNRESOLVED"
6,16,9604,1308445875,"Power N-CT101^2T3T3","NOIMPL","UNRESOLVED"
6,16,10000,1308507315,"perfect hash family13,10609,103T5","NOIMPL","UNRESOLVED"
2,17,18,289,"orthogonal array","MATCH","RESOLVED"
2,17,19,351,"projection (C) postop NCK","GAP","UNRESOLVED"
2,17,20,352,"projection (C) postop NCK","GAP","UNRESOLVED"
2,17,21,354,"projection (C) postop NCK","GAP","UNRESOLVED"
2,17,22,357,"projection (C) postop TJ-SA","GAP","UNRESOLVED"
2,17,23,442,"Add a symbol (binary)","GAP","UNRESOLVED"
2,17,24,467,"projection (C) postop NCK","GAP","UNRESOLVED"
2,17,25,469,"projection (C) postop NCK","GAP","UNRESOLVED"
2,17,26,471,"projection (C) postop NCK","GAP","UNRESOLVED"
2,17,27,473,"projection (C) postop NCK","GAP","UNRESOLVED"
2,17,28,474,"projection (C) postop NCK","GAP","UNRESOLVED"
2,17,29,477,"projection (C) postop NCK","GAP","UNRESOLVED"
2,17,30,479,"projection (C) postop NCK","GAP","UNRESOLVED"
2,17,31,497,"Fix 1 symbols (Colbourn)","MATCH","RESOLVED"
2,17,32,513,"Fix 1 symbols (Colbourn)","MATCH","RESOLVED"
2,17,39,517,"Fix 5 symbols (LCDST)","MATCH","RESOLVED"
2,17,40,529,"Fix 5 symbols (LCDST)","MATCH","RESOLVED"
2,17,41,541,"Fix 5 symbols (LCDST)","MATCH","RESOLVED"
2,17,45,551,"simulated annealing (Torres-Jimenez)","GAP","LEAF"
2,17,51,560,"simulated annealing (Torres-Jimenez)","GAP","LEAF"
2,17,323,561,"PCAx2PCA","MATCH","RESOLVED"
2,17,324,576,"Direct product","MATCH","RESOLVED"
2,17,340,594,"Direct product","GAP","UNRESOLVED"
2,17,341,609,"Direct product generalized","GAP","UNRESOLVED"
2,17,360,610,"Direct product","GAP","UNRESOLVED"
2,17,378,626,"Direct product","GAP","UNRESOLVED"
2,17,380,627,"Direct product generalized","GAP","UNRESOLVED"
2,17,381,628,"Direct product generalized","GAP","UNRESOLVED"
2,17,396,629,"Direct product","GAP","UNRESOLVED"
2,17,402,645,"Direct product generalized","GAP","UNRESOLVED"
2,17,404,646,"Direct product generalized","GAP","UNRESOLVED"
2,17,406,657,"Direct product generalized","GAP","UNRESOLVED"
2,17,409,658,"Direct product generalized","GAP","UNRESOLVED"
2,17,420,659,"Direct product","GAP","UNRESOLVED"
2,17,421,661,"Direct product generalized","GAP","UNRESOLVED"
2,17,440,662,"Direct product","GAP","UNRESOLVED"
2,17,444,677,"Direct product generalized","GAP","UNRESOLVED"
2,17,448,679,"Direct product generalized","GAP","UNRESOLVED"
2,17,462,680,"Direct product generalized","GAP","UNRESOLVED"
2,17,469,692,"Direct product generalized","GAP","UNRESOLVED"
2,17,484,695,"Direct product generalized","GAP","UNRESOLVED"
2,17,485,724,"Direct product generalized","GAP","UNRESOLVED"
2,17,486,725,"Direct product generalized","GAP","UNRESOLVED"
2,17,505,728,"Direct product generalized","GAP","UNRESOLVED"
2,17,528,731,"Direct product generalized","GAP","UNRESOLVED"
2,17,530,745,"Direct product generalized","GAP","UNRESOLVED"
2,17,533,746,"Direct product generalized","GAP","UNRESOLVED"
2,17,540,747,"Direct product generalized","GAP","UNRESOLVED"
2,17,550,748,"Direct product generalized","GAP","UNRESOLVED"
2,17,554,759,"Direct product generalized","GAP","UNRESOLVED"
2,17,560,760,"Direct product generalized","GAP","UNRESOLVED"
2,17,564,761,"Direct product generalized","GAP","UNRESOLVED"
2,17,569,762,"Direct product generalized","GAP","UNRESOLVED"
2,17,571,763,"Direct product generalized","GAP","UNRESOLVED"
2,17,572,764,"Direct product generalized","GAP","UNRESOLVED"
2,17,577,772,"Direct product generalized","GAP","UNRESOLVED"
2,17,583,773,"Direct product generalized","GAP","UNRESOLVED"
2,17,587,774,"Direct product generalized","GAP","UNRESOLVED"
2,17,590,775,"Direct product generalized","GAP","UNRESOLVED"
2,17,593,776,"Direct product generalized","GAP","UNRESOLVED"
2,17,594,777,"Direct product generalized","GAP","UNRESOLVED"
2,17,600,784,"Direct product","GAP","UNRESOLVED"
2,17,605,786,"Direct product generalized","GAP","UNRESOLVED"
2,17,609,788,"Direct product generalized","GAP","UNRESOLVED"
2,17,692,789,"PCAx2PCA","GAP","UNRESOLVED"
2,17,710,801,"PCAx2PCA","GAP","UNRESOLVED"
2,17,728,813,"PCAx2PCA","GAP","UNRESOLVED"
2,17,767,823,"PCAx2PCA","GAP","UNRESOLVED"
2,17,780,831,"PCAx2PCA","GAP","UNRESOLVED"
2,17,869,832,"PCAx2PCA","GAP","UNRESOLVED"
2,17,5797,833,"PCAx2PCA","MATCH","RESOLVED"
2,17,5814,848,"Direct product","GAP","UNRESOLVED"
2,17,5832,863,"Direct product","GAP","UNRESOLVED"
2,17,6120,866,"Direct product","GAP","UNRESOLVED"
2,17,6137,881,"Direct product generalized","GAP","UNRESOLVED"
2,17,6464,882,"PCAx2PCA","GAP","UNRESOLVED"
2,17,6477,884,"Direct product generalized","GAP","UNRESOLVED"
2,17,6480,897,"Direct product","GAP","UNRESOLVED"
2,17,6783,898,"Direct product","GAP","UNRESOLVED"
2,17,6840,899,"PCAx2PCA","GAP","UNRESOLVED"
2,17,6885,900,"Direct product generalized","GAP","UNRESOLVED"
2,17,7106,901,"Direct product","GAP","UNRESOLVED"
2,17,7175,915,"Direct product generalized","GAP","UNRESOLVED"
2,17,7217,916,"Direct product generalized","GAP","UNRESOLVED"
2,17,7311,917,"Direct product generalized","GAP","UNRESOLVED"
2,17,7328,919,"Direct product generalized","GAP","UNRESOLVED"
2,17,7330,920,"Direct product generalized","GAP","UNRESOLVED"
2,17,7560,931,"PCAx2PCA","GAP","UNRESOLVED"
2,17,7600,932,"Direct product","GAP","UNRESOLVED"
2,17,7644,933,"Direct product generalized","GAP","UNRESOLVED"
2,17,7900,934,"PCAx2PCA","GAP","UNRESOLVED"
2,17,7920,935,"PCAxPCA","GAP","UNRESOLVED"
2,17,7938,949,"PCAx2PCA","GAP","UNRESOLVED"
2,17,8051,950,"Direct product generalized","GAP","UNRESOLVED"
2,17,8082,951,"Direct product generalized","GAP","UNRESOLVED"
2,17,8316,952,"PCAx2PCA","GAP","UNRESOLVED"
2,17,8442,964,"PCAx2PCA","GAP","UNRESOLVED"
2,17,8521,965,"Direct product generalized","GAP","UNRESOLVED"
2,17,8553,966,"Direct product generalized","GAP","UNRESOLVED"
2,17,8712,967,"PCAx2PCA","GAP","UNRESOLVED"
2,17,8800,968,"Direct product","GAP","UNRESOLVED"
2,17,8904,981,"Direct product generalized","GAP","UNRESOLVED"
2,17,8920,982,"Direct product generalized","GAP","UNRESOLVED"
2,17,8998,983,"Direct product generalized","GAP","UNRESOLVED"
2,17,9029,984,"Direct product generalized","GAP","UNRESOLVED"
2,17,9240,985,"Direct product","GAP","UNRESOLVED"
2,17,9306,986,"Direct product generalized","GAP","UNRESOLVED"
2,17,9428,997,"Direct product generalized","GAP","UNRESOLVED"
2,17,9456,998,"Direct product generalized","GAP","UNRESOLVED"
2,17,9515,999,"Direct product generalized","GAP","UNRESOLVED"
2,17,9680,1000,"Direct product","GAP","UNRESOLVED"
2,17,9858,1001,"Direct product generalized","GAP","UNRESOLVED"
2,17,9864,1002,"Direct product generalized","GAP","UNRESOLVED"
2,17,9900,1003,"Direct product generalized","GAP","UNRESOLVED"
2,17,9906,1014,"Direct product generalized","GAP","UNRESOLVED"
2,17,9928,1015,"Direct product generalized","GAP","UNRESOLVED"
2,17,9943,1016,"Direct product generalized","GAP","UNRESOLVED"
2,17,10093,1017,"Direct product generalized","GAP","UNRESOLVED"
2,17,10318,1018,"Direct product generalized","GAP","UNRESOLVED"
